generation,score1,score2,score3,score4,score5,score6,score7,score8,score9,score10,score11,score12,score13,score14,score15,score16,score17,score18,score19,score20,score21,score22,score23,score24,score25,score26,score27,score28,score29,score30,score31,score32,score33,score34,score35,score36,score37,score38,score39,score40,score41,score42,score43,score44,score45,score46,score47,score48,score49,score50,score51,score52,score53,score54,score55,score56,score57,score58,score59,score60
0,2167226,2434304,1430406,789651,814139,1955611,753374,3221575,1209897,1493083,1151729,2074972,2465759,2473596,2051782,789115,3751449,531005,861063,1819865,3038917,4031932,1195773,2293095,2481124,2171879,2613792,708566,1601309,2381247,3108136,1276542,2422696,3014183,2026800,2148681,1975962,2122504,2256622,512512,2513793,3069996,3044225,1544996,1714028,509642,2588160,3322741,2622440,2524216,1493819,2504314,1463205,743179,2366146,2903305,2792014,1311443,1563250,1561015
1,3,4,4,4,4,6,3,4,7,4,4,5,5,5,3,4,4,4,4,5,5,4,4,4,5,4,4,4,7,5,4,3,3,5,4,5,5,4,4,3,4,5,5,6,4,4,4,4,5,4,5,4,6,5,4,5,5,4,4,4
2,4,4,4,4,4,11,4,4,7,4,4,5,5,4,4,4,4,4,5,7,6,8,4,5,5,6,4,5,7,4,5,4,5,5,7,5,5,4,4,4,6,5,5,7,4,5,5,4,5,4,4,5,6,4,5,5,5,5,4,4
3,4,6,5,4,4,13,4,4,5,6,4,7,5,5,4,6,4,6,5,7,5,6,4,5,5,6,4,5,7,4,5,6,5,6,11,6,7,5,9,4,6,5,10,9,6,5,9,5,5,4,4,5,7,4,5,12,5,5,4,5
4,5,9,6,5,5,15,6,4,5,5,4,7,5,8,6,6,4,6,6,10,5,8,6,6,5,6,4,5,7,5,5,6,5,7,15,8,11,13,11,4,7,5,14,12,6,5,12,5,7,5,4,6,9,4,5,22,9,5,4,5
5,5,13,6,5,5,15,6,5,7,9,5,7,5,11,6,6,6,6,7,16,5,14,6,6,8,6,4,5,7,5,5,6,8,7,18,8,18,15,11,6,9,5,22,13,6,5,15,5,7,5,4,5,15,6,5,22,9,8,6,5
6,6,15,6,5,5,21,6,5,7,9,5,8,6,16,6,6,5,6,7,18,6,27,6,6,8,11,6,5,5,5,6,6,14,7,18,8,18,20,14,5,14,5,31,14,6,5,16,6,8,5,4,5,17,6,11,22,11,9,13,7
7,12,17,6,6,5,21,6,5,7,9,5,10,18,23,9,6,7,6,7,21,7,27,8,8,8,16,8,6,6,6,9,6,20,9,22,7,18,20,17,5,19,5,25,14,6,6,16,9,8,5,4,5,18,6,19,22,13,9,18,7
8,17,17,7,8,5,20,7,5,6,9,6,13,22,30,9,6,7,6,9,27,8,30,7,9,7,18,11,6,6,6,12,6,21,9,22,16,18,24,17,5,25,8,29,16,6,7,16,17,8,5,5,6,24,6,22,25,19,11,18,7
9,17,22,7,8,7,27,7,9,6,9,6,20,29,30,9,7,15,6,9,27,14,40,11,13,10,18,20,6,7,9,13,7,21,10,22,16,20,24,26,5,35,15,33,15,6,7,18,31,11,7,5,7,27,7,21,23,19,19,26,7
10,17,22,7,8,6,30,7,9,9,9,6,24,29,30,11,7,23,6,9,27,24,49,15,16,15,28,23,7,8,9,17,9,35,10,22,16,21,23,28,5,35,15,33,16,6,7,18,42,13,10,5,12,27,7,28,23,20,21,26,10
11,25,22,7,8,6,30,7,14,9,17,6,25,29,30,20,7,38,6,9,27,21,49,15,16,17,31,23,7,14,9,19,9,35,15,22,16,31,40,28,5,35,19,33,20,7,7,18,42,20,12,5,14,27,7,27,28,22,23,26,12
12,25,22,10,8,6,30,7,24,9,18,6,25,37,30,23,7,67,6,9,27,32,64,15,23,24,31,42,7,17,9,19,9,35,17,22,17,31,40,36,5,35,23,33,21,8,7,22,46,21,12,5,14,27,7,27,26,23,25,26,14
13,36,22,10,8,6,30,7,42,9,25,9,25,37,30,26,7,67,6,9,27,34,64,15,23,36,31,45,11,17,12,19,9,33,16,22,16,31,40,36,5,35,26,33,21,9,7,39,62,21,13,6,17,26,7,35,55,31,25,21,14
14,36,22,8,8,6,30,7,45,9,25,10,25,38,37,26,7,67,6,9,27,50,66,15,23,47,41,45,11,21,13,29,9,34,16,23,23,37,40,36,5,49,28,51,27,14,7,48,62,27,17,6,19,26,7,38,55,31,25,21,18
15,37,28,8,8,6,30,7,64,9,25,10,25,47,37,27,7,67,6,12,38,51,66,15,23,62,40,45,11,21,15,28,9,34,19,23,23,37,42,52,6,57,37,51,26,17,7,48,75,47,17,8,19,26,8,38,55,36,25,21,18
16,50,34,8,8,6,41,7,64,9,25,10,29,47,42,27,7,70,6,12,38,58,72,17,30,52,40,45,11,21,15,35,9,37,25,23,23,37,47,52,6,73,37,54,26,26,7,46,75,47,26,8,19,40,11,46,73,36,25,21,21
17,50,34,11,8,6,41,7,62,9,21,10,33,47,47,27,7,73,6,12,38,64,72,17,36,76,42,45,11,24,24,52,9,50,30,32,23,49,46,66,6,73,38,52,28,26,7,57,75,47,26,8,30,40,11,46,73,36,28,30,24
18,50,45,16,8,7,32,8,69,9,21,10,33,52,49,36,7,83,6,14,38,64,78,18,36,76,45,45,15,24,24,67,9,50,30,32,26,49,46,66,6,73,38,56,28,27,7,68,75,52,35,10,30,40,12,59,73,36,31,30,22
19,50,49,18,8,7,32,8,69,9,21,10,38,62,61,32,7,89,6,14,38,64,76,23,50,75,50,50,15,25,44,80,10,50,33,32,33,49,46,66,6,73,68,56,35,26,7,68,75,52,43,10,30,48,16,73,73,36,34,32,30
20,50,57,14,8,7,31,9,69,9,26,10,38,62,69,32,9,89,6,24,39,75,76,33,50,75,55,50,15,25,44,80,14,50,37,32,42,49,46,66,6,73,73,57,35,26,7,68,75,52,53,10,48,48,15,73,73,36,37,32,29
21,59,66,20,8,7,31,9,69,12,26,10,41,62,73,32,12,89,6,24,39,75,76,33,50,75,55,54,15,25,71,80,20,50,36,42,48,49,46,66,6,75,64,57,35,33,7,74,79,52,78,10,48,47,16,73,73,36,37,38,29
