generation,score1,score2,score3,score4,score5,score6,score7,score8,score9,score10,score11,score12,score13,score14,score15,score16,score17,score18,score19,score20,score21,score22,score23,score24,score25,score26,score27,score28,score29,score30,score31,score32,score33,score34,score35,score36,score37,score38,score39,score40,score41,score42,score43,score44,score45,score46,score47,score48,score49,score50,score51,score52,score53,score54,score55,score56,score57,score58,score59,score60
0,217072,1083825,369289,230045,214081,328729,279450,539722,212462,314793,551971,698841,682723,470067,800681,259976,499336,190431,263117,394805,626126,591616,288098,193552,286569,205012,1965757,370726,629537,207402,815632,923723,263123,329545,1622615,518292,330148,289940,229985,220120,270189,545503,630700,2027174,318255,447282,224787,891433,279250,576518,227534,216813,230250,225279,347158,817359,451051,1543036,551382,353738
1,5,4,3,5,3,4,3,3,5,3,3,3,3,3,4,3,4,4,7,3,3,3,4,5,3,5,3,3,3,5,3,3,3,4,3,4,4,3,4,5,4,4,3,3,3,4,3,4,4,3,3,4,5,3,3,3,3,3,3,4
2,4,4,4,5,5,5,4,4,5,3,4,3,3,4,4,3,4,4,7,3,3,3,4,5,5,5,3,6,3,4,4,3,5,4,4,4,4,4,4,5,4,4,6,4,4,5,3,4,4,4,3,4,5,5,3,4,3,3,4,4
3,4,4,4,5,5,5,4,4,5,4,4,4,3,4,4,4,4,4,5,4,3,5,4,5,5,5,4,6,4,4,6,3,5,4,4,5,5,5,5,6,6,4,6,4,4,10,5,4,4,4,3,5,5,4,4,4,6,4,4,6
4,4,5,4,4,7,5,5,4,5,4,4,5,4,4,4,4,4,5,4,6,4,5,4,5,6,5,5,6,8,4,8,3,5,4,4,6,4,4,5,6,6,4,6,5,5,10,5,5,4,4,6,5,5,4,7,5,6,4,5,6
5,4,10,5,5,7,5,5,6,5,4,5,4,4,6,4,4,4,6,5,6,4,8,6,5,5,4,6,6,13,4,12,4,5,4,4,8,6,4,7,6,6,5,6,4,6,9,6,4,4,4,5,5,4,4,7,9,6,4,5,6
6,5,23,6,6,7,5,6,8,5,5,5,4,4,6,7,4,6,6,5,10,6,7,6,6,6,4,7,4,29,4,15,4,5,6,4,8,6,5,7,6,6,6,7,4,6,10,6,5,4,9,5,4,4,4,7,11,6,4,6,6
7,5,23,8,6,7,9,8,8,5,6,6,5,5,9,6,6,6,7,7,11,6,7,10,7,12,4,9,4,29,4,15,6,5,6,6,8,6,6,7,6,6,6,7,7,6,12,5,5,5,9,7,4,6,4,8,11,6,7,6,6
8,5,39,16,6,7,9,8,9,6,7,6,5,5,9,6,7,6,7,7,10,6,9,9,6,12,4,15,4,29,6,15,6,5,6,6,8,6,6,7,7,6,6,7,5,6,17,5,8,5,12,7,6,6,5,11,11,9,11,6,7
9,5,39,16,6,7,11,8,13,6,7,6,7,5,11,7,7,6,7,7,11,11,8,9,7,12,5,23,4,30,6,21,6,6,6,6,9,6,6,7,7,6,6,7,5,6,20,6,9,5,12,7,6,6,5,14,18,12,34,6,7
