generation,score1,score2,score3,score4,score5,score6,score7,score8,score9,score10,score11,score12,score13,score14,score15,score16,score17,score18,score19,score20,score21,score22,score23,score24,score25,score26,score27,score28,score29,score30,score31,score32,score33,score34,score35,score36,score37,score38,score39,score40,score41,score42,score43,score44,score45,score46,score47,score48,score49,score50,score51,score52,score53,score54,score55,score56,score57,score58,score59,score60
13,18,20,69,7,16,17,33,21,20,6,67,66,8,70,55,7,22,11,21,7,29,23,12,14,24,6,13,14,7,39,11,26,39,23,8,29,8,26,6,20,14,7,17,18,12,8,7,42,18,13,18,32,31,21,8,9,37,24,12,45
14,18,25,69,7,20,17,33,27,18,7,67,66,8,73,52,7,22,11,23,7,45,23,12,23,35,6,13,20,7,39,14,26,48,23,10,31,8,26,6,21,14,7,17,21,16,10,7,41,20,13,28,32,31,23,8,9,46,24,18,45
15,18,25,77,7,20,19,33,23,28,10,67,58,8,76,58,7,22,11,23,7,45,25,14,23,36,7,13,18,7,39,18,26,49,23,8,29,8,29,6,21,14,7,17,20,17,9,7,45,20,17,26,34,29,24,8,9,57,22,20,45
16,20,25,81,10,19,19,36,41,28,19,75,65,10,76,59,7,26,14,24,7,45,25,24,39,41,8,13,27,7,39,18,26,45,23,8,30,8,32,6,21,14,7,18,18,19,10,7,52,19,17,34,44,30,27,9,9,61,22,20,52
17,24,25,96,10,23,24,36,41,28,16,75,65,12,80,76,7,27,14,24,7,45,31,24,39,41,8,13,28,7,39,18,32,45,36,8,33,12,34,6,22,14,7,19,29,19,10,7,57,25,18,34,48,38,33,9,9,74,26,21,52
18,27,25,96,10,23,24,38,41,28,18,79,65,12,83,74,7,27,18,30,7,59,29,24,39,38,12,16,28,7,41,18,32,45,43,8,33,12,38,6,28,14,7,19,22,21,11,7,57,32,18,34,48,41,32,9,14,74,26,21,53
19,25,31,105,10,27,24,38,41,31,27,79,65,18,83,74,7,27,18,30,7,67,29,24,39,47,18,16,28,7,47,18,39,45,43,11,39,13,38,6,26,14,7,19,24,22,12,7,57,32,18,34,52,41,39,16,16,74,26,24,68
20,32,31,105,10,25,24,45,41,31,24,77,62,19,89,75,8,27,18,30,7,75,43,27,47,49,23,14,28,7,47,18,50,45,43,14,37,18,41,6,40,14,7,19,24,25,16,7,56,32,18,34,59,43,39,19,16,74,26,22,68
21,33,33,107,19,29,26,42,46,31,29,77,83,19,91,75,11,27,18,30,7,75,43,27,61,51,23,19,29,7,47,18,59,43,45,14,37,21,41,6,43,14,9,20,24,25,18,7,56,32,18,34,59,42,39,29,23,80,26,25,68
22,33,33,112,21,32,26,50,46,34,29,87,83,23,91,82,16,27,18,32,7,62,43,27,61,72,23,19,29,7,49,18,59,43,45,14,47,28,44,6,49,14,8,20,23,28,18,7,67,32,18,34,67,42,39,29,23,80,26,25,68
23,37,33,112,28,32,26,49,55,34,30,81,83,26,93,82,21,27,20,37,7,62,47,27,61,72,24,19,39,7,57,22,78,43,45,18,47,30,44,6,74,14,8,23,34,28,23,7,67,32,18,34,67,42,39,29,23,80,26,25,68
24,37,34,112,28,37,26,52,55,34,29,94,73,31,93,76,21,33,20,37,7,62,45,35,66,72,24,24,39,7,57,22,78,43,45,21,49,35,49,6,74,14,8,29,34,28,25,7,67,32,24,34,67,45,49,33,23,80,26,25,63
25,42,34,112,28,50,28,52,55,34,30,94,73,31,93,76,21,29,20,37,7,62,45,39,66,72,22,25,39,7,57,25,78,62,52,21,49,46,49,6,80,14,8,29,34,28,25,7,67,32,24,40,70,59,53,33,23,80,26,27,63
26,39,34,120,43,50,28,52,55,41,33,94,73,32,93,76,28,33,20,37,7,62,53,43,73,72,26,28,39,7,57,25,78,51,52,21,49,50,49,6,80,16,8,30,39,28,29,7,76,32,24,40,70,59,53,33,26,80,26,30,76
27,43,34,132,53,55,28,89,55,41,53,94,77,32,93,76,28,33,20,37,7,74,58,51,74,72,26,31,50,7,57,25,78,70,52,21,49,50,49,6,93,16,8,30,39,27,29,7,76,32,24,44,80,59,53,31,26,83,28,30,76
28,64,34,132,53,55,28,89,55,41,53,94,82,32,91,76,28,33,23,37,7,74,58,49,74,72,36,31,50,9,57,25,78,70,52,21,49,73,49,6,97,15,8,30,39,26,29,7,80,32,24,44,80,59,53,31,26,83,28,30,76
29,64,34,132,53,62,28,89,52,47,53,105,82,32,90,76,28,33,23,37,8,74,59,49,74,70,36,31,50,10,57,25,78,70,67,21,48,73,47,6,97,15,9,30,39,33,29,7,80,32,24,44,80,62,53,31,30,84,28,30,76
30,64,34,132,53,62,28,89,52,47,53,105,82,32,90,90,28,33,23,37,8,74,62,49,74,70,36,41,50,15,57,25,78,70,83,19,48,70,48,6,97,17,9,32,59,36,29,7,80,32,24,44,78,62,53,38,30,81,44,42,76
31,73,36,132,55,62,25,89,52,47,49,105,92,47,90,90,28,36,23,44,8,74,58,50,78,70,36,41,56,18,57,25,78,72,79,19,48,70,48,7,97,19,9,34,59,39,29,7,80,32,24,44,87,62,53,54,30,85,44,42,76
32,74,36,132,55,72,25,89,52,47,53,105,92,54,98,90,28,36,23,44,8,76,67,55,78,73,36,41,56,27,61,25,78,68,79,19,48,70,48,7,112,25,9,39,59,43,32,7,80,32,24,44,87,62,53,54,30,88,44,42,76
33,75,36,132,55,72,25,89,57,47,53,105,92,54,99,90,28,36,28,44,8,76,81,55,85,73,34,42,56,24,63,25,78,72,81,19,61,70,57,7,112,25,9,39,59,43,32,7,80,32,24,44,87,66,57,64,30,88,44,42,76
34,75,45,132,55,71,27,89,57,59,55,105,92,54,99,88,28,41,28,44,8,76,85,55,85,77,38,42,56,25,63,23,78,68,78,19,61,70,57,9,112,25,9,39,59,40,32,7,89,33,21,47,87,69,64,64,30,88,44,42,76
35,75,45,140,55,82,31,89,65,63,62,105,92,58,99,88,26,41,28,44,8,76,85,55,85,77,39,42,56,37,76,26,78,80,78,19,56,70,57,9,112,35,9,38,59,40,32,7,89,40,25,54,87,69,62,64,30,88,44,42,76
36,75,47,140,55,87,31,89,65,61,62,105,92,62,99,92,26,41,28,44,8,88,85,55,85,77,45,55,56,37,76,26,78,80,78,19,55,70,57,9,112,35,9,38,59,50,37,7,85,40,25,54,87,69,62,64,30,88,44,49,76
37,75,47,140,55,87,31,89,69,61,62,125,92,62,99,92,26,41,28,44,8,79,85,66,85,77,45,55,56,37,76,26,78,80,89,19,59,70,62,9,112,35,9,45,59,50,37,7,85,40,25,47,87,69,68,78,30,88,44,49,77
38,75,56,147,55,94,31,89,76,61,72,125,92,73,99,92,26,41,28,44,8,79,85,66,84,77,45,55,56,48,76,26,78,86,90,19,67,70,62,9,112,35,9,41,59,60,37,7,87,40,25,50,87,69,68,78,30,91,44,49,77
39,82,56,147,55,89,31,89,76,69,76,125,92,73,99,92,26,43,28,51,8,79,85,66,81,77,45,55,71,60,77,26,78,85,90,19,76,75,62,9,112,35,9,46,59,64,40,7,87,40,25,50,87,69,70,75,30,95,54,53,77
40,82,56,147,55,90,30,89,76,69,80,125,92,76,99,93,26,43,28,51,8,76,93,66,81,77,45,55,71,60,77,26,78,85,90,19,76,75,62,9,112,35,11,51,54,66,46,7,87,40,25,50,87,69,75,75,31,95,54,53,77
41,83,61,147,55,103,35,89,75,74,81,125,92,76,99,93,27,43,28,51,8,76,93,66,92,86,41,55,71,70,77,26,78,85,90,19,76,90,62,9,112,35,13,51,54,66,46,7,87,40,25,81,92,69,77,81,31,95,53,53,89
42,84,61,147,55,103,35,89,75,74,81,131,92,76,99,93,27,43,28,51,8,89,102,66,92,86,50,58,71,78,81,38,78,85,90,19,73,90,62,9,112,35,20,51,58,66,46,7,87,48,25,81,92,69,77,86,31,105,53,58,89
43,84,61,147,72,105,39,89,76,74,84,131,92,75,99,93,27,43,28,51,8,89,102,72,95,80,50,58,71,78,81,41,78,85,90,19,73,98,68,9,112,35,28,49,58,72,46,7,87,48,25,81,92,69,77,86,36,105,53,58,89
44,84,61,147,72,105,38,89,76,74,84,149,92,75,99,93,27,51,32,53,8,89,102,72,95,80,50,50,71,80,81,44,83,87,90,25,75,98,71,9,112,35,30,45,55,72,46,7,87,48,25,81,92,69,77,86,36,105,53,58,89
45,84,81,147,72,105,38,89,78,74,84,149,92,75,99,91,27,51,34,53,8,97,102,68,95,80,50,70,80,87,86,44,88,90,90,25,75,98,71,9,112,35,27,52,55,69,47,7,87,56,25,81,92,71,77,86,36,105,53,57,89
46,83,81,147,72,112,38,89,78,74,84,149,92,75,99,97,27,58,34,53,8,97,102,68,95,80,50,75,80,87,86,44,89,90,96,25,75,98,71,9,112,35,39,72,58,69,51,7,87,56,25,81,92,71,77,86,36,105,58,60,89
47,83,81,147,72,112,40,89,78,74,90,149,92,78,99,97,27,61,39,53,8,97,97,69,95,90,66,75,80,90,86,41,89,90,96,25,75,98,71,9,118,35,39,72,58,69,51,7,90,56,25,73,91,71,77,86,36,105,58,68,89
48,83,81,148,72,112,40,89,78,74,90,149,92,82,99,97,28,61,39,51,8,97,97,69,95,90,64,75,80,87,85,41,94,90,96,25,73,104,71,9,118,35,39,72,58,69,51,7,98,56,43,73,91,71,77,86,54,105,62,68,89
49,91,81,148,72,112,40,89,78,74,90,149,92,89,99,97,28,59,39,51,8,97,101,75,95,90,64,75,80,92,83,41,94,99,96,25,80,104,71,9,116,35,36,67,58,69,51,7,98,71,47,73,91,71,76,86,54,105,74,68,89
50,88,77,148,72,112,43,89,78,74,94,149,92,89,99,97,28,59,50,51,8,97,101,75,95,90,66,75,80,92,92,41,105,99,96,30,80,103,71,9,116,35,48,67,69,69,51,8,98,71,46,73,91,78,76,86,54,105,83,68,89
