L0,L1,Graph
-0.3621676,0.9950384,6
-0.6618304,-0.12313542,6
-0.4697533,0.99129766,6
0.7342886,0.8941476,7
0.3234985,-0.13784212,7
0.8189267,0.64596826,9
-0.21891451,-0.051433496,9
0.43325296,-0.20545773,11
-0.701661,-0.44623405,11
-0.96938074,0.5424305,18
0.12967932,-1.0,25
-0.003535062,0.05377558,28
-0.54052895,-0.95164096,28
-0.91876745,0.5937396,37
1.0,-0.112364136,49
0.6377074,1.0,49
-0.30247545,0.7610169,49
1.0,-0.30885237,64
0.24148642,-0.11297896,64
0.6162882,0.11717081,64
-0.8706888,0.64343554,64
0.39600927,1.0,64
-1.0,-0.10827008,64
-0.100931495,0.90625024,64
-0.31404936,0.36126894,64
-0.50259626,0.56890106,64
-0.23665158,-0.11574915,75
-0.8361645,0.36809242,75
-0.0065608025,0.106051624,75
0.13639405,-0.5119607,75
0.26840824,0.016589753,75
0.2089782,0.6134527,75
0.067724556,0.8575023,75
-1.0,-0.3450304,75
0.4807088,1.0,85
0.49164638,0.2652091,85
-1.0,0.45951194,85
-0.006259205,0.36363494,85
-0.7645164,-0.52278054,82
0.82695895,-1.0,84
0.010397613,0.83325094,84
0.55750877,0.4982448,84
-0.19645396,-1.0,84
-0.76822436,1.0,84
-1.0,0.10716593,84
0.10024697,-0.7986912,84
-0.4745381,-1.0,85
-0.42837447,0.4480666,87
-0.43528998,0.8660245,86
0.09928006,-0.2923367,86
-1.0,-0.97620267,
-0.62942654,0.4629154,
-0.8535817,0.5893065,
0.17353612,0.4046499,
-1.0,0.75650376,
-0.10562382,-0.69895554,
-0.00617937,1.0,
0.76415926,0.67604345,
-0.9990114,0.5018123,
0.32220817,0.6963463,
-0.015854537,-0.44882867,
-0.22497958,0.028203182,
0.020897254,0.6032964,
-0.77268255,0.24427676,
-1.0,-0.26674542,
-0.6593512,1.0,
0.41493055,-0.5692707,
-0.41410112,-0.79981154,
0.8777262,-1.0,
1.0,-0.5711986,
1.0,0.5823742,
-0.86339533,-0.10662476,
1.0,0.78604,
0.9787748,0.023669899,
0.9126008,-0.25382563,
-0.36273754,-0.12872732,
0.33467406,0.5106936,
0.22826187,-0.6528308,
-0.58056176,0.9265319,
1.0,0.39246747,
0.6334089,1.0,
-0.8034798,-0.52945757,
0.3481685,-0.86312133,
0.8516351,-0.712229,
0.46861085,0.6587807,
-0.55381966,0.02804777,
0.5942353,-0.1604203,
-1.0,-1.0,
1.0,0.009549722,
-0.46683866,-1.0,
-0.48133075,-0.35176593,
-1.0,1.0,
-0.9798125,0.9947848,
-0.5338639,0.5938481,
0.7920319,0.06060833,
0.2424199,0.46931648,
0.7643227,0.8276613,
-0.8279538,-0.4880203,
0.4099704,0.41137177,
-0.5058096,0.44690046,
1.0,,
0.22362423,,
-0.14675431,,
-0.20981999,,
0.81212425,,
0.19727352,,
0.4672555,,
-0.17213082,,
-0.068952486,,
-0.7993461,,
0.36904502,,
0.049829356,,
-0.30335957,,
0.8436856,,
-0.5873479,,
0.5659838,,
0.32110202,,
-0.5887723,,
0.5397445,,
-0.018468171,,
-0.652699,,
-0.82310766,,
-0.004823506,,
0.33117762,,
0.2677214,,
-0.46890447,,
0.3312887,,
0.81738657,,
-0.88379997,,
0.4739455,,
1.0,,
0.41587877,,
-0.55367017,,
0.9131107,,
0.078622416,,
-0.24515982,,
0.19207488,,
1.0,,
0.17701402,,
-0.327258,,
0.2838662,,
0.6360721,,
0.031984985,,
1.0,,
0.70483595,,
0.7109674,,
0.1845375,,
0.98505795,,
-0.32616612,,
-0.15972804,,
-0.018807173,,
-0.017278783,,
-0.39687502,,
-0.34031358,,
-0.4187303,,
0.70165694,,
0.7164519,,
0.23173168,,
0.8999288,,
-0.47222155,,
0.021527484,,
0.7466515,,
-0.33825022,,
0.741603,,
0.57881284,,
0.34608537,,
0.057944342,,
0.4755562,,
-0.46170986,,
-0.77211815,,
-0.4253902,,
-0.79330254,,
-0.7876837,,
0.28341696,,
0.97585994,,
0.8311007,,
0.34238282,,
0.40001893,,
1.0,,
0.63903844,,
0.487619,,
-0.79236627,,
0.38695017,,
-0.16256312,,
0.011664867,,
-0.5352557,,
0.56242764,,
0.24122293,,
-0.29479194,,
0.9056461,,
-0.82764316,,
-0.65166795,,
-0.021235682,,
-0.27329996,,
-0.7274686,,
-0.74440664,,
1.0,,
0.3000102,,
-0.2796169,,
-1.0,,
0.43909317,,
-1.0,,
-0.21242593,,
1.0,,
0.29922792,,
0.4033234,,
-0.36911845,,
0.65456796,,
0.15113649,,
-1.0,,
0.7211001,,
0.91026396,,
0.648422,,
1.0,,
-0.012632698,,
-0.48335728,,
-0.491565,,
0.5911317,,
-1.0,,
0.8229903,,
-0.0374064,,
1.0,,
-0.27698708,,
-0.3343918,,
0.1341915,,
-1.0,,
-0.25155637,,
-0.8014472,,
0.16625112,,
-0.43394202,,
0.52631295,,
0.45648623,,
-0.7557155,,
1.0,,
-0.58425134,,
0.79292935,,
0.10955535,,
0.118785985,,
-0.7517855,,
0.09670222,,
-0.4942847,,
-0.03228406,,
0.24602668,,
0.7762014,,
0.2521267,,
1.0,,
-0.37963864,,
-1.0,,
-0.7557557,,
0.37734845,,
0.16331649,,
0.7058933,,
0.19598222,,
-0.36481303,,
0.06382664,,
-0.57725775,,
-0.9761532,,
-0.7804703,,
-1.0,,
-0.31267774,,
1.0,,
-0.79926467,,
-1.0,,
-1.0,,
-0.66031754,,
0.27382773,,
-0.30618232,,
0.31129134,,
-0.47412264,,
0.44804624,,
-0.62135047,,
0.86209965,,
-0.07579173,,
-0.7370904,,
-0.6204858,,
-0.9559376,,
-1.0,,
0.6078463,,
0.37150335,,
-0.93890715,,
-0.37194556,,
1.0,,
-0.10714531,,
0.16690725,,
0.70973706,,
1.0,,
0.9991318,,
0.070234895,,
0.70000625,,
0.60039765,,
0.65001774,,
-0.7906475,,
-0.3754595,,
0.97728837,,
0.8207542,,
0.721041,,
0.35415298,,
0.34870735,,
-0.07452136,,
0.101891756,,
-0.838915,,
-1.0,,
-0.25291464,,
-1.0,,
-0.44202852,,
-0.32262987,,
-0.23793212,,
-0.41062772,,
0.0030185357,,
0.43843243,,
-0.6325626,,
1.0,,
0.29632336,,
0.4767999,,
-0.39933574,,
0.6990285,,
-0.7599105,,
-0.8229601,,
0.2288575,,
-0.29317015,,
-0.13165483,,
-0.4465277,,
-0.49810728,,
-0.4436379,,
-0.26439467,,
0.3814912,,
1.0,,
0.13396302,,
-0.34469083,,
0.26344734,,
0.5101384,,
0.1867275,,
0.652627,,
-0.27711117,,
-1.0,,
-0.62360585,,
-1.0,,
1.0,,
0.09094061,,
-0.40242037,,
0.8856629,,
0.0643889,,
-0.12608057,,
-1.0,,
-0.052873172,,
-1.0,,
-0.37296087,,
-1.0,,
0.18851364,,
0.059376016,,
-0.3115605,,
-0.43290967,,
0.86744255,,
-0.027263194,,
-1.0,,
-0.56959164,,
1.0,,
-1.0,,
0.18483666,,
-0.47339052,,
0.4321126,,
-1.0,,
-0.30855936,,
0.72700787,,
0.2217327,,
0.9954606,,
-1.0,,
0.8135259,,
-0.20392053,,
-0.8417083,,
-1.0,,
0.7687513,,
-0.77694964,,
0.71250534,,
-0.8314627,,
0.11813578,,
-0.64128685,,
-0.58687,,
0.74835384,,
0.34160477,,
-0.59905994,,
-0.36023203,,
-0.25721046,,
-0.93898094,,
0.5976414,,
1.0,,
-0.8232336,,
-0.19345099,,
-0.30742258,,
1.0,,
0.33960435,,
-0.6010504,,
0.18887132,,
-1.0,,
-0.57141507,,
0.80676997,,
-0.22126247,,
-0.37425014,,
-0.82704306,,
0.94866854,,
-1.0,,
-0.118793964,,
-0.01477832,,
-0.48662066,,
0.23462278,,
0.5726731,,
-0.52068776,,
-0.35807973,,
0.70194817,,
-0.10340272,,
0.089765534,,
0.53972566,,
-0.9299482,,
-0.86791646,,
-0.21983957,,
-0.58001333,,
0.022502229,,
0.059240162,,
0.33949512,,
-0.26420707,,
1.0,,
0.61701757,,
-1.0,,
0.023098588,,
0.072428405,,
-0.60564655,,
0.1511862,,
0.4630977,,
0.6123468,,
0.16575676,,
0.36437666,,
-0.2917999,,
-0.639272,,
1.0,,
1.0,,
0.7350941,,
0.61843085,,
0.71758306,,
-0.5046719,,
-0.89649457,,
1.0,,
-0.660982,,
-0.7977484,,
0.9537126,,
0.9786353,,
0.14866681,,
-0.34754106,,
0.6769319,,
0.14630525,,
0.98414624,,
-1.0,,
0.7970224,,
-0.5367613,,
-0.71209955,,
0.3323802,,
0.53753877,,
-0.8624054,,
-0.7269464,,
-0.29476136,,
-0.641026,,
0.6408868,,
0.9195121,,
-0.7780034,,
-0.33243102,,
0.37343082,,
-0.96703106,,
-0.38237792,,
0.2594238,,
-0.199498,,
-0.6865994,,
-0.59766185,,
0.93815595,,
0.1461399,,
0.4937067,,
-0.16311163,,
0.8011655,,
-0.9844125,,
0.76215565,,
0.302782,,
0.5793987,,
0.57500154,,
0.5309884,,
-0.89387417,,
-0.020847619,,
0.18029054,,
-0.47082055,,
-0.4907028,,
-0.1166925,,
0.048583284,,
-0.11104223,,
-0.44850692,,
-0.34231278,,
-0.5178583,,
0.3647811,,
0.4384526,,
0.45673215,,
-0.38725543,,
-0.67797136,,
-0.45324665,,
0.25949025,,
0.7065972,,
-0.094010964,,
1.0,,
0.7285242,,
0.42282858,,
0.09278041,,
0.5830754,,
1.0,,
-0.2265728,,
0.850827,,
0.39849257,,
-0.7668418,,
-0.64910513,,
-0.071920745,,
0.40404433,,
-0.8044398,,
0.20566519,,
-0.019558817,,
-0.6230222,,
0.23585421,,
0.18178052,,
-0.35232627,,
-0.7587162,,
-0.66094947,,
-1.0,,
-0.86652416,,
-0.16182628,,
0.342396,,
0.12154338,,
-1.0,,
0.5336889,,
-0.1860691,,
0.01685679,,
-0.28671372,,
-0.18429667,,
-0.3572767,,
0.026657939,,
0.37249273,,
0.62415373,,
-0.457091,,
-0.5137355,,
-0.94127405,,
0.3482781,,
-0.37700093,,
0.023021989,,
-0.90072846,,
-0.28392535,,
-0.5850371,,
0.8403922,,
0.9990189,,
1.0,,
-0.21452703,,
0.35130668,,
0.67955154,,
0.07254509,,
0.5692199,,
-0.8698154,,
-0.65154815,,
0.23505783,,
-0.5544139,,
-0.39353666,,
-0.18848488,,
0.6342551,,
0.53487605,,
1.0,,
0.7309783,,
0.3402533,,
-0.5668909,,
0.31704086,,
0.58864886,,
-0.10550799,,
-1.0,,
0.5835036,,
0.79973173,,
0.2742719,,
-0.0042420924,,
-0.8885719,,
0.52814925,,
-0.75304073,,
-0.55830896,,
0.8916883,,
-0.40665007,,
-0.43746936,,
-0.29118606,,
-0.40904707,,
-0.15808487,,
1.0,,
0.76659846,,
-0.2861185,,
-0.21597615,,
-0.6708512,,
-0.7985372,,
0.0274221,,
-0.30346006,,
0.7677704,,
-0.5172906,,
-0.11549911,,
0.61361027,,
1.0,,
0.13702567,,
