generation,score1,score2,score3,score4,score5,score6,score7,score8,score9,score10,score11,score12,score13,score14,score15,score16,score17,score18,score19,score20,score21,score22,score23,score24,score25,score26,score27,score28,score29,score30,score31,score32,score33,score34,score35,score36,score37,score38,score39,score40,score41,score42,score43,score44,score45,score46,score47,score48,score49,score50,score51,score52,score53,score54,score55,score56,score57,score58,score59,score60
0,38151,35046,107118,38946,122540,97638,48410,239393,182916,35287,33723,96366,41687,104901,190713,57344,52683,110282,173432,364724,210557,45613,180315,213640,181140,51423,31614,121275,48247,38547,54170,144522,173860,87336,219975,90863,170916,80671,267843,62620,270287,35780,278273,87344,85794,325640,36424,204704,238317,50612,40750,308708,59302,69375,185744,100555,253910,258789,35734,31731
1,3,5,3,3,3,3,3,3,5,3,3,3,4,3,5,3,4,3,3,4,4,3,3,6,4,4,3,3,5,3,3,3,3,3,4,3,3,3,3,3,4,3,3,3,4,3,3,3,3,4,3,3,4,3,3,4,3,3,3,3
2,3,5,4,3,4,3,3,4,4,3,4,3,5,3,5,3,3,3,3,5,3,3,3,4,5,5,3,3,5,3,5,3,3,4,4,4,4,3,4,3,4,3,3,3,4,3,4,3,4,4,3,4,3,4,3,3,3,4,3,3
3,4,5,4,3,5,3,3,5,6,3,4,5,5,4,5,4,3,3,4,5,4,5,3,5,5,5,3,4,4,3,5,4,4,4,3,4,5,3,5,3,5,4,5,3,4,4,4,4,4,4,5,13,3,5,4,6,4,9,4,4
4,4,4,5,6,6,3,3,5,8,4,4,5,5,6,6,4,3,4,4,6,4,5,4,5,5,5,4,4,7,3,6,4,4,5,4,4,5,4,5,4,5,4,7,4,5,4,4,5,5,5,4,25,5,6,4,6,7,21,4,4
5,4,4,5,6,6,4,4,8,8,4,4,7,5,5,9,4,4,7,5,12,4,5,4,5,7,5,4,4,7,3,6,4,4,5,6,4,6,4,8,4,11,4,23,4,5,4,6,5,5,5,4,25,5,6,5,9,5,22,4,6
6,4,4,5,6,7,5,4,8,8,5,4,7,5,5,9,4,4,7,5,17,6,6,5,5,7,5,4,6,7,4,6,4,7,6,8,4,6,7,7,4,11,4,23,4,5,4,6,10,5,7,4,25,5,6,5,15,5,22,4,6
7,4,4,5,6,7,5,4,7,9,5,4,7,5,6,9,4,4,7,5,17,6,6,5,5,7,4,4,6,7,4,6,4,7,6,15,5,7,7,8,4,11,4,23,4,5,5,6,10,5,7,4,20,5,6,5,15,5,22,4,6
8,4,4,5,6,7,5,4,7,17,5,4,7,5,6,9,4,4,7,5,25,9,6,5,5,7,4,4,6,7,4,6,4,7,6,19,5,7,7,8,4,11,4,23,4,5,5,6,10,5,7,4,20,7,6,5,16,5,22,5,6
9,4,4,5,6,7,5,4,7,17,5,4,9,5,6,10,4,4,8,5,25,11,6,6,6,7,4,4,6,7,4,6,9,11,6,19,5,7,7,8,4,11,4,22,5,5,7,8,10,7,7,4,20,7,6,5,15,7,22,5,6
10,4,4,5,5,7,5,4,8,17,5,4,9,5,6,11,4,5,8,5,25,11,6,6,6,7,6,4,7,7,4,6,9,11,6,19,5,12,7,8,4,11,4,22,5,5,7,8,10,7,7,5,29,7,6,6,15,7,22,5,6
11,4,4,5,5,7,5,4,9,17,5,5,9,5,6,11,5,5,8,5,25,16,6,14,6,7,6,4,7,7,5,6,9,19,8,19,5,14,10,10,4,11,4,22,5,5,10,8,8,7,6,5,29,8,7,6,17,7,22,5,6
12,4,4,5,5,7,5,5,12,17,5,5,9,5,6,11,5,5,13,5,25,16,6,17,7,10,6,4,7,7,5,6,11,19,9,19,5,19,10,16,4,11,4,22,5,5,20,8,8,7,6,5,33,8,9,9,17,7,22,5,5
13,4,4,5,5,7,5,6,12,17,5,5,9,5,6,11,5,5,16,5,32,16,6,17,7,13,7,4,9,7,5,6,11,19,9,19,6,19,10,16,4,11,4,22,6,5,22,8,10,7,6,5,33,8,9,17,21,7,29,5,5
14,4,4,5,5,7,5,6,12,17,5,5,9,5,7,11,5,5,16,5,32,16,6,17,7,19,7,4,9,7,5,6,11,19,9,20,6,19,8,16,4,11,4,22,6,5,25,8,10,7,6,5,33,8,9,17,21,7,29,5,5
15,4,4,5,5,7,5,6,12,17,5,5,9,5,7,11,5,5,16,6,34,16,6,17,7,19,7,4,9,7,5,6,16,21,9,20,6,19,8,27,4,14,5,22,6,5,27,8,18,7,6,5,33,10,9,18,21,11,34,5,5
16,4,4,5,5,7,5,6,12,17,5,5,10,5,9,16,5,6,16,6,34,16,6,17,7,26,7,4,8,7,5,6,18,21,9,20,8,19,11,27,5,20,5,22,6,5,37,8,20,7,6,5,33,12,9,22,21,17,34,5,5
17,4,4,7,5,7,5,6,12,17,5,5,10,5,9,16,5,6,16,6,34,16,7,17,7,26,7,4,10,6,5,6,18,21,9,22,8,19,11,27,5,20,5,22,6,5,37,8,20,7,6,5,33,12,9,22,21,23,34,5,5
18,4,4,7,5,7,5,6,12,17,5,5,10,5,10,17,7,6,21,7,34,26,7,16,7,26,7,4,10,6,5,6,18,21,9,22,8,19,11,27,5,20,5,29,6,7,37,8,23,7,7,5,34,12,9,22,21,20,34,5,5
19,4,4,7,5,7,5,6,12,17,5,5,11,5,10,17,7,6,21,7,47,26,7,20,7,26,7,4,12,6,5,7,18,21,9,22,9,19,13,27,5,20,5,29,6,7,37,8,23,7,7,5,34,12,9,22,21,35,34,5,5
20,4,4,7,5,7,5,6,12,21,5,5,11,5,13,18,7,6,21,7,47,26,7,18,7,26,7,4,12,6,5,7,18,21,11,21,9,19,12,27,5,20,5,29,6,7,37,8,23,25,9,5,41,12,9,22,21,36,34,5,5
21,4,4,6,5,7,5,6,12,21,5,5,11,5,13,19,7,6,21,7,50,26,7,18,7,26,8,4,17,6,5,7,18,21,11,26,12,19,12,32,5,20,5,29,6,7,37,8,23,30,9,5,46,12,9,22,21,37,34,5,5
22,4,4,6,5,7,6,6,15,25,5,5,11,5,13,21,7,6,21,7,50,26,7,26,7,26,8,4,17,6,5,7,18,21,11,31,12,19,12,32,5,16,5,29,6,7,43,8,23,37,9,6,46,12,9,31,21,37,34,5,5
23,4,5,11,5,7,6,6,20,29,5,5,13,5,13,21,9,6,21,7,60,26,7,30,7,26,8,4,17,7,5,7,18,21,11,31,12,24,12,32,5,16,5,29,6,7,43,8,25,37,9,6,54,12,9,31,21,37,34,5,5
24,4,5,14,5,7,6,6,20,29,5,5,13,5,13,21,9,6,21,7,63,26,7,30,7,26,8,4,17,7,5,7,21,25,11,28,12,24,18,32,5,20,5,29,6,7,43,8,25,37,9,6,61,12,9,31,21,37,39,6,5
25,4,5,18,5,8,6,6,20,29,5,5,13,5,13,21,9,6,21,7,63,26,7,30,9,26,8,4,17,7,5,7,21,25,11,28,12,23,18,32,5,24,5,31,6,7,48,8,30,37,9,6,61,12,9,31,21,37,39,6,5
26,4,5,18,5,10,18,6,20,28,5,5,13,5,13,21,10,6,21,7,63,26,7,38,11,26,8,4,28,7,5,7,21,25,11,28,12,23,18,38,5,24,5,34,6,7,46,8,30,37,9,6,61,12,9,31,21,37,38,6,5
27,4,5,18,5,11,18,6,21,28,5,5,13,6,13,21,10,6,21,7,63,26,7,38,18,26,8,4,28,7,5,7,23,25,11,28,12,23,18,38,5,28,5,41,6,7,46,8,30,37,9,6,61,12,9,35,21,54,38,6,5
28,4,5,18,5,11,18,6,33,28,5,5,13,6,13,29,10,6,21,9,65,26,7,38,18,31,8,4,28,7,5,7,23,25,11,33,12,23,18,38,5,29,5,41,7,7,46,8,32,37,9,6,61,12,9,36,21,54,39,6,5
29,4,5,18,5,14,18,6,33,28,5,5,13,6,13,29,10,6,21,16,65,26,7,38,35,31,8,4,28,7,5,7,23,25,12,33,12,26,20,38,5,46,5,41,13,7,46,8,32,37,9,6,61,12,11,44,21,54,39,6,5
30,4,5,18,5,23,21,6,36,28,5,5,13,6,13,29,10,6,21,20,65,26,7,38,35,31,8,4,28,7,5,7,23,25,12,33,12,26,20,41,5,46,5,41,14,9,42,8,32,37,9,6,78,12,11,44,21,54,39,6,5
31,4,5,18,5,23,24,7,41,29,5,5,16,6,16,29,10,6,21,23,65,26,7,38,35,31,8,4,28,7,5,7,23,25,12,33,12,26,16,44,5,46,5,41,14,10,42,8,37,51,9,6,82,12,12,44,21,63,39,6,5
