generation,score1,score2,score3,score4,score5,score6,score7,score8,score9,score10,score11,score12,score13,score14,score15,score16,score17,score18,score19,score20,score21,score22,score23,score24,score25,score26,score27,score28,score29,score30,score31,score32,score33,score34,score35,score36,score37,score38,score39,score40,score41,score42,score43,score44,score45,score46,score47,score48,score49,score50,score51,score52,score53,score54,score55,score56,score57,score58,score59,score60
0,146822,52884,65680,173359,63113,133718,343522,69737,63019,173937,346067,211628,230908,64491,46739,56549,199238,57252,172081,66118,67888,50996,277842,109264,307671,146437,64264,55104,60434,83410,61659,94401,55138,60398,55062,59237,96633,56962,191879,57391,151888,145716,288724,164814,64001,58660,110478,168605,108767,110553,58550,58453,65778,99594,168677,56461,80946,95106,59664,211899
1,3,3,3,5,3,3,7,3,4,3,3,3,3,3,4,3,4,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,4,3,4,3,3,3,3,4,4,5,3,3,3,4,3,3,4,3,3,3,3,3
2,3,4,3,4,3,3,7,3,4,3,3,3,3,5,4,3,4,3,4,4,3,4,5,3,3,4,3,3,3,5,4,3,4,3,3,3,5,3,4,3,4,3,3,4,4,4,4,5,5,3,3,3,3,3,4,5,3,3,3,4
3,4,4,3,4,3,3,11,4,4,5,4,4,3,5,4,3,5,4,9,4,3,4,5,3,4,4,3,4,3,4,4,5,4,3,3,3,5,3,4,3,4,4,5,4,4,4,4,6,5,3,4,6,4,4,5,5,5,3,3,4
4,4,4,3,4,4,3,13,4,5,5,6,4,4,6,4,3,5,4,9,4,4,4,5,3,4,4,3,4,4,4,5,5,4,5,5,4,4,3,4,5,4,4,5,4,4,4,4,6,4,4,4,6,4,4,7,5,4,3,3,4
5,6,4,3,4,4,6,13,5,5,5,9,4,4,6,4,3,5,4,9,4,4,4,5,4,4,6,3,4,4,4,5,7,4,5,5,4,7,4,4,4,5,5,12,6,4,4,6,6,4,4,4,6,4,5,7,4,4,3,4,5
6,6,4,4,7,4,5,15,5,5,6,10,4,4,5,4,4,5,4,9,4,4,5,5,4,5,6,4,4,4,4,5,7,4,5,5,4,7,4,4,4,5,5,12,5,4,4,8,7,4,4,4,4,4,5,7,4,5,5,5,5
7,6,4,4,7,4,5,20,5,5,6,11,5,4,5,4,4,5,4,9,4,4,5,5,4,5,5,6,4,4,7,5,7,4,5,4,4,7,4,5,5,5,5,21,6,4,4,8,9,4,5,5,4,4,5,7,4,6,5,5,5
8,5,4,5,7,4,5,20,5,5,7,14,5,5,5,4,4,5,4,9,4,4,5,5,4,6,5,6,5,4,7,5,8,4,5,4,4,7,4,5,5,5,5,23,5,5,4,8,9,4,5,5,4,5,5,7,4,6,5,5,5
9,5,4,6,7,4,6,20,5,5,10,14,5,5,5,4,4,5,4,9,5,5,5,5,4,6,5,6,5,4,7,5,11,4,5,4,4,7,4,5,5,6,5,23,5,5,4,8,10,4,5,5,4,5,5,9,4,6,5,5,5
