generation,score1,score2,score3,score4,score5,score6,score7,score8,score9,score10,score11,score12,score13,score14,score15,score16,score17,score18,score19,score20,score21,score22,score23,score24,score25,score26,score27,score28,score29,score30,score31,score32,score33,score34,score35,score36,score37,score38,score39,score40,score41,score42,score43,score44,score45,score46,score47,score48,score49,score50,score51,score52,score53,score54,score55,score56,score57,score58,score59,score60
0,342112,126061,76685,73986,116447,43829,183415,53947,174077,50320,49281,118918,45381,100602,62267,106828,182962,72240,114348,84164,50164,45783,155238,181647,167798,47621,52302,49228,128323,54427,231467,280037,67005,96655,53510,57287,52872,51088,488445,298272,212077,71037,111897,312781,104053,161164,144258,107905,512649,96427,295582,51400,46567,134872,121303,115515,50452,427243,62167,57314
1,3,3,3,4,3,4,3,3,3,6,3,4,4,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,4,3,3,3,4,4,4,6,5,3,3,4,4
2,3,3,3,3,3,4,3,5,3,6,4,4,4,4,4,3,6,3,3,3,3,4,3,3,4,3,3,3,4,4,5,6,5,3,4,5,4,5,3,4,4,3,3,4,4,5,3,4,5,3,3,4,4,4,4,5,3,4,4,5
3,4,4,3,3,5,4,5,6,6,4,4,4,4,4,4,7,4,4,4,4,3,4,3,4,4,4,3,4,4,5,8,4,5,5,4,4,4,4,6,4,4,4,3,5,4,4,4,4,5,3,5,5,4,4,4,5,4,7,4,5
4,5,4,6,4,5,4,4,6,5,5,4,5,4,5,4,4,4,4,5,4,4,4,4,4,5,4,4,4,4,5,10,4,4,5,4,5,4,4,5,4,4,4,3,7,4,7,4,4,5,3,5,5,4,5,6,5,4,6,4,5
5,6,4,5,4,5,4,4,6,6,5,4,5,4,5,5,4,4,4,5,6,5,4,4,4,5,4,4,4,5,5,10,6,4,5,5,5,4,4,5,6,5,4,3,8,4,7,4,5,5,4,5,5,4,5,6,5,4,6,5,5
6,7,4,5,4,5,6,5,6,8,5,4,5,4,5,5,4,4,4,5,6,5,4,4,5,5,4,4,4,5,5,12,6,4,5,5,5,4,4,6,12,5,4,4,8,4,5,4,5,5,4,5,5,4,5,6,5,5,14,5,5
7,8,6,8,4,5,6,5,6,8,5,4,5,4,5,5,4,5,4,5,5,5,4,4,5,5,4,5,4,5,5,12,6,4,5,5,5,4,4,6,12,6,5,4,8,4,6,4,5,6,4,6,5,4,5,6,4,5,14,5,5
8,16,6,12,5,5,6,5,6,9,5,5,5,5,5,5,5,6,6,5,5,5,5,4,5,7,4,5,4,5,5,13,6,5,5,5,5,4,4,6,12,6,5,4,10,4,6,6,5,7,4,8,5,4,5,6,4,5,19,5,5
9,15,6,12,5,5,6,5,6,9,5,5,5,5,5,5,5,6,6,5,7,5,5,5,5,7,4,5,4,7,5,14,6,5,5,5,5,4,4,7,13,6,5,4,10,4,14,7,7,12,6,8,5,4,7,6,4,5,19,5,5
