generation,score1,score2,score3,score4,score5,score6,score7,score8,score9,score10,score11,score12,score13,score14,score15,score16,score17,score18,score19,score20,score21,score22,score23,score24,score25,score26,score27,score28,score29,score30,score31,score32,score33,score34,score35,score36,score37,score38,score39,score40,score41,score42,score43,score44,score45,score46,score47,score48,score49,score50,score51,score52,score53,score54,score55,score56,score57,score58,score59,score60
0,138278,168071,108674,56218,124981,51440,351447,162857,45904,268700,56079,171518,206882,52851,311244,101258,47647,370287,595406,117214,58356,53256,72134,62405,123779,66278,73668,157734,197062,88874,143775,56226,185177,69747,57491,67666,270405,58855,52113,59231,154138,159437,225493,86025,67041,123757,62952,120679,62804,57068,109437,58109,57193,206840,140660,176870,90900,207548,171133,90067
1,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,5,3,4,3,3,3,3,3,3,5,5,3,3,3,3
2,3,4,4,4,4,4,4,3,3,5,3,5,4,3,3,5,4,4,3,3,3,3,3,5,3,3,4,5,4,4,4,3,6,6,3,4,3,3,4,3,3,3,3,4,4,5,3,5,4,3,7,5,4,3,5,4,5,3,7,3
3,5,4,4,4,4,4,6,3,3,4,3,6,4,5,4,5,4,4,3,4,5,3,4,4,4,3,4,5,4,4,4,4,7,6,3,4,6,4,4,3,3,4,4,8,4,5,3,5,4,3,4,5,5,5,6,4,4,3,7,5
4,5,4,4,4,4,4,8,5,4,4,4,6,4,4,6,5,5,5,4,4,5,4,4,6,4,3,4,5,5,4,5,4,8,6,3,4,6,5,4,3,4,4,4,8,5,6,4,5,4,4,4,5,4,4,6,4,4,3,9,4
5,4,4,5,4,4,4,9,6,4,5,4,5,6,4,6,4,5,5,7,4,5,4,4,6,4,4,4,5,6,4,7,5,11,6,4,4,4,5,4,3,5,5,6,7,5,6,4,5,4,4,4,5,5,6,9,5,6,3,9,5
6,4,6,5,4,4,4,9,6,4,5,4,7,6,4,9,4,5,6,9,4,5,4,4,6,5,4,5,5,6,4,7,5,11,6,4,4,6,5,4,4,9,6,8,9,5,6,5,6,4,4,4,5,5,6,11,5,6,3,9,7
7,4,7,5,5,4,5,9,5,6,6,4,7,6,4,9,4,5,6,18,5,5,4,5,6,5,4,5,6,6,4,7,5,13,5,4,5,6,5,4,4,10,6,14,9,5,6,5,6,4,4,4,5,5,9,10,5,8,4,15,7
8,5,7,5,5,4,5,12,5,6,6,4,8,6,4,9,4,5,8,19,5,5,4,5,6,5,4,5,6,6,7,7,5,14,5,4,6,9,5,4,4,15,6,15,9,5,6,5,10,5,5,4,5,5,9,12,5,7,5,20,7
9,8,7,5,5,4,5,14,5,6,6,4,8,6,4,7,4,5,9,19,5,5,4,5,6,5,4,5,6,7,7,7,5,18,5,4,6,12,5,5,4,15,6,15,11,5,6,5,10,5,5,4,6,5,9,15,7,7,5,20,7
10,8,7,5,5,4,5,24,5,6,6,4,9,7,5,7,5,5,16,19,5,5,4,5,6,5,4,5,6,7,7,9,5,18,5,4,8,16,5,6,4,15,6,16,12,5,6,5,10,5,5,5,6,5,7,15,8,7,5,20,7
11,8,8,5,5,5,5,19,5,6,10,4,15,8,5,7,5,5,20,30,5,5,4,5,6,5,4,5,6,7,7,13,5,26,5,4,8,16,5,6,4,15,6,16,12,5,8,5,10,5,5,5,6,5,9,15,8,7,5,20,7
12,8,8,5,5,5,5,19,5,6,15,5,15,12,5,10,5,5,33,41,5,5,5,5,6,5,5,5,7,7,7,15,5,26,7,4,8,17,5,6,5,15,6,16,12,5,8,5,10,5,5,6,6,5,9,15,8,7,5,20,7
13,8,8,5,5,5,5,19,5,6,15,5,15,12,5,13,6,5,34,75,5,5,5,5,6,11,5,5,7,7,7,15,5,26,7,5,8,17,5,6,5,15,6,16,12,5,8,5,11,5,5,6,6,5,9,23,7,10,6,20,7
14,8,12,8,5,5,5,19,5,6,15,5,15,16,5,15,7,5,34,75,5,6,5,5,6,10,5,5,7,7,7,15,5,26,7,5,8,21,5,6,5,15,6,27,12,6,8,5,11,5,5,6,6,5,13,23,10,10,6,20,7
15,8,17,8,5,5,5,19,6,6,15,5,15,16,5,15,8,5,34,75,5,6,5,5,6,15,5,5,8,7,7,15,6,26,7,5,8,21,5,6,5,15,6,27,12,8,8,5,11,5,5,6,6,5,15,23,11,10,6,20,7
16,9,17,8,5,5,5,19,6,6,15,5,16,16,5,20,8,5,34,75,5,6,5,5,6,15,5,5,9,7,7,15,6,26,7,5,8,25,6,6,5,15,6,27,12,8,8,5,11,5,5,6,6,5,20,23,11,10,6,20,7
17,9,17,8,5,5,5,19,6,6,15,5,15,16,5,20,8,5,38,75,5,6,5,5,6,15,5,5,10,7,7,16,6,26,7,5,8,25,6,6,5,15,9,27,12,10,8,5,15,5,5,6,6,5,20,23,14,10,7,24,8
18,10,17,8,5,5,5,19,6,6,21,5,23,16,5,20,8,5,38,75,5,6,5,6,6,15,5,5,12,8,7,16,6,26,7,5,8,25,6,6,5,15,10,27,12,10,11,5,15,5,5,6,6,5,22,23,14,11,7,24,8
19,10,17,8,5,5,5,24,6,6,21,5,23,16,5,20,8,5,38,75,5,6,5,6,6,15,5,5,12,8,7,16,6,26,7,5,8,25,6,6,5,15,10,27,12,10,11,5,15,5,5,9,6,5,22,23,14,13,10,24,8
20,13,24,8,5,5,5,24,6,6,22,5,23,16,5,24,9,5,38,75,6,6,5,6,6,15,5,5,12,16,7,16,6,26,7,5,8,25,6,6,5,15,10,27,12,10,20,5,15,5,5,9,6,5,22,23,16,12,14,24,8
21,13,24,8,5,6,5,29,8,6,27,5,23,19,5,35,13,5,49,75,6,6,5,6,6,15,5,5,12,16,7,16,6,26,12,5,8,25,6,6,5,15,10,27,12,10,18,5,15,5,5,9,6,5,22,23,19,13,14,24,8
22,16,24,8,5,6,5,29,11,6,27,5,22,19,5,39,13,5,61,75,6,6,5,6,6,19,5,5,12,15,7,16,6,29,12,5,8,25,6,6,5,15,10,24,12,10,15,5,15,5,5,9,6,5,25,24,22,17,19,24,8
23,16,24,8,5,6,5,29,11,6,27,5,25,20,5,39,14,5,61,75,6,6,5,6,6,19,5,5,13,30,7,16,6,29,12,5,9,25,6,6,5,15,10,24,12,10,15,6,15,5,5,9,6,6,25,24,26,17,19,24,8
24,16,24,8,5,6,5,30,11,6,31,5,32,24,5,43,16,5,61,75,6,6,5,6,6,19,5,5,13,30,7,29,6,29,11,5,8,44,6,6,5,15,12,24,12,10,15,6,15,5,5,13,6,6,25,24,26,17,18,25,8
25,16,26,8,5,6,5,36,11,6,35,5,33,24,5,43,21,5,61,75,6,6,5,6,6,19,5,5,15,30,7,29,6,29,11,5,9,57,6,6,5,15,12,24,12,10,15,6,15,5,5,11,6,6,23,24,26,17,28,25,8
