generation,score,runtime
0,0,1017826
1,3,
2,4,
3,4,
4,4,
5,4,
6,4,
7,4,
8,4,
9,4,
10,4,
11,4,
12,7,
13,7,
14,7,
15,7,
16,7,
17,7,
18,7,
19,7,
20,7,
21,7,
22,7,
23,7,
24,7,
25,7,
26,7,
27,9,
28,9,
29,9,
30,9,
31,9,
32,9,
33,12,
34,27,
35,27,
36,27,
37,27,
38,27,
39,31,
40,40,
41,40,
42,40,
43,40,
44,40,
45,40,
46,40,
47,40,
48,40,
49,40,
50,40,
51,40,
52,40,
53,40,
54,40,
55,40,
56,40,
57,40,
58,40,
59,40,
60,40,
61,40,
62,40,
63,40,
64,40,
65,40,
66,40,
67,40,
68,44,
69,44,
70,49,
71,61,
72,61,
73,61,
74,61,
75,61,
76,61,
77,65,
78,65,
79,69,
80,69,
81,69,
82,69,
83,69,
84,69,
85,69,
86,75,
87,75,
88,75,
89,75,
90,75,
91,75,
92,75,
93,75,
94,75,
95,75,
96,75,
97,75,
98,75,
99,75,
100,75,
