generation,score,runtime
0,0,4263672
1,5,
2,11,
3,18,
4,18,
5,18,
6,19,
7,19,
8,24,
9,24,
10,24,
11,24,
12,35,
13,35,
14,35,
15,35,
16,35,
17,35,
18,35,
19,39,
20,39,
21,39,
22,39,
23,39,
24,39,
25,39,
26,39,
27,39,
28,39,
29,43,
30,43,
31,54,
32,54,
33,54,
34,54,
35,54,
36,54,
37,54,
38,54,
39,54,
40,54,
41,54,
42,57,
43,55,
44,55,
45,61,
46,68,
47,68,
48,69,
49,77,
50,77,
51,79,
52,79,
53,79,
54,79,
55,79,
56,79,
57,79,
58,79,
59,79,
60,79,
61,79,
62,79,
63,79,
64,79,
65,75,
66,77,
67,77,
68,77,
69,77,
70,76,
71,76,
72,76,
73,76,
74,76,
75,79,
76,84,
77,84,
78,84,
79,84,
80,84,
81,84,
82,84,
83,84,
84,84,
85,84,
86,84,
87,84,
88,84,
89,84,
90,84,
91,85,
92,85,
93,85,
94,92,
95,92,
96,92,
97,92,
98,92,
99,92,
100,92,
