generation,score,runtime
0,0,15052805
1,3,
2,4,
3,8,
4,9,
5,12,
6,14,
7,20,
8,20,
9,23,
10,23,
11,29,
12,29,
13,31,
14,31,
15,41,
16,41,
17,41,
18,50,
19,49,
20,49,
21,48,
22,51,
23,51,
24,51,
25,51,
26,51,
27,51,
28,51,
29,53,
30,53,
31,53,
32,53,
33,53,
34,57,
35,57,
36,57,
37,68,
38,68,
39,78,
40,78,
41,78,
42,74,
43,74,
44,74,
45,77,
46,77,
47,77,
48,77,
49,77,
50,77,
51,74,
52,81,
53,86,
54,86,
55,86,
56,86,
57,91,
58,94,
59,94,
60,94,
61,94,
62,94,
63,94,
64,94,
65,94,
66,94,
67,94,
68,94,
69,94,
70,99,
71,99,
72,99,
73,99,
74,101,
75,101,
76,101,
77,101,
78,101,
79,101,
80,101,
81,101,
82,111,
83,111,
84,111,
85,111,
86,117,
87,117,
88,117,
89,117,
90,117,
91,117,
92,117,
93,117,
94,117,
95,117,
96,117,
97,117,
98,117,
99,117,
100,117,
101,117,
102,117,
103,117,
104,117,
105,117,
106,117,
107,117,
108,117,
109,117,
110,117,
111,117,
112,117,
113,117,
114,117,
115,117,
116,117,
117,117,
118,117,
119,117,
120,117,
121,117,
122,117,
123,117,
124,117,
125,117,
126,117,
127,117,
128,117,
129,117,
130,117,
131,117,
132,117,
133,117,
134,117,
135,126,
136,126,
137,126,
138,126,
139,126,
140,126,
141,126,
142,126,
143,126,
144,126,
145,126,
146,126,
147,126,
148,126,
149,126,
150,126,
151,126,
152,126,
153,126,
154,126,
155,142,
156,142,
157,142,
158,142,
159,142,
160,142,
161,142,
162,142,
163,133,
164,133,
165,149,
166,149,
167,149,
168,149,
169,149,
170,149,
171,149,
172,149,
173,149,
174,149,
175,149,
176,149,
177,149,
178,149,
179,149,
180,149,
181,149,
182,149,
183,151,
184,151,
185,151,
186,151,
187,151,
188,151,
189,151,
190,149,
191,149,
192,149,
193,149,
194,149,
195,149,
196,149,
197,149,
198,149,
199,149,
200,149,
