generation,score,runtime
0,0,1204512
1,3,
2,4,
3,6,
4,6,
5,6,
6,8,
7,8,
8,8,
9,7,
10,7,
11,7,
12,7,
13,13,
14,14,
15,15,
16,19,
17,27,
18,27,
19,27,
20,30,
21,30,
22,30,
23,30,
24,30,
25,34,
26,50,
27,50,
28,49,
29,49,
30,49,
31,69,
32,69,
33,69,
34,69,
35,69,
36,69,
37,69,
38,69,
39,69,
40,69,
41,69,
42,69,
43,69,
44,69,
45,69,
46,69,
47,69,
48,69,
49,69,
50,69,
51,72,
52,75,
53,75,
54,75,
55,75,
56,75,
57,75,
58,75,
59,75,
60,75,
61,75,
62,75,
63,75,
64,75,
65,75,
66,75,
67,75,
68,75,
69,75,
70,75,
71,75,
72,75,
73,75,
74,75,
75,75,
76,75,
77,75,
78,75,
79,75,
80,75,
81,75,
82,75,
83,75,
84,75,
85,75,
86,75,
87,75,
88,75,
89,75,
90,75,
91,76,
92,78,
93,78,
94,78,
95,78,
96,78,
97,76,
98,76,
99,76,
100,76,
