generation,score,runtime
0,0,1150991
1,3,
2,3,
3,4,
4,4,
5,4,
6,4,
7,4,
8,4,
9,5,
10,5,
11,5,
12,5,
13,5,
14,5,
15,5,
16,8,
17,8,
18,8,
19,8,
20,8,
21,8,
22,8,
23,8,
24,8,
25,8,
26,8,
27,8,
28,8,
29,8,
30,8,
31,8,
32,8,
33,8,
34,8,
35,8,
36,8,
37,8,
38,8,
39,8,
40,8,
41,8,
42,8,
43,8,
44,8,
45,16,
46,17,
47,15,
48,22,
49,22,
50,19,
51,27,
52,33,
53,38,
54,38,
55,38,
56,38,
57,38,
58,38,
59,38,
60,60,
61,60,
62,60,
63,60,
64,60,
65,66,
66,66,
67,65,
68,65,
69,65,
70,71,
71,71,
72,71,
73,71,
74,71,
75,71,
76,71,
77,71,
78,71,
79,71,
80,75,
81,75,
82,75,
83,75,
84,75,
85,75,
86,75,
87,75,
88,83,
89,86,
90,86,
91,86,
92,86,
93,86,
94,86,
95,86,
96,86,
97,86,
98,86,
99,86,
100,86,
