generation,score,runtime
0,0,723574
1,4,
2,4,
3,4,
4,5,
5,5,
6,5,
7,6,
8,6,
9,6,
10,6,
11,6,
12,6,
13,6,
14,7,
15,7,
16,7,
17,7,
18,7,
19,7,
20,7,
21,7,
22,7,
23,7,
24,7,
25,7,
26,7,
27,8,
28,8,
29,8,
30,8,
31,8,
32,8,
33,8,
34,8,
35,8,
36,8,
37,8,
38,8,
39,8,
40,8,
41,8,
42,9,
43,9,
44,11,
45,11,
46,11,
47,15,
48,15,
49,18,
50,18,
51,18,
52,18,
53,18,
54,18,
55,28,
56,28,
57,28,
58,28,
59,28,
60,30,
61,30,
62,30,
63,30,
64,40,
65,40,
66,40,
67,40,
68,40,
69,40,
70,40,
71,41,
72,41,
73,41,
74,41,
75,41,
76,41,
77,41,
78,41,
79,41,
80,41,
81,41,
82,52,
83,52,
84,52,
85,52,
86,52,
87,52,
88,52,
89,59,
90,59,
91,59,
92,59,
93,59,
94,59,
95,59,
96,59,
97,59,
98,59,
99,59,
100,59,
