generation,score,runtime
0,0,6366608
1,5,
2,5,
3,10,
4,13,
5,17,
6,23,
7,23,
8,37,
9,37,
10,37,
11,37,
12,53,
13,57,
14,57,
15,68,
16,68,
17,66,
18,66,
19,66,
20,66,
21,67,
22,67,
23,68,
24,68,
25,68,
26,68,
27,79,
28,79,
29,79,
30,85,
31,85,
32,85,
33,85,
34,85,
35,85,
36,85,
37,85,
38,85,
39,85,
40,81,
41,81,
42,81,
43,81,
44,100,
45,100,
46,100,
47,100,
48,100,
49,100,
50,100,
51,100,
52,100,
53,100,
54,100,
55,100,
56,111,
57,111,
58,111,
59,111,
60,100,
61,100,
62,100,
63,100,
64,100,
65,100,
66,100,
67,100,
68,100,
69,95,
70,95,
71,95,
72,95,
73,95,
74,95,
75,95,
76,95,
77,95,
78,95,
79,95,
80,95,
81,95,
82,95,
83,95,
84,95,
85,95,
86,95,
87,95,
88,95,
89,95,
90,95,
91,95,
92,95,
93,95,
94,95,
95,95,
96,95,
97,95,
98,95,
99,98,
100,98,
