generation,score,runtime
0,0,845260
1,3,
2,4,
3,4,
4,4,
5,5,
6,5,
7,5,
8,5,
9,5,
10,5,
11,5,
12,6,
13,6,
14,6,
15,6,
16,6,
17,6,
18,6,
19,6,
20,6,
21,6,
22,6,
23,6,
24,6,
25,6,
26,6,
27,6,
28,6,
29,6,
30,6,
31,6,
32,8,
33,8,
34,8,
35,8,
36,8,
37,8,
38,8,
39,13,
40,17,
41,17,
42,17,
43,17,
44,17,
45,24,
46,28,
47,28,
48,28,
49,28,
50,28,
51,28,
52,28,
53,28,
54,28,
55,28,
56,28,
57,28,
58,28,
59,28,
60,28,
61,28,
62,28,
63,28,
64,28,
65,28,
66,28,
67,28,
68,28,
69,28,
70,28,
71,28,
72,28,
73,28,
74,28,
75,37,
76,37,
77,37,
78,37,
79,37,
80,37,
81,41,
82,61,
83,61,
84,61,
85,61,
86,61,
87,60,
88,60,
89,60,
90,60,
91,60,
92,60,
93,60,
94,58,
95,58,
96,59,
97,59,
98,65,
99,65,
100,65,
