generation,score,runtime
0,0,5078414
1,3,
2,4,
3,4,
4,4,
5,4,
6,7,
7,11,
8,15,
9,15,
10,15,
11,17,
12,17,
13,17,
14,29,
15,29,
16,33,
17,44,
18,43,
19,43,
20,43,
21,43,
22,58,
23,60,
24,72,
25,72,
26,72,
27,72,
28,72,
29,72,
30,72,
31,72,
32,72,
33,72,
34,72,
35,72,
36,72,
37,81,
38,81,
39,88,
40,88,
41,88,
42,88,
43,88,
44,88,
45,88,
46,88,
47,88,
48,88,
49,88,
50,88,
51,88,
52,86,
53,86,
54,86,
55,86,
56,86,
57,86,
58,86,
59,86,
60,86,
61,86,
62,93,
63,93,
64,93,
65,93,
66,93,
67,93,
68,93,
69,93,
70,93,
71,93,
72,93,
73,93,
74,93,
75,93,
76,93,
77,93,
78,93,
79,93,
80,93,
81,93,
82,93,
83,93,
84,91,
85,91,
86,91,
87,91,
88,91,
89,91,
90,91,
91,91,
92,91,
93,91,
94,91,
95,91,
96,91,
97,91,
98,91,
99,91,
100,91,
