generation,score,runtime
0,0,16795324
1,4,
2,5,
3,6,
4,6,
5,6,
6,8,
7,12,
8,18,
9,18,
10,18,
11,19,
12,19,
13,19,
14,19,
15,19,
16,19,
17,19,
18,19,
19,19,
20,19,
21,19,
22,19,
23,19,
24,19,
25,20,
26,23,
27,22,
28,22,
29,22,
30,28,
31,28,
32,28,
33,28,
34,27,
35,27,
36,38,
37,38,
38,49,
39,48,
40,48,
41,48,
42,48,
43,48,
44,53,
45,58,
46,58,
47,59,
48,75,
49,75,
50,75,
51,75,
52,75,
53,75,
54,68,
55,68,
56,68,
57,68,
58,68,
59,68,
60,68,
61,75,
62,75,
63,75,
64,75,
65,76,
66,76,
67,76,
68,76,
69,76,
70,82,
71,82,
72,82,
73,82,
74,82,
75,82,
76,82,
77,82,
78,80,
79,80,
80,80,
81,80,
82,80,
83,80,
84,80,
85,80,
86,80,
87,80,
88,80,
89,80,
90,80,
91,80,
92,87,
93,85,
94,85,
95,85,
96,85,
97,89,
98,89,
99,91,
100,91,
101,99,
102,109,
103,109,
104,110,
105,110,
106,110,
107,110,
108,115,
109,115,
110,115,
111,115,
112,115,
113,115,
114,115,
115,115,
116,115,
117,115,
118,110,
119,113,
120,113,
121,113,
122,123,
123,123,
124,123,
125,123,
126,123,
127,123,
128,123,
129,123,
130,123,
131,129,
132,144,
133,144,
134,144,
135,144,
136,144,
137,144,
138,144,
139,144,
140,144,
141,144,
142,144,
143,144,
144,144,
145,150,
146,149,
147,148,
148,147,
149,147,
150,147,
151,147,
152,147,
153,147,
154,147,
155,147,
156,147,
157,147,
158,149,
159,149,
160,149,
161,149,
162,149,
163,149,
164,149,
165,149,
166,149,
167,149,
168,149,
169,149,
170,149,
171,149,
172,149,
173,149,
174,149,
175,149,
176,149,
177,149,
178,149,
179,149,
180,149,
181,149,
182,149,
183,149,
184,149,
185,149,
186,149,
187,149,
188,149,
189,149,
190,149,
191,149,
192,149,
193,149,
194,149,
195,149,
196,149,
197,149,
198,149,
199,149,
200,149,
