generation,score,runtime
0,0,5664346
1,3,
2,4,
3,4,
4,5,
5,9,
6,22,
7,22,
8,25,
9,25,
10,25,
11,25,
12,28,
13,28,
14,36,
15,36,
16,40,
17,40,
18,57,
19,57,
20,57,
21,57,
22,57,
23,57,
24,57,
25,57,
26,57,
27,57,
28,61,
29,67,
30,77,
31,74,
32,73,
33,73,
34,73,
35,73,
36,73,
37,75,
38,75,
39,73,
40,73,
41,73,
42,73,
43,75,
44,75,
45,75,
46,75,
47,75,
48,75,
49,77,
50,77,
51,77,
52,77,
53,87,
54,87,
55,87,
56,87,
57,87,
58,87,
59,87,
60,87,
61,87,
62,86,
63,86,
64,85,
65,88,
66,96,
67,93,
68,93,
69,93,
70,93,
71,93,
72,93,
73,93,
74,93,
75,101,
76,101,
77,101,
78,101,
79,101,
80,101,
81,110,
82,110,
83,109,
84,109,
85,109,
86,109,
87,109,
88,109,
89,109,
90,109,
91,111,
92,111,
93,111,
94,111,
95,111,
96,123,
97,123,
98,123,
99,114,
100,114,
