generation,score,runtime
0,0,2624362
1,3,
2,4,
3,4,
4,6,
5,5,
6,5,
7,5,
8,6,
9,7,
10,7,
11,7,
12,9,
13,9,
14,9,
15,9,
16,9,
17,9,
18,9,
19,9,
20,9,
21,9,
22,9,
23,9,
24,12,
25,16,
26,17,
27,18,
28,18,
29,18,
30,18,
31,19,
32,18,
33,18,
34,18,
35,28,
36,28,
37,28,
38,30,
39,30,
40,25,
41,31,
42,45,
43,45,
44,45,
45,41,
46,41,
47,41,
48,41,
49,41,
50,40,
51,51,
52,51,
53,62,
54,62,
55,61,
56,63,
57,63,
58,65,
59,65,
60,82,
61,82,
62,82,
63,82,
64,82,
65,82,
66,82,
67,90,
68,90,
69,90,
70,90,
71,90,
72,90,
73,90,
74,90,
75,85,
76,85,
77,85,
78,85,
79,85,
80,85,
81,91,
82,91,
83,91,
84,91,
85,91,
86,91,
87,91,
88,91,
89,91,
90,91,
91,91,
92,91,
93,91,
94,91,
95,91,
96,91,
97,94,
98,94,
99,99,
100,99,
