generation,score,runtime
0,0,18546100
1,4,
2,5,
3,5,
4,5,
5,5,
6,5,
7,7,
8,9,
9,12,
10,24,
11,24,
12,24,
13,24,
14,24,
15,24,
16,24,
17,37,
18,42,
19,44,
20,44,
21,49,
22,51,
23,72,
24,72,
25,72,
26,72,
27,72,
28,73,
29,73,
30,75,
31,79,
32,79,
33,79,
34,82,
35,82,
36,85,
37,85,
38,85,
39,85,
40,85,
41,85,
42,79,
43,81,
44,90,
45,90,
46,90,
47,90,
48,90,
49,90,
50,90,
51,90,
52,93,
53,93,
54,93,
55,93,
56,93,
57,94,
58,94,
59,94,
60,94,
61,94,
62,94,
63,94,
64,94,
65,97,
66,94,
67,94,
68,94,
69,94,
70,94,
71,94,
72,94,
73,94,
74,94,
75,94,
76,96,
77,96,
78,96,
79,96,
80,96,
81,96,
82,108,
83,108,
84,108,
85,108,
86,108,
87,108,
88,108,
89,108,
90,108,
91,108,
92,108,
93,108,
94,108,
95,108,
96,108,
97,108,
98,108,
99,108,
100,108,
101,108,
102,108,
103,108,
104,108,
105,108,
106,108,
107,108,
108,108,
109,108,
110,108,
111,108,
112,108,
113,108,
114,108,
115,108,
116,108,
117,108,
118,108,
119,108,
120,108,
121,108,
122,108,
123,108,
124,108,
125,108,
126,108,
127,108,
128,108,
129,112,
130,112,
131,112,
132,112,
133,112,
134,112,
135,112,
136,112,
137,112,
138,112,
139,112,
140,112,
141,112,
142,112,
143,112,
144,112,
145,112,
146,112,
147,112,
148,112,
149,112,
150,112,
151,112,
152,112,
153,112,
154,112,
155,112,
156,112,
157,112,
158,112,
159,112,
160,112,
161,112,
162,112,
163,112,
164,112,
165,112,
166,112,
167,112,
168,112,
169,112,
170,112,
171,112,
172,122,
173,122,
174,122,
175,122,
176,122,
177,122,
178,122,
179,122,
180,122,
181,122,
182,122,
183,122,
184,119,
185,123,
186,123,
187,123,
188,123,
189,123,
190,123,
191,123,
192,123,
193,123,
194,123,
195,123,
196,123,
197,123,
198,123,
199,123,
200,123,
