generation,score,runtime
0,0,1785771
1,3,
2,4,
3,4,
4,4,
5,4,
6,4,
7,4,
8,4,
9,4,
10,4,
11,4,
12,6,
13,6,
14,6,
15,6,
16,6,
17,6,
18,6,
19,6,
20,6,
21,6,
22,6,
23,6,
24,6,
25,6,
26,6,
27,7,
28,7,
29,7,
30,8,
31,8,
32,8,
33,8,
34,8,
35,10,
36,9,
37,11,
38,13,
39,15,
40,15,
41,24,
42,24,
43,24,
44,24,
45,24,
46,24,
47,24,
48,30,
49,30,
50,30,
51,30,
52,30,
53,30,
54,34,
55,34,
56,34,
57,34,
58,34,
59,36,
60,36,
61,35,
62,35,
63,40,
64,40,
65,40,
66,40,
67,40,
68,40,
69,48,
70,48,
71,48,
72,48,
73,48,
74,48,
75,48,
76,48,
77,48,
78,48,
79,48,
80,48,
81,48,
82,48,
83,48,
84,53,
85,53,
86,53,
87,53,
88,53,
89,53,
90,53,
91,53,
92,59,
93,59,
94,59,
95,68,
96,68,
97,68,
98,68,
99,68,
100,68,
