generation,score,runtime
0,0,2157975
1,3,
2,3,
3,3,
4,4,
5,4,
6,4,
7,4,
8,4,
9,4,
10,4,
11,4,
12,4,
13,4,
14,4,
15,4,
16,5,
17,5,
18,6,
19,12,
20,22,
21,22,
22,25,
23,30,
24,34,
25,40,
26,60,
27,67,
28,67,
29,67,
30,71,
31,71,
32,71,
33,72,
34,72,
35,72,
36,72,
37,72,
38,72,
39,72,
40,72,
41,72,
42,72,
43,72,
44,72,
45,72,
46,72,
47,72,
48,72,
49,72,
50,72,
51,72,
52,72,
53,72,
54,72,
55,72,
56,72,
57,72,
58,72,
59,72,
60,72,
61,72,
62,72,
63,72,
64,72,
65,72,
66,72,
67,72,
68,72,
69,72,
70,76,
71,76,
72,76,
73,76,
74,76,
75,76,
76,86,
77,86,
78,86,
79,86,
80,86,
81,86,
82,86,
83,86,
84,86,
85,86,
86,86,
87,106,
88,106,
89,106,
90,106,
91,106,
92,106,
93,114,
94,114,
95,111,
96,111,
97,111,
98,111,
99,111,
100,111,
