generation,score,runtime
0,0,4573030
1,3,
2,4,
3,4,
4,4,
5,4,
6,4,
7,5,
8,5,
9,5,
10,5,
11,5,
12,8,
13,8,
14,10,
15,12,
16,14,
17,14,
18,14,
19,14,
20,14,
21,16,
22,19,
23,19,
24,19,
25,19,
26,19,
27,19,
28,19,
29,26,
30,26,
31,34,
32,37,
33,45,
34,46,
35,46,
36,46,
37,46,
38,48,
39,48,
40,48,
41,48,
42,48,
43,46,
44,46,
45,46,
46,46,
47,52,
48,62,
49,62,
50,55,
51,55,
52,55,
53,55,
54,55,
55,55,
56,75,
57,84,
58,84,
59,84,
60,84,
61,86,
62,86,
63,86,
64,86,
65,86,
66,86,
67,86,
68,86,
69,86,
70,86,
71,78,
72,78,
73,78,
74,78,
75,78,
76,78,
77,82,
78,82,
79,82,
80,87,
81,87,
82,87,
83,87,
84,87,
85,87,
86,86,
87,86,
88,86,
89,86,
90,86,
91,86,
92,86,
93,86,
94,86,
95,86,
96,86,
97,86,
98,86,
99,86,
100,86,
101,86,
102,86,
103,86,
104,86,
105,86,
106,86,
107,86,
108,86,
109,86,
110,86,
111,86,
112,86,
113,86,
114,86,
115,86,
116,86,
117,94,
118,94,
119,94,
120,94,
121,94,
122,94,
123,94,
124,94,
125,94,
126,94,
127,94,
128,94,
129,94,
130,94,
131,94,
132,94,
133,94,
134,94,
135,94,
136,94,
137,94,
138,94,
139,94,
140,94,
141,94,
142,94,
143,94,
144,94,
145,94,
146,94,
147,94,
148,94,
149,94,
150,94,
151,94,
152,96,
153,96,
154,96,
155,96,
156,96,
157,96,
158,96,
159,96,
160,96,
161,96,
162,96,
163,96,
164,96,
165,96,
166,96,
167,96,
168,96,
169,96,
170,96,
171,96,
172,96,
173,96,
174,96,
175,96,
176,96,
177,96,
178,96,
179,96,
180,96,
181,96,
182,96,
183,96,
184,96,
185,96,
186,96,
187,96,
188,96,
189,96,
190,96,
191,96,
192,96,
193,96,
194,96,
195,96,
196,96,
197,96,
198,96,
199,96,
200,96,
