generation,score,runtime
0,0,1307674
1,3,
2,6,
3,6,
4,6,
5,8,
6,7,
7,7,
8,7,
9,7,
10,7,
11,7,
12,7,
13,8,
14,8,
15,8,
16,10,
17,11,
18,12,
19,12,
20,12,
21,12,
22,14,
23,13,
24,13,
25,22,
26,22,
27,22,
28,22,
29,20,
30,20,
31,20,
32,20,
33,20,
34,20,
35,20,
36,20,
37,20,
38,20,
39,25,
40,24,
41,24,
42,27,
43,27,
44,27,
45,27,
46,27,
47,27,
48,27,
49,32,
50,32,
51,32,
52,32,
53,32,
54,32,
55,32,
56,32,
57,32,
58,32,
59,32,
60,32,
61,32,
62,32,
63,32,
64,32,
65,32,
66,32,
67,32,
68,32,
69,31,
70,31,
71,31,
72,31,
73,31,
74,31,
75,31,
76,31,
77,31,
78,35,
79,35,
80,35,
81,35,
82,35,
83,38,
84,38,
85,38,
86,38,
87,41,
88,41,
89,41,
90,41,
91,41,
92,41,
93,41,
94,41,
95,41,
96,41,
97,55,
98,55,
99,55,
100,55,
