generation,score,runtime
0,0,17958488
1,3,
2,4,
3,4,
4,4,
5,4,
6,5,
7,8,
8,8,
9,8,
10,10,
11,15,
12,15,
13,22,
14,30,
15,35,
16,35,
17,35,
18,40,
19,40,
20,40,
21,35,
22,49,
23,49,
24,54,
25,54,
26,61,
27,77,
28,77,
29,77,
30,77,
31,77,
32,77,
33,78,
34,78,
35,78,
36,78,
37,78,
38,78,
39,78,
40,78,
41,77,
42,77,
43,77,
44,77,
45,88,
46,88,
47,88,
48,88,
49,88,
50,88,
51,88,
52,88,
53,88,
54,88,
55,88,
56,88,
57,88,
58,92,
59,92,
60,92,
61,92,
62,92,
63,92,
64,92,
65,92,
66,92,
67,96,
68,96,
69,96,
70,108,
71,108,
72,108,
73,108,
74,108,
75,108,
76,108,
77,113,
78,113,
79,113,
80,113,
81,113,
82,113,
83,113,
84,114,
85,114,
86,114,
87,114,
88,114,
89,114,
90,114,
91,114,
92,114,
93,114,
94,114,
95,114,
96,114,
97,114,
98,114,
99,114,
100,114,
101,114,
102,114,
103,114,
104,114,
105,114,
106,114,
107,114,
108,113,
109,113,
110,121,
111,121,
112,121,
113,121,
114,121,
115,121,
116,127,
117,143,
118,143,
119,143,
120,143,
121,143,
122,143,
123,143,
124,143,
125,149,
126,149,
127,149,
128,149,
129,149,
130,149,
131,149,
132,143,
133,145,
134,145,
135,145,
136,145,
137,145,
138,145,
139,145,
140,145,
141,145,
142,145,
143,145,
144,145,
145,145,
146,145,
147,145,
148,145,
149,145,
150,145,
151,145,
152,145,
153,145,
154,145,
155,145,
156,145,
157,145,
158,145,
159,167,
160,167,
161,167,
162,167,
163,167,
164,167,
165,167,
166,167,
167,167,
168,167,
169,167,
170,167,
171,167,
172,167,
173,167,
174,166,
175,166,
176,166,
177,166,
178,166,
179,160,
180,160,
181,160,
182,160,
183,160,
184,160,
185,160,
186,160,
187,160,
188,160,
189,160,
190,164,
191,164,
192,164,
193,164,
194,164,
195,164,
196,164,
197,164,
198,164,
199,164,
200,164,
