L0,L1,L2,Graph
0.71629,0.3956917,1.0,3
0.122309275,0.9479972,0.36170015,3
-0.6498666,-0.58537453,0.68992084,3
-0.83883476,1.0,-1.0,4
-0.8769015,0.92096436,-0.2541527,5
-0.31062466,-0.013187766,0.41405553,5
-0.15121162,0.032901257,-0.46785206,5
-0.93693596,0.32770878,-0.03706193,5
0.11444998,0.07487017,-0.58856404,6
0.49034187,0.0891106,-0.04918544,10
-0.9432008,-0.73496103,0.55874497,15
0.5429329,0.5682112,-0.16125908,20
0.14160895,-0.7910143,-0.44738764,31
0.11543642,0.6877289,-1.0,31
-0.8745112,-0.5973468,0.2729437,31
-0.38144237,-0.1196473,1.0,31
-0.4561073,0.69534445,0.72419757,38
-0.44952756,-0.1657421,0.6430647,38
0.9386125,-0.9767611,-0.39689487,38
-0.76745045,0.18974492,-1.0,44
-0.4023412,-1.0,0.61180776,44
0.40324852,-0.63405216,-0.1414467,55
0.016529098,-1.0,-0.26095942,55
-0.5278919,0.10923934,-0.76194423,62
0.7323003,-0.46373022,0.846127,62
0.5977199,0.44752818,-0.09135097,62
-0.504858,0.15940067,-0.26486185,68
-0.7227049,-0.11125676,-0.4645805,68
-0.6127892,0.12806164,-0.9523084,68
0.8196535,-1.0,0.99735284,71
-1.0,0.7032066,-0.47448206,75
0.72528917,0.53499264,0.82816315,75
-1.0,-0.8735466,-0.09448448,75
-0.20306957,-0.49863836,-0.8983708,75
-0.34739497,-0.2850104,-0.8434145,79
0.27960026,-0.7574173,-0.19873035,78
-0.5652041,-1.0,0.58347476,78
-0.5766864,-0.5887648,0.19758078,78
-0.6099375,0.3842868,-1.0,78
-0.6919176,-1.0,1.0,78
0.03899575,-1.0,0.6750473,78
0.06950563,0.9128725,0.3393515,78
0.5462496,0.127913,0.23036729,78
-0.46695712,0.9948485,0.5245646,78
-0.2544492,0.10639912,0.3954773,78
0.6536927,1.0,0.9449386,86
0.50979584,1.0,1.0,86
-0.48555598,0.636019,1.0,86
-0.07388605,0.87938625,0.81217957,86
-1.0,-0.3857096,-0.64490205,86
-0.7256321,0.5336249,-0.6585205,
-0.22166896,-0.54409933,-1.0,
-0.5053183,-1.0,0.06693113,
-0.118315,-1.0,0.42947888,
-0.9339711,-0.26897845,0.057201203,
-0.91413474,1.0,0.9679977,
-0.7223827,-0.81666076,0.17234817,
-0.6162012,0.25133693,-0.71136373,
-0.9145499,-1.0,-0.12687664,
0.14596744,0.275918,-0.50939816,
0.2847841,0.9916969,0.28994912,
0.43783745,0.7928893,-0.4562538,
0.7780135,-0.010605872,-0.6167103,
-0.5649444,0.008946929,1.0,
0.3064255,1.0,-0.7403532,
-0.1593509,0.091308564,0.9233683,
0.5760455,0.09907481,-0.95806,
1.0,0.52959675,0.71715,
-0.12859938,-0.6909789,,
0.94896054,1.0,,
-0.9613404,0.7178385,,
-1.0,0.6472618,,
0.14674672,0.12174167,,
1.0,-1.0,,
0.18492118,-0.5894116,,
-1.0,-0.015256196,,
0.90376234,0.87874347,,
0.89620835,0.58608323,,
-0.11903329,0.787977,,
0.53642625,1.0,,
1.0,-1.0,,
0.48161405,-0.43429703,,
-0.42173105,0.27125767,,
-1.0,-0.7305143,,
0.8720815,-0.79276,,
-0.53575367,0.9624149,,
0.64564985,-0.94318503,,
-0.1056083,1.0,,
1.0,-0.44889918,,
0.45032734,-0.84598416,,
0.4178533,0.08461246,,
-0.058619056,-0.065042734,,
0.6534565,-0.9631518,,
0.3722061,-1.0,,
-0.605281,-0.37806922,,
-1.0,0.90549636,,
0.3657465,-0.20476857,,
-0.9291358,0.86965173,,
-0.12604137,-0.14741495,,
-0.3211975,-1.0,,
0.9179832,-0.9806262,,
0.74975944,0.14248858,,
-0.52685237,-0.35740516,,
-0.13661626,0.33765754,,
-1.0,-1.0,,
-0.8629347,0.05787214,,
0.28584385,-0.74379665,,
0.18672308,1.0,,
0.7148243,-0.7408479,,
