L0,L1,L2,L3,L4,Graph
-1.0,0.73287916,-0.5139295,-0.074192226,-0.30091256,3
-0.3495143,0.1358723,1.0,-0.77870893,1.0,4
0.33106923,-0.7239165,-0.6864268,-0.026287645,0.03494691,4
0.7818839,0.050857037,-0.47241014,-0.3866892,1.0,4
-0.050180823,-0.33112043,-0.2726164,-0.68039674,-0.16311702,4
-0.037344057,-0.3043002,-0.45230892,0.113428995,0.35319835,4
-1.0,1.0,1.0,-0.25424045,-0.83231854,4
0.6490901,0.67368054,-0.5221139,0.29049218,0.0981932,4
1.0,-1.0,1.0,-0.14368919,-0.2210705,4
0.734187,1.0,0.5365329,0.21569234,-0.0041957498,7
0.09386993,0.89361155,-0.28735113,-0.9671004,-0.28209555,10
-0.6776898,0.33358568,-1.0,0.2966755,-0.6277317,11
-0.09006501,-0.86589426,0.6037265,-0.71942484,-0.65982854,14
0.8613367,0.38790616,0.5721667,1.0,-0.7776728,14
-0.9089625,-0.78755796,-0.3898128,0.3822793,0.117983446,16
1.0,0.6069828,-0.053356655,-0.64067435,0.6993838,16
-0.18668409,-0.35980245,-0.5517355,0.30803365,0.3027485,25
0.16650216,-0.00629586,0.594875,0.89857334,-0.04138726,23
0.75778896,0.81283945,0.09301257,0.70168626,-1.0,23
-0.6026192,-0.92226225,0.48450774,0.5150704,-0.22328214,28
-0.27386156,-1.0,-0.10022214,-0.023971334,1.0,25
0.5204891,0.034289073,0.19843927,1.0,-0.3374261,25
1.0,-0.3265825,0.8581855,-0.50510406,1.0,26
-0.077475935,-1.0,1.0,-0.9351862,0.98700297,30
0.6813103,-1.0,1.0,-0.1331152,-0.91438097,30
-0.11215125,-1.0,-0.22647646,0.023583144,-0.37505972,42
0.92386854,-0.015394688,0.17943726,-0.16951437,0.30818295,42
-0.37303028,1.0,0.24246831,-0.22649719,-0.45740473,40
0.5295034,0.38318887,0.32915303,-0.9082825,-0.80420595,45
-0.72859603,0.4531493,0.5300025,-0.85743743,0.18019128,61
0.9148674,0.91740716,-0.62084234,-0.35677603,1.0,61
-0.055026174,1.0,-0.73265815,0.23219861,0.41761935,59
0.17255464,-0.67943704,-1.0,0.9357379,0.09033107,59
