L0,L1,L2,L3,L4,Graph
-0.939809,-0.6563661,-0.6960339,-0.8238344,-0.36341366,4
-0.6126204,-1.0,0.21740948,0.67916894,0.36831534,4
-0.9253601,0.599118,0.24508329,-1.0,-0.24917127,4
-0.3672548,0.8123252,0.815374,-0.42287883,-1.0,4
0.004831299,0.19859251,0.8238474,0.5116545,0.5181413,4
-1.0,0.536711,-0.9405513,-0.86585724,0.16037172,6
0.64168584,-0.089409366,-0.4427234,0.5999836,0.33057082,6
-0.26945576,-0.9089848,1.0,-0.87412345,-0.19893023,6
-1.0,-0.5690654,0.23600802,0.6180544,-1.0,6
1.0,-0.69507337,-0.5885426,-0.13232556,0.8730601,6
1.0,0.4183189,0.053190265,-0.027272567,0.3061809,6
0.8853482,0.2659307,-0.0557238,-0.9145033,0.8956855,6
-0.5962362,-0.65425235,0.14738785,-0.23221058,-0.046314538,6
0.119646996,0.92920625,1.0,0.1471159,0.9822397,6
0.4430939,0.21422864,0.48172563,0.58172363,-0.09543408,6
0.14870612,-1.0,-1.0,-0.6887038,-0.9646918,6
1.0,-0.099874884,0.5036674,-0.3267524,1.0,9
1.0,-0.6413241,0.41042352,0.05361873,-0.4530242,9
0.14485955,0.054391846,-0.3015184,-0.25098747,0.6029924,9
0.7824785,0.8822516,-0.11274602,-1.0,0.42749783,9
0.8674406,-0.037460715,-0.7872229,-0.46876988,-0.47832352,9
-0.24655794,-0.46232083,0.53716123,-0.03243193,-0.009071976,9
0.048944145,0.24645929,0.5405035,0.870799,0.92529696,9
0.07589187,-0.68716884,0.07067549,-9.899437E-4,-0.79407716,9
0.24930096,-0.3604152,-0.12189903,-0.3738893,-0.50330263,9
-0.82924443,-0.034151256,0.91194063,0.87369543,-0.25398785,9
0.71020484,0.17824396,0.37535787,-0.672616,0.998477,9
0.53808635,1.0,-0.06482974,0.06941891,0.3856598,9
-0.4960311,-1.0,0.35809183,-0.94201386,-1.0,9
0.124049164,-0.94487095,1.0,-1.0,-0.2990656,9
-0.33790907,0.92926174,-0.14928573,-0.26006752,0.9065956,9
-1.0,0.030937321,-0.44462514,-0.65386796,0.4202722,15
0.048780434,-0.47544357,0.3680392,-0.7831322,-0.55566525,15
0.20879525,0.50167584,1.0,-0.2549903,1.0,15
0.60474193,-0.83972764,1.0,-0.75253177,1.0,13
-0.20210159,0.9043734,-0.92211914,-0.42921072,-0.888749,13
-0.9380854,0.5975934,0.06199798,-0.29847252,,13
0.9966359,1.0,0.5628395,-1.0,,13
-0.08855674,-1.0,0.14451839,0.02439645,,13
-0.78936374,0.71987456,-1.0,-0.543695,,13
0.172562,1.0,0.80916613,0.84666365,,13
-0.65408796,0.29342797,-0.0902046,-0.030404449,,13
0.6845255,0.52789664,0.48303872,0.07536051,,13
-0.528438,-0.7427201,0.12098655,-0.62675583,,13
-0.14512448,0.811948,-0.043485373,-0.7031847,,13
0.013737217,-0.1919193,-1.0,1.0,,25
-0.7331922,-1.0,-0.44652936,-0.43577096,,25
-0.19706243,-0.8039626,-0.89301705,0.5328451,,29
0.5978232,-0.11839625,0.14604151,-0.51159936,,54
0.7810306,0.9678881,-1.0,-0.7656279,,54
0.17674582,-0.29723763,0.4166494,0.029546807,,54
-0.44326147,-0.14778113,-0.2769908,-0.55272955,,54
0.74610895,-0.22155008,0.36659592,0.50894785,,54
0.916821,-0.49525684,-0.9672407,-0.8863028,,54
-0.60248244,0.9142344,-0.3981021,0.6303647,,54
0.67834324,0.41332775,-0.37988392,0.23888797,,54
-0.31144673,0.63251245,0.9464582,-0.8925094,,54
0.9642142,0.25182277,-0.5789768,-0.8905693,,54
-0.36597395,-0.6785151,0.790512,0.8291778,,54
0.14447492,-0.53063947,0.5565313,-0.9764378,,54
0.6790253,-0.7760078,0.09796344,0.87181,,54
0.53234816,-0.7897506,0.97227395,-0.005896054,,54
-0.80000234,-0.34994647,-0.9884493,-1.0,,54
0.84223247,-0.2565152,0.4937708,-0.5839823,,54
-0.35915565,-0.28027064,0.693732,-0.8778919,,60
0.77851474,-0.73176116,0.66631925,-1.0,,65
1.0,-0.92022496,0.039761826,0.88068485,,74
-0.6605029,-0.53921866,0.0877631,-0.23387136,,74
1.0,0.41373682,-0.54804915,-0.9062004,,74
-0.75413483,-1.0,0.85783106,0.052835274,,74
-0.6149847,-0.4348987,-0.42882493,-0.60783815,,74
-0.63901293,0.9747295,-0.35411385,-0.36227104,,74
0.24739826,,,,,74
0.5714432,,,,,74
-0.31998017,,,,,74
0.93624806,,,,,74
0.6381438,,,,,74
-0.5669668,,,,,74
0.8448939,,,,,74
-1.0,,,,,74
-0.9435765,,,,,84
1.0,,,,,84
-0.031312764,,,,,84
0.3870262,,,,,84
0.41772866,,,,,84
-0.82010746,,,,,84
-0.47459593,,,,,84
-0.4289619,,,,,84
0.7753813,,,,,85
0.042363904,,,,,85
-0.87897724,,,,,85
0.25488132,,,,,85
0.8374945,,,,,85
-0.0066500697,,,,,85
-0.6374031,,,,,85
0.9436289,,,,,85
-0.51159245,,,,,85
0.39012587,,,,,85
1.0,,,,,85
0.460586,,,,,85
0.6853949,,,,,85
-0.05987586,,,,,95
-0.6457659,,,,,95
-0.37837204,,,,,95
-0.63942385,,,,,95
0.11941385,,,,,95
0.48254684,,,,,95
0.64018834,,,,,95
-0.29127178,,,,,95
-0.44925645,,,,,95
0.27707872,,,,,95
0.05295503,,,,,95
0.86138177,,,,,95
1.0,,,,,95
-0.56967396,,,,,95
-1.0,,,,,111
-0.85749286,,,,,106
-0.11434297,,,,,120
0.58598495,,,,,120
-0.16758439,,,,,124
-0.37721455,,,,,124
-0.8776393,,,,,124
1.0,,,,,124
0.91476023,,,,,124
-1.0,,,,,124
0.4972882,,,,,124
-0.8243127,,,,,124
-0.895505,,,,,124
-0.47830924,,,,,124
0.17996453,,,,,124
0.1063764,,,,,124
0.1815051,,,,,124
-0.5732369,,,,,124
-0.5277821,,,,,124
-0.073048316,,,,,124
0.82198465,,,,,124
-0.6097318,,,,,124
0.7711688,,,,,124
-0.59889436,,,,,124
-0.770873,,,,,124
-0.10647014,,,,,124
0.7098335,,,,,124
-0.18961212,,,,,124
0.8579621,,,,,131
-0.2957583,,,,,139
0.60257566,,,,,139
0.5450839,,,,,139
0.65561914,,,,,139
0.76440024,,,,,139
0.79858124,,,,,139
-1.0,,,,,139
-0.33374488,,,,,141
0.9209447,,,,,145
1.0,,,,,145
-1.0,,,,,145
0.0652532,,,,,145
-0.9059544,,,,,145
-0.018756561,,,,,145
1.0,,,,,145
-0.0058505684,,,,,145
