L0,L1,L2,L3,L4,Graph
-0.3062956,-0.62095666,-0.91676676,0.5676374,-0.40461105,4
0.8937317,0.8198054,0.40918687,0.56206167,0.37385732,4
0.24548854,-0.17083633,0.02806592,-0.28979662,0.55113804,4
-0.7678877,0.71030563,-0.097843565,-0.2899229,0.008825779,4
-0.576282,-1.0,0.04085221,0.5692363,1.0,4
-0.307352,0.24602681,0.307482,0.093690634,0.14080381,5
-0.71076274,0.94536364,-0.21498773,0.11448866,0.025489897,6
0.10146031,0.26788202,-0.038739406,-0.03429727,0.44433278,10
-0.024108097,0.13327432,-1.0,-0.38064215,-0.60615885,10
-0.13760942,-0.84009737,-1.0,-0.38777077,-0.86397874,9
-0.6324919,-0.7404478,-0.88221776,0.6836004,0.9042503,9
-0.408328,-0.10823035,-0.13959852,0.39146376,-1.0,12
-0.30078292,-0.78704584,0.67843324,-0.038155694,-0.33749565,21
-0.47216904,-1.0,0.20652519,0.80813396,1.0,21
-0.71852297,0.9370304,-0.22122744,-0.4418935,0.76228845,21
0.041695565,0.7947502,-0.45904243,0.88488066,0.44470394,21
0.43112975,-0.9251368,0.521518,-0.19174245,-0.9624772,21
-0.18370016,0.53391886,-1.0,-0.5501982,0.17032564,21
0.33769405,0.29297084,1.0,-0.79402757,0.20846725,21
-0.20444524,-0.6451361,0.44134068,0.68696976,0.42520705,21
0.03588841,1.0,-0.9640877,0.14584434,0.03411986,21
0.0977556,0.79803187,-0.9269036,-0.5253322,0.5411403,22
-0.58055294,0.9606848,0.3306569,1.0,0.40586343,26
0.42775077,0.6902308,-0.08852176,0.93573475,0.7818854,26
-1.0,-0.02149725,-0.2391746,0.72975564,-1.0,26
0.38901395,0.9181411,0.07677772,-0.67228866,0.7955922,26
0.5182204,0.21003938,0.0298228,-0.20099673,-0.7540236,26
-0.9654757,-0.96808046,-0.13856411,0.084679484,-0.05975893,26
-0.20890662,-0.24485266,0.5645966,-0.4311712,-0.84102136,26
-0.056717854,1.0,-0.47795975,-1.0,0.56583,26
-0.2608234,-0.77986497,0.38561976,-0.8468906,-0.9106282,29
-0.6767634,0.4772961,0.64639103,1.0,0.5370716,30
0.9512298,-0.9754467,0.12463002,-0.37858462,-0.741114,33
0.24719195,-0.009055974,-1.0,0.21256587,-0.047453098,35
-0.46858162,-0.8950198,0.8011705,0.29787073,0.53896105,35
0.4528646,-0.8377956,-0.7376892,-0.7217117,-0.6086083,35
0.7802989,-0.2543144,0.40242726,0.80544674,-0.16899136,44
-0.19829518,-0.6134657,0.2791186,0.6812104,-0.809715,44
0.83848953,0.886081,-0.41435018,0.66962564,-0.21368018,44
-0.018381096,1.0,-0.19640693,0.15060738,-0.42503178,75
0.994064,-0.7378965,-0.9862067,-0.31501377,0.39620027,75
-0.8152026,0.037269518,-0.08244229,0.11233052,1.0,75
0.5476086,-0.2397837,0.43311203,0.6228055,0.21640472,75
0.77672756,-0.6356672,-0.16777655,0.21838179,-0.59740746,69
0.70304716,-0.09111059,-0.7377736,-0.25383168,0.13818792,73
1.0,-0.3579672,0.21148811,0.09223367,1.0,73
0.8970864,1.0,-0.14269565,0.43477598,1.0,73
0.38271153,-1.0,-0.5281917,0.02968099,0.25329566,73
0.27088672,-0.011354923,1.0,-0.80112565,-1.0,71
0.4956658,-0.48856628,0.359296,-0.15962037,0.638836,71
-0.2631171,-0.29763883,-0.32376397,-0.086947665,0.32406372,
0.0153879225,-0.5483423,-0.38673276,0.97087073,1.0,
0.5508971,-0.65767217,0.0068339184,0.92055285,-0.009441622,
-0.25331676,0.26831377,0.29933053,-0.44746134,1.0,
0.27070668,-1.0,-0.94285965,-0.9463271,-0.8576395,
0.23659077,-0.5552305,-0.21943924,-1.0,-0.8199594,
-1.0,0.08443654,0.22874781,0.035898313,0.18973973,
0.37399992,0.9287071,0.7187127,-0.76549375,-0.77567434,
0.50818634,0.39969727,-0.8729429,0.047294855,-0.66144454,
0.77024066,0.8754614,-0.078142434,0.58935136,0.9421752,
-0.16014448,0.27163756,0.27478036,0.30038187,0.37489432,
-0.56087196,-0.37067717,0.8064165,0.35932884,0.8804865,
-1.0,-0.7116813,0.073006675,-0.1597172,-0.812218,
-0.98110515,0.01987362,-0.13106911,-0.35358012,-0.6931947,
0.27194336,-0.09014049,-0.8045056,1.0,-0.57132316,
-0.30888802,1.0,0.65394837,-0.14938772,-0.5223912,
-0.45971316,0.14927524,0.62303907,0.1983481,0.52887475,
0.80751663,0.5409816,-0.89413095,-0.4170065,-0.36283708,
0.33387542,0.7622699,1.0,0.2638818,,
1.0,-0.65650624,-0.2049187,0.122366786,,
0.26438433,0.6221135,0.71325773,0.67192155,,
0.8778869,0.82879174,0.2246044,0.3122978,,
-1.0,-0.13369334,-1.0,-0.74634373,,
0.21160138,0.1196921,0.5227039,-0.3190834,,
-1.0,0.9853432,-0.42807627,-0.6314905,,
-0.58877575,0.6473294,0.5448457,-1.0,,
-1.0,-0.8328278,-0.37435412,-0.3852284,,
-0.28720546,-0.30672672,0.28405854,0.8830195,,
-0.87918687,-0.41423953,-0.39644602,-0.9100536,,
-1.0,-0.40435758,-0.29423213,0.665625,,
-0.9591759,-0.52374685,0.7453871,0.6537821,,
0.41459975,-1.0,-0.78407395,0.11109279,,
-0.36533308,-1.0,-0.27237433,0.12291592,,
-0.9036193,1.0,-0.5282712,-0.6491197,,
-0.44780725,0.7099885,0.79145384,-0.4744441,,
0.029053807,0.3118025,-0.09782016,0.053103685,,
-0.33079425,0.35133517,-0.25912258,-0.8897978,,
0.7200613,1.0,-0.113138795,0.19034758,,
-0.8321342,-0.4635291,0.28181756,1.0,,
-0.85171473,0.66313964,-0.731082,0.47184002,,
0.015234731,0.16648817,-0.15596706,-0.657852,,
-0.5104841,0.6204102,-0.23264268,0.27612182,,
0.014523938,0.72809047,0.86656666,1.0,,
0.37438393,0.4071653,0.0711492,-0.15172257,,
0.6131319,0.7211577,-0.55581814,-0.1319386,,
-1.0,-0.29288277,-0.21917294,-0.42083246,,
-0.6536312,-0.5210346,0.565104,-0.703081,,
-0.56849587,0.61546123,-0.8825547,-0.15629736,,
-0.6047772,-0.7715633,0.42679664,0.82728213,,
-0.11357048,0.5049293,-0.2758466,0.92103255,,
0.119062714,-0.54244286,0.70199424,0.080942035,,
0.40270486,0.3142991,-0.67283505,-0.75340927,,
-0.14662716,-0.6363213,0.2574931,1.0,,
0.31058714,0.5267277,-0.82138294,0.78991413,,
-0.5607718,-0.9839503,0.3161565,-0.5922221,,
0.49049678,0.67432284,0.9202428,-0.6689754,,
0.6463069,0.026066482,0.021525428,0.41387352,,
0.8462178,0.47884408,0.9289094,-0.40865797,,
0.007240951,-0.23701225,0.36376226,-0.98791444,,
0.71638614,0.66631746,-0.20874572,-0.98819613,,
0.6358361,-0.57165873,-0.43544346,1.0,,
0.76217395,-0.96450806,0.34494457,-0.22306326,,
0.24478276,0.48639435,-0.30431712,-0.73608005,,
-0.30052745,0.7730769,0.52902246,0.9874724,,
-0.031352997,-0.522928,-1.0,0.13168886,,
1.0,-0.97614074,-0.41675025,-0.22821641,,
1.0,-0.0027166307,0.6073316,-1.0,,
0.94577485,0.50556463,-0.08551708,0.5411097,,
-0.012613118,1.0,-0.2381899,-0.26991102,,
-1.0,0.29976526,0.30557445,-0.49415958,,
0.3637919,-0.040097296,0.049931716,0.8671925,,
-0.27041578,-0.34178248,0.08556753,-0.45965064,,
0.751963,-0.42973492,-0.3480358,0.9995534,,
0.6166415,0.5509483,-1.0,-0.055911362,,
0.21697113,-0.048051704,0.8091443,-0.66073585,,
-1.0,-0.59275895,-0.27531508,0.5031885,,
0.46225074,-0.3883201,0.9284892,-0.51183337,,
-1.0,-0.7940572,0.48377714,-0.25418916,,
-0.551008,0.29874858,0.32933578,0.57589406,,
0.5525438,-0.9277393,0.49153528,-0.895389,,
0.1083547,-0.5897381,-0.016208418,-0.6470251,,
0.60565335,-0.25907815,0.8844559,-0.41499352,,
0.3805002,-0.47570655,-0.258406,-0.17941085,,
0.2687034,-0.49382302,0.0022715032,0.3493835,,
0.887388,0.056336284,0.8464377,0.621029,,
-0.061215162,0.61984664,-0.6555464,-0.43663684,,
0.5966626,0.81186056,0.13407794,-0.50868064,,
0.9338335,-0.08480627,-0.8534162,-1.0,,
-1.0,-0.66846675,-0.4757973,-0.96419835,,
0.8070309,-0.45021376,-0.102703914,0.9351363,,
-0.42803347,0.6147668,0.1337117,0.37554795,,
0.34772003,-0.0331825,1.0,-0.20353621,,
0.5799848,-1.0,0.49011806,-0.20356244,,
