L0,L1,L2,L3,L4,Graph
-0.061763853,0.8411124,-0.09998469,0.27722794,-0.9838349,3
0.42143676,0.30570477,0.98137665,0.09214373,-1.0,5
0.4201813,-0.85526466,-0.5569972,-0.047451288,-0.06606865,5
0.6281605,1.0,-0.5814595,-0.9627788,-0.26054192,5
0.24492359,-0.7157954,-0.099330515,0.034181952,0.8534949,4
0.65535617,0.5762445,-0.41105145,-0.2686875,0.70564425,4
-0.5205241,0.110600404,0.42358232,-0.6250844,-0.21679997,5
-0.7068001,-0.19018058,-0.8616918,0.9367605,0.30333662,5
0.22616255,0.72118556,0.5751722,0.89486223,1.0,5
-0.7447006,-1.0,-0.5111407,-0.91462696,0.8080691,5
-0.33197924,0.066134244,0.87055707,-1.0,0.45918357,7
0.52951443,0.6052108,0.1425643,0.17141344,0.1965191,7
-0.352149,0.191454,-0.43901366,0.3845538,0.37826484,7
0.25806692,0.8963411,-1.0,-1.0,-1.0,7
0.2459975,0.49652988,1.0,0.2023826,-0.1529596,7
0.004823327,-0.46991676,0.6283981,0.9888101,0.58656216,7
-0.015720163,-0.67276454,0.30472863,-0.12133455,0.7994021,7
0.2811881,-0.37706,0.8793449,-0.29600677,0.45805448,7
1.0,-1.0,0.49819952,0.48904538,0.48488235,7
-0.8587482,0.8593276,0.3962459,-0.33821344,0.80087495,7
0.07298615,0.21780482,0.8645524,-0.38890734,1.0,7
-0.7141458,-0.6122845,0.46522957,0.79465145,0.37992153,7
-0.28310862,0.8576559,-0.06638962,-0.7988956,0.56053823,7
-0.92165744,-0.533548,-0.6819746,-1.0,0.80626714,7
0.6925688,-0.17872068,-0.98507154,0.119389325,-0.790648,7
-1.0,0.63021207,-0.47016332,-1.0,0.40151256,7
0.19601135,1.0,-0.2559695,-1.0,0.87398267,7
1.0,0.44996327,-1.0,0.50262296,-0.9395361,7
-0.82183623,-0.38812342,0.41596735,0.47816974,1.0,7
-0.3110953,-0.5627668,-0.6217043,-0.14047861,-0.7561465,7
0.7869057,-0.8659493,-1.0,-0.5018297,1.0,8
0.82227695,-0.976349,0.7111088,0.031016618,-0.6573819,8
0.7273973,0.529951,0.43614307,-0.22139315,0.7401741,8
-0.7192021,-0.45674247,0.41179416,0.5466448,0.08563042,8
-0.5519457,0.93917423,-0.53715813,-0.7267337,-0.8254102,8
1.0,0.4563452,0.7100214,-0.7948022,0.3000189,8
0.40743372,-0.05474124,-0.59728414,0.43309373,0.8973754,8
0.3445362,0.4757523,-0.4590628,-0.6679094,-0.9190323,8
-0.48370445,-0.908032,0.38891906,0.72870976,-0.027592659,8
-0.672618,0.46255174,0.46683976,0.4867068,0.5599688,8
-0.080041155,-0.73250645,-0.3062529,-0.21431448,0.38546938,8
-0.89283586,0.3544179,0.6261016,0.5048424,-0.63267905,8
-1.0,-0.87547976,0.5618328,-0.304732,-0.32712924,8
0.13321397,-0.91586924,-0.31838465,0.4368335,-0.85472226,8
0.33281696,0.86436796,-0.5360799,1.0,0.22759336,8
0.67143834,0.27583843,-0.19263974,-0.091097966,0.26633742,8
-1.0,-0.3638656,0.8103231,-0.56138587,0.9887744,8
-0.1736379,0.25343952,0.154766,0.5228797,0.41254646,8
0.11881157,-0.1402885,-0.00816752,0.3846806,-0.36085156,8
-1.0,0.91413254,1.0,1.0,-1.0,8
0.35344183,-0.45251662,1.0,-0.53588617,-0.058106847,20
-0.57780623,-0.92169344,0.5099214,1.0,-0.5552582,25
0.7253515,-0.45977744,0.056497335,-1.0,-0.83600056,25
-0.6257366,0.69637585,0.20008042,-0.5652001,0.7039313,25
-0.69978386,0.54225504,1.0,-0.038115807,0.33634087,25
0.07558364,-0.4117085,-0.57116055,-0.57035094,-0.25951645,30
1.0,-0.46926653,-0.01717323,-0.40195426,0.2755847,30
0.754001,0.6512948,0.9405624,0.16735443,-0.31596652,30
0.758254,0.16482899,-0.20505515,-0.20068467,0.043948114,30
-0.9906329,0.7264502,0.08201323,0.4482919,-0.53897685,30
-0.08152941,0.23999728,0.9409374,0.546765,0.17989182,30
-0.093532294,-1.0,-0.9128953,0.32130447,0.38759172,30
-0.0025767498,0.009096906,0.25961307,0.31391263,0.59497046,34
0.521013,0.28774944,-0.71498406,0.6668967,-0.1961169,35
-0.69959986,-0.6078558,0.43622795,0.87282866,-1.0,35
-0.38616553,0.31759018,-0.28051585,0.06216748,0.9974492,43
0.11857684,0.5837534,0.25452203,-0.5288344,-1.0,47
-0.8049974,0.15230334,-0.69722885,-1.0,-0.42742053,47
0.391766,-0.99822956,0.5696385,-1.0,,47
-0.43014202,-0.48392043,-0.0066812187,-0.95087236,,47
0.8929032,-1.0,-0.49131396,0.87021834,,47
-0.106814116,-0.6488538,-0.4735653,0.53380656,,47
0.5704347,0.68499887,-0.98508537,0.35908327,,47
-0.40415862,-0.6700933,-0.46292418,-0.82876897,,66
-0.06625058,0.8472286,0.5004104,-0.00587894,,66
0.054126292,0.84810144,-0.4094665,-0.5261297,,66
-0.17645885,-1.0,0.013609067,0.7643407,,66
0.24674779,-0.24684358,0.10173071,-0.6801311,,66
-0.78489244,-1.0,0.3800103,-0.24365339,,66
-0.035083964,-0.4749214,-0.84756327,0.18828946,,66
0.80897576,1.0,-0.33920857,0.27025282,,66
-0.41993317,-1.0,0.7500397,0.20883383,,66
0.59479684,-0.58669144,0.6752881,0.8546035,,66
-0.8452655,-0.034879398,-0.05727061,-0.004494749,,66
-0.23524761,-0.021276593,-0.5573555,0.42434335,,66
-0.63914406,0.28583294,-0.59113437,-0.10258818,,66
0.12997472,1.0,0.19665286,-0.352857,,66
0.040438123,0.7199513,1.0,-0.11647316,,72
0.9678339,0.28027007,0.55329156,1.0,,72
-0.7051787,-1.0,1.0,-0.5260098,,72
0.8343341,0.6511222,-0.28159708,-0.48995322,,72
-0.28963006,0.14794938,0.3160024,-0.2732656,,72
0.08616254,0.84884775,1.0,-0.3944354,,72
0.02534112,0.1715714,-0.07387657,0.26673368,,72
-0.56435007,0.67606086,-0.07783948,0.95376885,,74
0.27083552,1.8389896E-4,0.95911634,-0.74274725,,74
0.17775652,0.38476497,-0.19872186,-0.15435508,,74
-0.55879974,-1.0,-0.28824574,0.23013276,,74
-1.0,-0.47839865,0.18929525,0.73410875,,74
-0.45261255,0.795172,-0.22148308,-0.3788386,,74
0.621096,0.71519226,0.49127555,-0.09829503,,
-0.20184141,-0.66891587,0.8557988,-0.75909877,,
-0.45615965,-0.4492706,0.77071,-0.40793717,,
0.9815199,-0.11267252,0.5815164,0.326495,,
-0.7075728,0.22450227,-0.30896688,0.37250456,,
0.06310484,0.16841033,-1.0,0.5055388,,
-0.65233505,-0.0025212169,0.07498562,-0.063759044,,
0.397723,-0.14754613,0.3110258,-0.79099673,,
-0.83481246,-0.23955637,-0.63429916,-0.081174135,,
-0.81260026,0.121132195,0.065510705,0.51272583,,
0.975575,0.1567235,-0.808123,-0.21498704,,
0.5763732,0.72069097,-0.37960163,-0.6167848,,
1.0,-0.60414433,1.0,-0.3030537,,
0.8021032,0.31500345,0.7859206,0.70656395,,
0.65232664,0.058111235,0.81112987,-0.16621946,,
-0.37665993,-0.8112731,0.083677955,0.5885607,,
0.2850083,-0.67858857,-0.6959647,-0.11943401,,
-0.642324,0.6449534,-0.7205954,-0.03856923,,
0.56384,-0.81202817,-0.42284793,0.1114026,,
0.54335374,-0.6917183,-0.9302006,-0.502083,,
0.6051353,0.066964254,1.0,-0.20586368,,
1.0,0.17697483,-0.13706514,0.2285457,,
-0.05943587,-0.9232239,-0.7447157,-0.28839287,,
-0.055099815,-0.6153028,-0.6932719,0.30184495,,
0.95928514,1.0,0.23461226,0.68639207,,
-0.22741663,-0.83349526,-0.86752045,0.6288179,,
0.0032583177,-0.15975817,0.3398198,-0.6946372,,
-0.13849571,-0.4878412,-0.23339888,0.15479532,,
-0.21954723,0.9187187,0.27811974,0.52368045,,
-0.5692431,0.82423407,0.9810971,-0.95454687,,
0.64259446,0.44969508,-0.5624013,0.43689173,,
0.7963581,-0.70215553,-0.86489135,0.5672495,,
-1.0,0.38915902,0.4332763,0.80125475,,
0.3355356,0.49420053,0.7802887,-0.48608032,,
0.79308337,0.24296665,-0.86903644,-0.29129022,,
-1.0,-0.35189673,-0.55836606,1.0,,
0.8096177,1.0,-0.0826416,-0.33343863,,
-0.41873282,-0.12811667,-0.42643645,0.68720007,,
-0.8632398,0.46545395,0.695246,-0.7197945,,
0.36074343,-0.32094827,0.005676467,-0.73302144,,
-0.3627451,0.46845555,0.8505782,0.021095842,,
0.6958102,-0.9608457,-0.056942407,0.039050713,,
0.50367224,-0.5362051,0.40123942,-0.18029529,,
-0.27838215,0.42931682,0.16889165,0.8067127,,
0.08896202,0.88759094,0.5978121,-0.4280766,,
-0.68921846,-0.29146728,-1.0,0.1573674,,
-0.23412733,-0.5645292,0.10409425,0.7999063,,
0.10061358,-0.3131718,0.86927366,-0.79631686,,
-0.94464326,-0.7961247,-0.78610694,0.04539956,,
-0.82774395,-0.6711385,0.89267135,0.016626209,,
0.01585859,1.0,-0.008718133,0.18764871,,
-0.27066153,0.9419701,0.22421749,0.7283041,,
0.15731087,1.0,-1.0,0.14478418,,
0.6798257,0.057701953,-0.5179327,-0.8591759,,
-0.76541984,-0.288746,-0.71758556,0.18956701,,
0.065272085,0.83156145,0.57672256,0.962058,,
0.73644125,-0.4516385,-1.0,-0.12575915,,
0.9381428,0.07305769,-0.7765435,0.79329884,,
0.19711685,1.0,-0.5685736,-0.4151271,,
1.0,0.8559127,0.35466048,0.4248114,,
-1.0,-0.2040448,0.8409045,-0.54175794,,
0.92900103,0.85919994,0.19641842,-0.27595517,,
-0.12168339,-0.14027396,1.0,0.60507154,,
0.069938704,0.25423038,-0.3665422,-0.18934786,,
0.5780437,0.17628807,0.16502984,0.9735658,,
-0.4536944,0.25845635,0.9413025,0.20858353,,
0.4343529,0.94299763,-0.50911754,1.0,,
0.6065838,0.31494692,-0.76000094,0.40632775,,
0.6494008,0.7358965,-0.20997262,0.77688223,,
-0.46457523,-0.07271916,0.82165056,-0.06767127,,
0.69406724,0.68924785,-0.87781405,0.122510664,,
0.34068713,-0.82779336,-0.57686216,0.69770646,,
-0.33645165,-0.68763095,-0.4421839,0.62632924,,
0.95065475,0.07936811,1.0,0.5377501,,
0.90246606,-0.54602855,0.38432598,-0.8249072,,
-0.26918125,-0.8082046,-0.5705919,0.4815047,,
-0.44734973,-0.26247135,0.68664753,0.46687648,,
1.0,-0.2971478,0.7344284,0.7590916,,
-0.5973208,-0.109920084,0.55986977,0.93682456,,
-1.0,-0.2693595,0.7960868,-0.02570954,,
-0.63637227,-1.0,-0.1894033,-0.577074,,
0.85478115,-0.91555816,-1.0,0.31383145,,
0.8199207,0.41244587,0.27237093,-0.9660875,,
-0.21402481,0.7424867,0.55893046,-0.20088051,,
-0.32434952,-0.60219264,1.0,-0.11677365,,
-0.61192024,0.57979333,-0.3830614,0.49812225,,
-0.3091695,-0.22700071,-0.8130505,-1.0,,
-0.116410084,-1.0,0.7648445,1.0,,
