L0,L1,L2,L3,L4,Graph
0.8894037,-0.7524774,-0.015067227,1.0,-0.7313409,3
-0.28045833,-0.13916418,0.51324934,0.10796112,0.2453511,4
-0.35141882,0.68069226,0.31258065,-0.71501416,-0.03502921,5
-0.25565082,-0.6283529,-0.5013895,0.5085565,0.2581954,5
0.09422138,1.0,-0.75070643,-0.369628,-0.8964121,5
0.48669034,1.0,0.44635028,-0.6223469,0.10734373,6
0.94167536,0.6801467,-0.2978446,0.13016954,-1.0,6
0.12787789,-0.17677855,-0.5509801,0.36211687,-0.12457562,6
0.7304432,-0.3434106,-0.5719757,0.02914755,0.62122536,6
0.40305364,0.1137566,-0.8920601,-0.07391978,-0.35902122,6
-0.10119951,-0.9241682,0.5059615,0.151068,0.12647492,6
1.0,-0.30503023,0.03534771,-0.24220228,-0.17620806,6
-0.031894766,0.9155488,0.22982697,0.41662914,-0.18848783,6
0.6154529,-0.5761088,0.44229063,-1.0,-0.14918837,6
0.6794255,0.78898054,-0.8728341,1.0,0.5669924,6
-0.08088631,-0.6252625,-0.0061886087,0.103102714,-0.9402427,6
-0.21560605,-0.60865057,0.41777998,0.45146966,-1.0,6
1.0,-0.88209915,-0.09164886,1.0,-0.6784462,7
0.3639443,1.0,-0.5328635,-0.05968842,-0.6718457,7
-0.39101493,-0.15502971,0.7003944,0.40581155,-0.15275154,7
-0.8577342,0.82899606,0.19624475,0.5539895,0.024979845,7
-0.70435804,0.4258976,-0.06884545,0.39942533,0.931962,7
0.6517498,0.013257265,0.23415953,-0.26938057,-0.16228405,7
1.0,-0.5104992,-0.31550896,0.118757784,-0.6068212,7
-0.24123332,0.72523236,0.35541272,0.5492903,0.5708784,7
0.7442931,-0.8209572,-0.6407347,0.061767936,-0.04013121,7
-0.2833845,-0.41847163,-0.9079504,0.5451919,-0.3030052,7
-0.2954173,-0.1550263,0.13008237,0.29514825,-0.45370892,7
-0.582177,-0.7011405,-0.57569873,-0.34293425,-0.6335573,7
0.15199414,0.5750046,-0.2812364,-0.80696017,-0.23332873,7
0.8972392,0.509669,-0.50791675,0.09372522,-0.010436043,7
-0.6259713,-1.0,0.7498375,0.30671668,-0.83214307,7
-0.5880728,-0.6650518,0.03190334,-0.42849365,-0.5872024,7
0.09545815,-0.54712105,-0.5487148,-0.8367618,0.11040454,7
0.08604431,-0.39034468,-0.16344202,-0.78243685,-1.0,7
-0.43133235,-1.0,0.33527786,-0.9133893,-0.46443942,7
0.014312774,0.82122445,-0.102045484,0.30183262,-0.40068024,7
