L0,L1,Graph
-0.63979065,-0.042239994,5
0.021009183,-0.4490288,5
0.386349,-0.11339474,8
-0.11710621,0.33855563,13
0.69447,0.15134084,21
-0.18239383,-0.067825645,21
-0.4323935,-0.51608795,18
-0.61241204,0.5305996,23
1.0,-0.55868036,24
-0.7437905,0.28983027,24
0.6119646,0.7844417,24
0.42973563,-0.23995256,25
-0.8543554,-0.1262855,23
0.4990854,0.005563259,33
0.5930209,0.28763688,33
0.07492414,0.6933131,34
-0.0033129454,-0.7786314,52
0.13075924,1.0,52
0.42380863,0.6487976,52
0.36858934,-0.8594613,65
-0.6991676,-0.008206839,65
0.8719903,-0.8534266,65
0.5652937,-0.2545055,65
0.41972446,0.803916,65
-0.52761704,-0.2640377,71
-0.7001415,-0.49135518,75
-0.58655334,0.9147241,75
0.9658914,0.7554538,76
0.5214192,-0.76170635,76
0.81296617,-0.35227665,77
-0.5047675,-0.6500511,77
-0.7491821,-0.5509347,77
-0.23087764,1.0,77
-0.44314873,-0.102638386,77
-0.42597204,0.5267417,77
-0.25322878,-0.7331141,77
0.81342494,0.6279367,77
-0.019384235,0.4116303,77
1.0,0.026311565,77
0.15628824,0.5680967,77
0.4060356,-0.061033495,77
-0.75547516,-0.66008276,77
-0.9486005,0.5456766,77
0.5801824,-0.6031902,75
-0.88684875,0.4557654,75
0.5339917,-0.9557097,75
-0.7500993,-0.6850822,75
0.78025484,-1.0,75
-1.0,-0.31340224,75
0.7218523,0.46813965,75
0.77799326,0.52503204,
0.80955553,0.04701957,
0.61662555,0.6028721,
-0.21090996,-0.5409072,
-0.15274855,-0.68027514,
-0.5752359,0.070899546,
0.39708534,0.44404417,
-0.10460031,0.6639862,
-0.04923279,-0.19682042,
0.042347133,0.70168054,
0.14068535,-0.41319624,
0.61564815,-0.86980516,
-0.012711581,-0.79325396,
0.44361627,0.03527106,
0.473509,0.009973019,
-0.7032815,0.49436468,
0.06561996,-0.3690828,
-1.0,0.41944745,
0.71764094,0.89999664,
0.24942195,-0.16974981,
0.8224845,0.163764,
0.6479237,0.81084216,
-0.3175578,-0.74534255,
0.5189614,-0.2870629,
-0.8022366,-1.0,
-0.094404206,-0.77399445,
0.9537515,0.37014574,
-1.0,-0.7049202,
-0.7254849,-0.0033086538,
-0.11157103,0.29177216,
0.3827312,1.0,
-0.52699256,-0.55809057,
-0.09739034,1.0,
-0.23166709,-0.6118694,
1.0,0.8808588,
-1.0,0.6270038,
-0.6133615,0.28270298,
-0.7367351,0.049152404,
-0.35804802,0.47248423,
-0.18175828,-0.7058988,
-0.785565,0.26190516,
0.26661807,0.7561394,
-1.0,0.5784814,
-0.45262223,-0.45527002,
-0.9164443,-1.0,
0.65443766,-0.5907936,
-0.20747226,0.17730698,
0.2155402,0.8705783,
0.89277464,-0.07459947,
0.40921414,0.52852416,
0.35022792,,
1.0,,
-0.67564267,,
0.9389162,,
0.87761503,,
0.17554006,,
0.6232615,,
-0.12915006,,
-0.6776849,,
-0.34248397,,
-0.7943398,,
0.9217837,,
1.0,,
-0.66390944,,
-0.22458866,,
0.008657783,,
0.6323128,,
0.36813283,,
-1.0,,
-0.7595933,,
-0.17830889,,
0.33126825,,
0.31332633,,
0.46078995,,
0.83933634,,
-0.7252351,,
0.7839781,,
-1.0,,
-0.3194152,,
0.15179557,,
0.837625,,
0.561876,,
-0.06793214,,
0.039583832,,
1.0,,
0.6481713,,
0.1692883,,
-0.82645977,,
1.0,,
0.5063878,,
0.048873447,,
1.0,,
-0.40856314,,
-1.0,,
-0.090780966,,
0.37796575,,
0.10483748,,
-0.3907026,,
-0.11559108,,
0.12208326,,
0.26972717,,
0.951343,,
0.06324299,,
-0.743135,,
-0.541259,,
-0.9854056,,
0.033443272,,
-0.5860089,,
0.40623498,,
-0.0065279007,,
0.35576534,,
0.31736428,,
-0.008597925,,
0.74837166,,
-0.053673834,,
