L0,L1,Graph
0.38437048,0.18253532,3
1.0,-0.082698,6
-0.73887694,-0.821874,6
0.9853985,0.50867504,6
0.2646735,0.83168495,7
0.71866626,0.49456188,7
-0.03739751,0.82463354,9
-0.6583121,0.7774304,13
-0.54827935,0.1160267,14
0.5267118,-0.9602146,18
0.08670738,1.0,18
-0.6036272,-0.5270765,18
-0.48635307,0.69727767,21
-0.7411858,0.7179216,25
-0.68453234,0.39219034,27
0.35949516,-0.19611892,27
-0.82011944,-0.35368583,31
0.6530448,0.8701529,34
1.0,-0.9923692,34
-0.31530765,0.017937362,34
-0.28053975,-0.8766184,34
0.56096005,0.11532023,34
-0.113610536,-0.5545303,34
1.0,-0.5014634,40
-0.1213288,-0.2916817,40
-0.44983476,0.9508879,51
1.0,0.13573822,51
0.6240214,-0.47023976,51
-0.74534166,0.6279259,51
-0.40794122,-1.0,50
0.67750144,-0.637606,50
0.8918862,0.8085308,50
-1.0,0.25888097,50
-0.9713397,-0.54694927,58
-0.62166864,-0.005119294,53
0.18427497,-0.7436411,53
-0.2299392,-1.0,53
-0.31698626,-0.62245953,53
-0.97465736,0.066793434,53
-0.86549634,-0.5457171,53
-0.6108076,0.69951874,53
-0.8927519,0.6572159,53
0.16443619,0.23955518,53
0.77600443,-0.50019336,66
-0.8633876,0.43026596,66
-1.0,0.88536245,66
-1.0,0.22207811,58
-0.69180363,0.10349393,58
0.3835127,-0.21968056,58
-0.71030456,0.85019565,58
-0.9102564,-1.0,
-1.0,1.0,
-0.9666547,-0.971573,
-0.30696723,0.9485211,
-0.03079912,0.63847566,
0.47448918,0.326903,
-0.9835202,-0.8530693,
-0.047656372,-0.05220353,
0.67087376,-0.96190983,
-0.6023799,0.45123366,
0.37084585,0.8996575,
0.9384039,0.52502006,
0.38951388,0.45141152,
-0.40833327,-0.5226311,
-0.635165,-1.0,
0.69660467,-1.0,
-0.23920369,-0.9849638,
0.8478749,0.698465,
-0.21583702,,
0.51976573,,
0.6534196,,
0.17100583,,
0.78918576,,
0.4709574,,
-0.8139673,,
-0.993033,,
0.10597369,,
0.42639136,,
0.06931302,,
0.015402511,,
-0.5652551,,
-0.51280534,,
-0.06661922,,
-0.3320012,,
0.7469392,,
-0.9771422,,
0.32552528,,
0.6880392,,
0.31685823,,
-0.39296788,,
0.88046956,,
0.16202658,,
0.31455192,,
0.06051579,,
0.5543525,,
0.60127956,,
1.0,,
0.82428634,,
0.5586049,,
0.29925707,,
0.5673193,,
-0.665624,,
0.7194035,,
-0.17601751,,
0.54211813,,
-0.28161472,,
0.940277,,
1.0,,
0.8997869,,
-0.20367694,,
-1.0,,
0.29804006,,
0.064389005,,
-0.84607184,,
0.22803831,,
0.8375218,,
0.49676716,,
0.08260381,,
-0.24839294,,
-0.48130247,,
-0.8422844,,
-0.2886002,,
0.5204077,,
0.043673147,,
-0.6108274,,
-0.01231589,,
0.124594554,,
-0.6682661,,
0.05223126,,
-0.031162217,,
0.27970022,,
-0.80148304,,
-0.79973626,,
0.70883703,,
-0.13089627,,
0.61070544,,
0.03486165,,
0.56246656,,
-0.7708876,,
-0.6318733,,
0.5774916,,
-0.986859,,
-0.69282407,,
-0.6142763,,
-0.6831131,,
-0.42186227,,
0.051575348,,
0.009196222,,
0.43751514,,
-0.3661661,,
1.0,,
-0.71465355,,
-0.79294795,,
0.034896336,,
0.95041686,,
1.0,,
-1.0,,
-0.28120154,,
-0.30601707,,
-0.345093,,
0.21555959,,
-0.8778702,,
0.2884595,,
0.5084287,,
0.93099564,,
-0.16770625,,
-0.9160219,,
-0.90958077,,
-0.35739732,,
1.0,,
0.7102989,,
-1.0,,
-0.04426527,,
-1.0,,
0.83877826,,
1.0,,
-0.65159273,,
-0.55138195,,
-0.88034093,,
-0.110903665,,
-0.65117735,,
0.40425044,,
0.8290934,,
-1.0,,
-0.42712986,,
-0.14480293,,
-0.93357813,,
0.6206763,,
-0.9140096,,
0.569615,,
0.31682187,,
0.27896753,,
-0.4496486,,
0.6677275,,
0.7496458,,
0.31168398,,
0.69843143,,
0.35393047,,
-0.4806832,,
0.407822,,
0.25115025,,
0.8286571,,
0.31512445,,
0.31091183,,
-0.23315746,,
0.3238541,,
0.48563218,,
-1.0,,
0.19861329,,
-0.9796906,,
-0.55215794,,
1.0,,
0.6390373,,
0.15759276,,
-0.59051687,,
1.0,,
-0.27307805,,
8.468926E-4,,
0.55678904,,
-0.1994581,,
1.0,,
0.6528151,,
0.51126957,,
0.5770431,,
-0.8353698,,
0.6620643,,
-0.34894028,,
0.20339306,,
0.1377285,,
0.38401747,,
-0.7838206,,
-0.6775022,,
-0.48603094,,
-0.7305837,,
0.7209778,,
0.26230127,,
-0.99447465,,
1.0,,
-1.0,,
-0.59704226,,
-0.58643204,,
0.5509977,,
0.79085565,,
0.96646065,,
-0.06839374,,
0.90968007,,
-0.7729782,,
0.19065085,,
-0.47143558,,
-0.09568773,,
-0.5067066,,
0.36889783,,
-0.47161117,,
-0.72474927,,
0.057172716,,
-0.04041812,,
0.22116002,,
-0.87111735,,
-0.58409065,,
-0.5571741,,
-0.15589204,,
-0.87221026,,
0.19802402,,
0.6525253,,
0.6194038,,
-0.9529727,,
0.42938775,,
0.5546312,,
-0.7250119,,
-0.27740818,,
-0.055504665,,
0.5872977,,
0.90879536,,
1.0,,
0.025820866,,
1.0,,
-0.8429408,,
0.35443416,,
-1.0,,
-1.0,,
-0.8206356,,
-0.035872385,,
-0.63050383,,
1.0,,
-1.0,,
-0.64684653,,
0.45015723,,
-0.9482074,,
0.8923738,,
0.70059276,,
-0.8909209,,
-0.417728,,
-0.5510686,,
-1.0,,
0.7784164,,
0.273466,,
0.17230436,,
1.0,,
-1.0,,
-0.7669834,,
-0.8344201,,
-0.4152661,,
0.31356514,,
-0.41924086,,
0.25122997,,
0.4135742,,
0.7670237,,
0.17011805,,
-1.0,,
0.3168228,,
-0.73607796,,
-0.48603258,,
-0.22164534,,
0.5175897,,
