L0,L1,L2,L3,L4,Graph
-0.9187707,1.0,0.7474953,-0.21544278,-0.4816132,4
-0.111438245,0.5986177,0.65577507,-0.7649749,-0.07181667,4
0.69607586,1.0,-0.9613683,-0.8035672,0.8507976,4
-0.16148548,0.016137987,0.15161473,-0.9844551,1.0,4
-0.5599592,-0.52967286,0.62995785,0.7098904,-0.730152,4
-0.5486344,0.15872246,0.8900056,1.0,-0.7714244,4
-0.3819572,0.038692713,0.5711748,-0.88271505,0.050425146,4
-0.1620704,-0.15559626,0.6092636,0.13033706,-0.39009535,5
0.66915953,-0.95271254,0.49768856,-0.0016613901,1.0,5
0.62451994,0.20979781,1.0,0.061517537,-1.0,5
-0.15422371,0.66804785,0.628913,-1.0,-0.12440345,5
-0.3778144,-0.49589604,-0.27591974,0.64663124,0.38381773,5
0.8705476,-0.91626775,0.22282177,-0.08059204,-0.16413,6
0.26812124,-0.5339823,1.0,0.26271623,-0.25768518,6
-0.5287568,0.3675897,-0.00746575,0.26357466,-0.07749237,6
0.76412475,-0.23065533,0.4578061,1.0,-0.64455897,6
0.14739719,-0.29876846,0.20913666,-0.17595373,1.0,6
-0.16026586,0.98416525,-0.99381495,-0.4021511,0.455246,6
0.6075723,0.123167045,-0.06386247,0.45944673,1.0,6
-0.15044184,0.11900468,-0.6590504,0.95417786,0.9808851,6
-1.0,-1.0,0.16994621,-0.70080036,-0.52046275,6
0.77525365,-0.501679,-0.5920156,-1.0,0.5715774,6
-0.07882692,0.60313857,-0.36836725,0.18958543,0.033070214,6
0.7932687,-1.0,-0.40900022,0.069178924,-0.7819808,6
-0.25741252,0.9638327,1.0,0.98176533,0.3484023,6
-0.3274234,-0.36332625,0.51681054,0.49152005,-0.05375135,6
-0.25301993,-0.76995397,-0.14165126,0.3410689,0.90512174,6
0.8442514,-0.17307572,1.0,0.63846916,-0.9942827,6
-0.97751737,0.5298151,0.19647817,1.0,-0.7562449,6
-1.0,-0.9904633,-0.6123436,0.14321181,0.3799563,6
-0.17456557,-0.6310892,-1.0,0.053866684,1.0,7
-0.7240425,-0.44993484,-0.78505874,-0.47555378,0.5640695,7
-1.0,0.8976182,-0.22875857,-0.37914294,0.37656802,7
-1.0,-1.0,0.07442653,0.45711374,1.0,7
-0.76622885,-0.7534694,0.26482603,0.06070569,-0.29468358,7
-0.12689817,0.8154653,0.41088766,-0.609215,-0.35294983,7
0.85757667,0.8545758,0.30698085,-0.8481503,,7
1.0,0.7108018,-0.024352357,-0.10677996,,7
0.84855473,0.74110085,0.24143386,0.6331845,,7
-0.18317199,-0.23679751,0.2593629,-0.99065506,,7
-0.2114391,0.6523142,0.77361095,-0.32206422,,7
-0.64486986,-0.8148381,1.0,-0.23143384,,7
-0.61719245,-0.85298884,-0.21494931,-0.9837025,,7
-0.23558119,0.64764655,-0.7732517,-0.89081526,,7
1.0,-0.9824879,0.801345,-0.06865706,,7
0.7745726,0.108044095,-1.0,0.49352092,,7
0.16087392,-0.27577126,-0.78316474,1.0,,9
-0.73950195,-0.92610073,0.82859766,0.84014213,,12
1.0,0.2872576,1.0,-0.36403835,,11
-0.7055684,0.6941182,-0.44854802,0.20085812,,16
-0.4041807,0.77793187,0.91312844,-0.18507388,,16
0.49103296,-0.092396975,0.9116462,0.20137395,,16
0.39313918,-0.012405306,1.0,-1.0,,23
1.0,-0.36373836,-1.0,-0.3749772,,23
0.16025446,0.2652927,0.50482225,0.75428754,,50
-0.3972802,-0.9655997,-0.23102391,-0.5513869,,50
-1.0,-0.3936356,-0.6266231,0.27599895,,50
0.07320083,-0.35415632,0.71555966,0.7965187,,50
0.78980345,-1.0,-0.8258164,-1.0,,50
-0.6638902,0.80594873,0.118508995,0.6431956,,50
0.30822343,-0.49885827,0.7495465,0.97570175,,50
-1.0,0.68189996,-0.78879035,0.25689328,,50
0.7522913,-0.85158503,0.13105683,-0.29379338,,50
-0.57456005,0.079743475,-0.69148105,-0.68522143,,50
-0.51974314,0.67487407,0.80241996,1.0,,50
-0.5342513,0.6802081,-1.0,-0.537133,,50
-0.40683782,0.61458087,1.0,0.36772826,,50
0.6167494,1.0,0.74056894,0.8360229,,50
-1.0,0.33036438,0.44530138,6.6787004E-5,,50
-0.5154237,-1.0,0.24263862,-0.67810154,,50
0.3946299,1.0,-1.0,-1.0,,50
-0.29924828,-0.6814837,0.8221201,-0.6610772,,50
-0.7903994,,,,,50
-0.55355906,,,,,50
0.8255303,,,,,50
0.32084295,,,,,50
0.9196141,,,,,45
0.29394412,,,,,55
-0.96153283,,,,,55
0.7755336,,,,,55
-0.8440795,,,,,55
0.71927243,,,,,55
0.3402988,,,,,55
-0.5926421,,,,,55
-0.9763658,,,,,55
-0.4954909,,,,,55
-0.96239126,,,,,55
-0.698164,,,,,55
-0.57031286,,,,,55
-0.6608782,,,,,55
0.8612577,,,,,55
-0.10935791,,,,,55
0.12891796,,,,,55
-0.27157,,,,,55
1.0,,,,,55
0.9042618,,,,,55
-0.44781137,,,,,55
1.0,,,,,55
-0.84716976,,,,,55
-1.0,,,,,55
-0.45050746,,,,,57
0.46148008,,,,,57
-0.48541448,,,,,57
-0.07729849,,,,,57
0.35215735,,,,,73
0.17824027,,,,,73
-0.22485156,,,,,73
-0.11512412,,,,,73
-0.63151443,,,,,73
-0.7876954,,,,,73
0.5466408,,,,,71
-0.76031727,,,,,71
-0.94646436,,,,,71
0.13843027,,,,,71
-0.14136106,,,,,71
-0.74845433,,,,,75
0.35455316,,,,,75
-0.61070913,,,,,75
-0.7396554,,,,,75
-0.09460463,,,,,75
0.13332376,,,,,75
-0.49371818,,,,,75
0.46740443,,,,,75
0.068889886,,,,,75
-0.246184,,,,,75
-0.76931536,,,,,75
-0.30864224,,,,,75
0.10835934,,,,,75
-1.0,,,,,82
0.75746185,,,,,82
0.79075456,,,,,82
1.0,,,,,82
-0.9879526,,,,,82
-0.44718543,,,,,82
-0.47309905,,,,,82
0.47669536,,,,,82
0.016899407,,,,,82
-0.43072438,,,,,89
-0.081278145,,,,,89
-0.002325464,,,,,89
-0.48515046,,,,,89
0.0943321,,,,,89
-0.6406308,,,,,92
-0.072533116,,,,,92
0.98024815,,,,,92
-1.0,,,,,92
-0.36718807,,,,,92
-0.5320668,,,,,92
-1.0,,,,,92
-0.68795204,,,,,92
0.81781685,,,,,92
-0.12281379,,,,,92
-0.061974213,,,,,92
-0.06771867,,,,,92
-0.058247373,,,,,92
0.878022,,,,,92
-0.7911341,,,,,92
-0.5061211,,,,,92
0.99269444,,,,,92
-0.9510552,,,,,92
-0.80991006,,,,,92
0.9708433,,,,,92
-0.56545746,,,,,92
-0.11308641,,,,,92
-0.6493904,,,,,92
0.19630519,,,,,92
-0.14387435,,,,,92
-0.26088566,,,,,92
0.15332705,,,,,92
0.32205498,,,,,92
-0.5066802,,,,,92
-0.30276573,,,,,92
-0.11005445,,,,,92
-0.22932568,,,,,92
0.2595452,,,,,92
-0.34632236,,,,,92
0.7865698,,,,,92
-1.0,,,,,92
-0.39027566,,,,,92
0.25898713,,,,,92
-0.57527965,,,,,92
-0.4098297,,,,,92
0.6833538,,,,,92
0.89173895,,,,,92
-0.11316723,,,,,92
0.1848,,,,,92
-0.26047084,,,,,92
0.073771864,,,,,92
-0.502358,,,,,92
-0.9528572,,,,,92
-0.12460823,,,,,92
0.0014776923,,,,,95
-1.0,,,,,95
-0.4508486,,,,,95
-0.454468,,,,,95
-0.56313485,,,,,95
-1.0,,,,,95
-0.45984894,,,,,95
-1.0,,,,,95
1.0,,,,,95
