L0,L1,L2,Graph
-0.37613615,-0.40847608,-0.19809493,3
-0.09233669,-0.23012978,-0.6208295,4
-0.81569326,-0.14653748,0.82107186,6
1.0,-0.15881845,-0.22434172,6
-0.6024276,0.48316273,1.0,5
0.29778782,0.6237373,0.7268394,5
0.054335594,0.6855861,-0.24794772,6
0.8274141,0.7110807,0.79207075,7
-0.6351793,0.02562277,-1.0,8
-0.42314923,0.8628674,-0.44363064,10
-0.19870618,-0.27274442,-0.50898033,9
-0.2056512,1.0,0.6130396,12
0.38396442,-0.70111835,-0.21290463,12
-0.5319486,-0.37968454,0.1966179,18
0.009475246,0.76006454,0.035216972,18
-0.6278695,-0.36976054,0.38011947,17
0.33662733,-0.14609277,0.15587176,17
0.63731796,-0.28099942,0.055746235,17
0.8707752,0.534968,0.21681459,18
0.53486717,0.94308996,-0.89798975,24
-0.08368322,-0.07792958,-0.8886259,24
0.6036911,-0.75131124,0.9443288,23
0.11388257,0.83370674,-1.0,23
0.4094677,0.76296794,0.3905072,23
0.66862565,0.1601325,-0.15661594,27
-0.17249852,-1.0,0.33604878,28
-0.44881895,-0.16070962,0.8732528,28
1.0,0.19689152,-0.10792604,28
-0.7467474,-0.9481723,-0.5489703,28
-0.50240123,0.1374497,0.770557,37
-0.29134762,-0.061082453,0.024883986,42
0.9717408,0.21631566,-0.6865011,38
-0.5371598,0.42922032,0.32195944,38
-0.42691165,0.25095487,1.0,45
-0.28620994,0.08451571,0.4245522,74
0.3203571,-0.61915207,-1.0,74
0.31940013,0.7964237,-0.14554885,69
0.69421667,0.31750742,0.34773457,69
-0.090964735,-0.630997,-0.3010893,69
-0.5993022,-0.45156723,0.9814047,69
0.2434861,0.23501591,-0.8201583,69
0.65277576,-0.6925091,-0.44791013,69
-0.08171894,0.28298202,-0.76828146,73
0.73399293,-0.45032552,0.13983738,73
0.17339125,-0.57920533,-0.5989529,73
-0.5953588,-0.858461,0.21552648,72
-0.41857943,-0.79647064,-0.640164,72
-0.60797155,0.33026168,0.9772594,81
-1.0,0.21878554,-0.71462554,81
-0.047791883,-0.6242305,-0.9115548,82
0.2224248,0.38496333,-0.11203731,
0.16457477,-0.045292046,-0.024432555,
-0.08560349,-0.7822604,0.04555607,
-0.06557976,0.5352932,-0.45805633,
0.5218556,1.0,0.5507824,
-0.9029739,0.49475515,-0.601962,
0.75345135,-0.47363222,0.14619172,
-0.9738693,-0.42056212,0.8260264,
0.31630647,-0.9497788,0.9952037,
-1.0,-0.6978718,-0.70400226,
-0.44618773,-0.56107444,-0.47091654,
0.31722772,0.3614038,-0.17605025,
1.0,0.95352286,0.49225208,
0.29897678,0.98578185,0.19711071,
-0.7591466,0.56181836,-0.9578997,
-0.45542082,-0.3574538,-1.0,
0.04896733,-0.8819107,0.35972163,
0.75886804,-0.5359392,0.4092405,
0.7955848,-0.3113027,-0.37813842,
-0.8373719,0.9242623,0.3086276,
-0.8857144,0.8843818,-0.24676232,
0.23676026,-0.6729555,-0.3942939,
0.7520201,0.8572271,0.18291199,
-0.5223105,0.11805755,0.05917144,
-0.64117366,0.28107968,-0.17794229,
0.9864532,-0.59067714,-0.39647332,
0.5560528,0.04459454,-0.6193529,
0.6869851,0.5513945,1.0,
0.44963497,-0.34417847,0.4370602,
0.012835115,0.56135905,-0.02207999,
0.96564853,0.48583513,0.049170464,
0.42438254,-0.6857624,0.29429612,
-0.050095454,-0.12682314,-0.46124688,
-0.082566805,0.9195017,-0.20626628,
-0.3860314,1.0,-1.0,
-1.0,-1.0,0.94868493,
0.10177305,-1.0,0.84962857,
0.5547243,-0.92070735,-0.3534431,
0.0061884783,0.84664243,0.83424467,
-0.40263134,0.5750101,-0.0947379,
-0.15998366,0.5499228,-0.8602836,
-0.8546933,-0.5202278,-0.09526944,
-0.5197028,-1.0,-0.11336598,
0.7225634,1.0,0.9897251,
0.51642567,0.08390272,0.12014294,
-0.82242143,0.3033985,-0.23112893,
-0.5466444,-0.5540741,-1.0,
0.064707704,-0.15662283,-0.10715693,
-0.3387086,-0.30708903,0.0041763783,
0.81199574,-0.4397125,-0.54519475,
0.0646441,0.052288055,,
-0.41739562,-0.57109535,,
0.8086617,-0.071710065,,
-0.1614718,0.12997355,,
0.47733665,0.0442278,,
0.50546575,-0.20347583,,
0.68098545,0.036834538,,
-0.44141287,0.7087682,,
0.54630524,0.028272778,,
0.35472083,0.7742808,,
-0.795283,0.5691922,,
-0.7225568,1.0,,
0.53790796,-0.3729022,,
-0.40673667,-0.44379112,,
0.5346037,-0.16591822,,
0.37262014,-0.42407122,,
0.3279458,0.7665075,,
-0.9678406,-1.0,,
-0.656769,0.46971816,,
0.40331703,1.0,,
0.21770859,0.26251402,,
-1.0,-0.44381997,,
0.62602186,-0.47479486,,
0.1582182,-0.27110445,,
-0.75465524,0.09542423,,
0.53765965,-0.22822511,,
-0.6652105,0.6791386,,
-0.09144859,0.9238606,,
0.4956349,0.34401485,,
-0.8309865,0.9323817,,
1.0,0.0836298,,
-0.8186792,0.60711277,,
0.57448554,-1.0,,
0.25761122,1.0,,
-0.54232883,-0.5598936,,
0.41977167,-0.29754925,,
-0.7381953,0.13925788,,
0.56063724,-0.4110971,,
-0.37319946,-0.9134971,,
0.278803,0.3079536,,
0.2752126,-0.78277814,,
0.56794465,0.57075316,,
0.58008647,0.099404104,,
-0.33937186,-0.23968221,,
-0.8026842,-0.119722694,,
0.6349251,-0.7792656,,
0.4044438,0.91701853,,
0.31978187,-0.5502337,,
0.62068486,0.5996846,,
-0.81149364,0.01705861,,
-0.18557829,-0.83755493,,
0.79570127,-0.25793716,,
0.9855182,-0.54045814,,
-0.59443045,-1.0,,
0.7682127,-0.008886598,,
0.23358588,-0.43726015,,
0.9871289,0.7790966,,
0.74828804,-1.0,,
0.3716189,-0.7377559,,
0.45434484,1.0,,
0.9237305,0.7381489,,
-0.31452277,0.33734852,,
-0.6702069,0.059238374,,
0.5474677,-0.27201864,,
-0.5476367,-0.47678763,,
-0.30821955,-0.4270417,,
-0.23530856,-0.38172188,,
0.38329804,0.12591583,,
0.25351086,-0.8855791,,
-0.30466172,-0.11720465,,
-0.08037624,0.5212969,,
-1.0,-0.29807425,,
0.36440897,0.9937237,,
0.052841425,0.4170252,,
-0.23197478,-0.92272437,,
0.48679376,-0.11021325,,
-0.3838641,0.72124314,,
-0.17679115,-0.061386727,,
1.0,-0.9390876,,
0.72962606,-0.052399255,,
-0.4444605,0.51741946,,
0.9425773,-1.0,,
0.38210467,0.17150342,,
-0.4847604,-0.7814631,,
0.47129,0.22005075,,
-0.11765207,0.6252303,,
-0.8228023,0.23450708,,
-0.3535167,1.0,,
0.110075876,0.77896094,,
-0.19382828,-0.009486973,,
-0.89587426,0.3777634,,
1.0,-0.18034676,,
0.6088648,-0.23139092,,
-0.096643835,-1.0,,
0.2181174,0.4550573,,
0.27581108,-0.29097968,,
0.09986104,-0.5057179,,
-0.40504473,0.005202003,,
0.30324546,0.8807708,,
0.35328853,1.0,,
-1.0,0.7193717,,
-0.65552396,-0.898245,,
0.7700585,0.6457601,,
-0.3683491,0.55305815,,
-0.7723126,-0.7123729,,
0.7409705,-0.28798547,,
-0.2395933,-0.10709208,,
0.835281,0.5047455,,
-0.24291277,-0.8673715,,
-0.14910832,-0.9928466,,
-0.84322995,-0.095268264,,
-0.35170832,-0.40910092,,
0.13074684,0.88683903,,
-0.97685266,-0.65441465,,
-0.72939533,-0.461447,,
