L0,L1,L2,L3,L4,Graph
-0.92772585,0.19286212,-0.49519634,0.56714886,1.0,4
-1.0,-0.6798105,-0.6814625,-0.70111215,0.24690965,5
0.34736988,-0.5324172,-0.57435906,-0.72218126,-1.0,5
0.15493941,-1.0,0.23315433,0.073431745,0.19792518,5
-1.0,-0.10169036,-0.92871416,-0.09832455,0.41782662,4
0.9050219,0.8676275,0.006066531,-1.0,-0.8139772,4
0.6641505,0.6879107,-0.67489475,-0.83391184,-0.35244447,4
-1.0,-1.0,-0.23308429,0.15164724,0.8720026,4
-0.8531466,0.20842987,-0.7356696,0.60959744,-0.23154986,5
1.0,0.44434303,0.8240889,-0.4640135,0.48943067,5
0.18135959,-1.0,-0.061373875,-0.8412157,0.32806858,5
-0.38085106,1.0,-0.74801224,-0.85794365,0.2446301,6
-0.22013307,-0.60084724,0.32442456,-0.0045958757,1.0,5
-0.058141395,-0.958818,-0.59399384,1.0,-0.34080374,8
-0.2041652,0.34683794,0.63902694,-0.22745173,1.0,12
0.70223296,0.56388354,1.0,-0.099722445,-0.6120708,17
0.039081886,0.77945495,-0.7734488,0.16105053,-0.5661657,17
-0.5451983,-0.41031733,-0.43830442,-0.9528148,-1.0,17
0.5197464,0.48078692,-0.82441473,0.58961016,-1.0,17
-0.71657735,0.87367666,-1.0,-0.045960426,-0.9478616,17
0.37416875,-0.67877483,0.8276102,-0.30067867,0.09814876,17
-0.38531154,-0.20663087,-0.42620376,-0.909325,-0.20845947,17
-0.37620586,1.0,0.47232002,-0.4522805,-0.71990275,17
0.9638449,-0.8268509,1.0,0.8913836,-0.94398606,17
0.13876957,-0.42683634,-0.8603985,-0.09073434,1.0,17
1.0,0.86894417,1.0,0.20660067,0.5793999,17
-1.0,-1.0,0.83369064,-1.0,-1.0,17
0.077842936,1.0,-0.23012781,0.23326197,0.5552136,17
-0.5677979,1.0,-0.66611516,0.15486798,-0.34045702,17
-0.060498476,-0.34317166,0.11894024,0.87791026,-0.10488182,17
-0.8390209,0.7511783,-0.4082356,-0.93073684,-0.7076905,17
0.6002681,1.0,0.15101297,-0.78964704,-0.022517487,17
-0.14980458,-0.7286495,0.7356235,0.82710254,-0.3249865,17
-0.8997971,-0.6609656,-0.6032609,0.7556428,0.750954,17
0.24695536,-0.30298436,0.9695456,0.48658273,-0.3404752,17
-0.60150224,-0.7876157,-0.5990525,-0.8546784,0.6595516,17
-1.0,-0.08455391,0.25399315,0.018057898,,17
0.6544458,1.0,-0.5167606,-0.34628403,,17
0.39528084,-1.0,0.77692264,-0.28456062,,17
