L0,L1,L2,L3,L4,Graph
0.90837514,0.010895863,-0.18579513,0.16641915,1.0,5
-0.012669757,1.0,0.6353304,-0.43108505,-0.21862721,11
0.87448275,-0.33177483,-0.09134662,0.21242811,-0.5056936,18
0.7164649,0.37411526,-0.4455762,0.3926985,0.013184946,18
0.2293711,1.0,-0.47140893,-0.5461713,-0.6936991,18
1.0,0.049169064,0.85700387,1.0,-0.23984109,19
-0.04691159,-0.32831493,-0.36883187,0.5477996,0.37685156,19
0.062409595,-0.8030287,-0.3919881,-0.8886438,1.0,24
0.32854223,1.0,-0.50465274,-0.74974465,0.9102152,24
0.35080737,0.4154615,0.47828484,0.3940052,0.89540434,24
-0.26389873,0.6920581,0.22940731,-0.6657511,-1.0,24
-1.0,-0.44830987,0.21983579,1.0,-1.0,35
-0.17704074,0.55385125,0.654413,-0.13766953,-0.45146644,35
0.26736295,0.5307755,1.0,-0.61417663,-0.5940983,35
0.08672267,0.7613448,0.23913556,0.1287109,0.14818409,35
-0.07943775,1.0,0.08117526,-0.7713755,1.0,35
-0.3474712,-1.0,0.25023943,-0.23723276,-0.6268289,35
0.6676754,-0.8953252,-0.1286056,0.8384331,-0.54916066,35
0.22856492,0.8327751,-0.29922777,-0.17897214,0.8313063,39
1.0,-0.48792443,-1.0,0.93416727,-0.7274613,39
1.0,0.3316633,-0.19680533,0.57044196,-0.7066787,39
0.06359787,-0.41998374,-0.9307016,-0.8208682,0.48653746,39
-0.018921286,-0.90468675,0.5214561,0.352642,-0.5205003,39
1.0,0.25789043,-0.3300156,0.5868985,0.46364555,39
-0.38113248,-0.44993532,0.37812924,-0.96290267,-0.5392661,39
-0.21408887,0.3258211,0.23136505,0.855406,0.9690368,39
0.5972011,0.23204082,-0.2957102,0.47692475,-0.044275433,39
-0.6651857,-0.4175017,-0.5723168,-0.560068,-0.75032836,39
-0.36812118,0.6019762,0.17514855,0.23373456,0.36555174,43
-0.30065903,0.8095325,0.19699264,-0.59693694,0.21151973,43
-0.3884834,-0.4006009,-0.18699566,0.83688045,0.49381566,54
-0.15842551,0.7243273,-0.90629923,0.46010894,-0.8961496,54
-0.76033026,1.0,0.4982729,0.5827374,-0.54824257,54
0.9313396,0.6738398,-0.72041214,-0.94143045,0.7821258,54
0.80294675,-1.0,-0.49272117,0.60083234,-0.5277463,54
0.42245522,-0.44743118,-0.9222137,0.4915767,-0.87917835,54
0.44180626,-0.27002275,0.072728634,-0.7115172,-1.0,54
-1.0,-0.43737012,0.322234,-0.7771176,1.0,54
0.6890068,0.5019025,-0.6961082,-0.13066119,-0.50487685,54
-0.78040874,0.52083623,-0.055336684,0.9020791,0.9765314,54
