L0,L1,L2,L3,L4,Graph
1.0,0.04088065,0.023542404,-0.59458727,-0.07521996,3
-0.059509404,-0.17977993,-0.54896593,0.48491022,-0.1428029,3
-0.25864115,0.15328288,-0.79269046,-0.72513366,1.0,3
1.0,-0.0904793,0.6385132,0.1120127,1.0,3
0.5768839,-0.84456676,0.4983106,0.51739424,-0.5517175,4
0.718313,0.7803204,0.4583428,-0.8216971,-0.9086178,4
-0.031816334,-0.5508848,0.89183563,-0.39448562,0.64958704,4
-0.36838216,0.93766373,-0.47252604,-0.8011037,-0.81783724,4
-1.0,-0.18121295,-0.050666653,-0.82956266,0.35099325,4
0.5880177,-0.37369645,-0.5366809,-0.34485894,-0.9292981,4
-0.83520037,0.36563116,0.6557727,-0.84603983,0.0995585,9
0.31945658,-0.7325499,0.004301846,0.80035543,0.73436284,11
0.779957,-0.5291929,-0.83351684,0.87798077,0.48882952,11
-0.027624607,0.5471988,-0.5094062,-0.55086577,-0.14075713,15
-0.6242375,-0.3941823,0.26646826,-0.8644094,0.8665561,15
-0.3102861,-0.94179565,-1.0,0.24120563,-0.7875927,17
0.14577328,-1.0,0.40954667,-1.0,-0.5271986,17
-0.61962426,0.7337322,-0.5487453,-0.7767311,-0.113909245,17
-0.68606323,0.07650663,0.8890193,-0.6699261,1.0,17
1.0,-0.6095737,-1.0,0.47007704,0.14439964,17
0.19881144,-1.0,-0.68613166,-0.1780225,0.55285525,17
1.0,0.4564954,-0.43918255,0.3469913,0.3538418,17
-0.50960785,-0.29597613,0.73979473,0.04535526,1.0,22
-0.35194123,-0.7566742,-0.31886992,-0.8785712,0.071002826,22
0.105809495,1.0,-0.4061892,-0.88078535,0.04778431,22
1.0,-0.77890164,0.39604503,-0.109101735,-0.050092302,25
0.87472343,-0.92713916,0.9155684,-0.19379923,-0.19142914,25
-0.94999456,0.07189138,0.045582175,0.43496633,0.68508136,25
0.45392346,0.6431419,1.0,-0.014226407,0.48839515,25
-0.46950796,0.07288216,-1.0,0.8906953,0.060520917,25
-0.47171754,1.0,0.8016929,-1.0,-0.15250573,25
0.020558178,-0.5559759,0.7749374,0.6728231,-0.47058272,25
-0.44039324,0.07247782,1.0,-0.5398598,-0.022998527,26
-0.5724101,-0.41651952,0.16251251,0.74810946,0.8994238,27
0.32469934,-0.75397664,0.973732,0.4622205,0.04816751,26
-0.6778613,0.11677431,-0.40170684,0.7712532,-0.23308629,35
-0.68466,1.0,-1.0,0.02851655,,35
-0.623479,-0.44541764,0.28815627,0.2723872,,35
1.0,-0.0027651638,-0.4235109,0.103412256,,40
0.15425366,-0.86508965,0.90209574,0.26107347,,40
-0.4922518,0.83247006,-0.124114856,-1.0,,40
0.032605886,0.4787432,0.7935554,-0.21172011,,47
-0.18572593,0.8467984,-0.6940175,1.0,,47
0.45043892,-1.0,0.74488735,0.8391612,,56
0.9438586,-0.6581352,-0.120821,0.030649565,,56
-1.0,0.335389,-0.3114397,0.4456223,,56
1.0,-0.91705436,0.83242506,1.0,,56
0.6407329,-0.045919005,0.1582848,-0.92868114,,56
0.76717156,0.19755931,0.46456182,0.09458286,,56
-0.15870075,0.7879316,-0.59925014,0.49048224,,56
-0.59220445,-0.03989686,1.0,0.43840355,,56
0.48924142,-0.8583515,0.4599628,-0.5758511,,56
0.046954587,-0.7521482,-0.29233676,0.68042934,,56
0.08294658,0.038559567,-0.6489598,-0.5066403,,56
-0.2154986,0.3829112,-0.8659762,0.41026527,,64
-0.44910863,0.5377944,-1.0,0.65233195,,67
1.0,0.83858514,0.43760082,0.40085024,,67
-0.025810733,0.27229595,-0.66574836,0.5453934,,67
0.36024523,0.5429391,-0.33181778,-0.50856316,,67
0.025650546,-0.28007698,0.64947134,0.82919276,,67
0.9383925,-0.94299334,0.31515002,-0.026061848,,75
-0.91832846,-0.54087985,0.3249244,-1.0,,75
-0.9021155,0.732057,-0.045011453,0.8851433,,75
0.111577995,0.7665615,0.38890958,0.47562516,,75
-0.9107646,-1.0,0.2930408,1.0,,75
0.38779128,-0.5721401,-0.3229609,-0.6223701,,75
-0.6107529,0.72611606,1.0,-0.9554707,,75
-0.8482161,-1.0,0.4918267,0.53975916,,75
-0.1125184,0.6159421,-0.5122206,0.85925186,,75
1.0,-0.4670654,0.42264017,0.33924004,,75
-1.0,-0.16237305,1.0,-0.8956971,,75
0.69220084,0.48563287,-1.0,-0.5285027,,75
-0.1430578,,,,,83
0.065333724,,,,,83
-1.0,,,,,83
-0.35280806,,,,,83
-0.74440837,,,,,83
0.087512344,,,,,83
-0.4545187,,,,,83
0.5796805,,,,,92
0.6308679,,,,,92
-0.9695874,,,,,92
0.016922966,,,,,90
0.8471695,,,,,90
0.5428685,,,,,90
0.8262281,,,,,90
0.27525064,,,,,90
0.5796113,,,,,90
-0.06376279,,,,,90
0.058131784,,,,,90
0.48371777,,,,,90
0.09267572,,,,,90
-1.0,,,,,90
0.74515575,,,,,90
0.22393122,,,,,90
-0.6944863,,,,,90
-0.29549575,,,,,90
-0.4392489,,,,,90
0.8381838,,,,,90
0.4755868,,,,,90
-0.042449802,,,,,
1.0,,,,,
-0.7846053,,,,,
-0.007426098,,,,,
-0.013425648,,,,,
0.32018977,,,,,
-1.0,,,,,
0.58975506,,,,,
0.20134342,,,,,
0.07977489,,,,,
-0.0510073,,,,,
-0.4733629,,,,,
0.5858079,,,,,
-0.69107753,,,,,
-1.0,,,,,
0.15767914,,,,,
-0.42461988,,,,,
0.5008807,,,,,
-0.16632928,,,,,
0.02519767,,,,,
0.90464306,,,,,
0.4133952,,,,,
-1.0,,,,,
-0.5337175,,,,,
-0.29407567,,,,,
-0.63285327,,,,,
0.48652264,,,,,
-0.08332868,,,,,
0.77946293,,,,,
0.23485225,,,,,
0.06871815,,,,,
-0.44453523,,,,,
-1.0,,,,,
-0.3652704,,,,,
-1.0,,,,,
-0.04191211,,,,,
0.7215252,,,,,
0.1361499,,,,,
1.0,,,,,
-0.5068512,,,,,
-0.038094103,,,,,
-0.3593557,,,,,
0.7852654,,,,,
0.0060409606,,,,,
0.38230744,,,,,
-1.0,,,,,
0.39957768,,,,,
0.10402337,,,,,
0.3085466,,,,,
-0.5058925,,,,,
0.3866636,,,,,
0.06270212,,,,,
-0.890496,,,,,
-0.39954427,,,,,
0.16633745,,,,,
-1.0,,,,,
0.95108503,,,,,
-0.5197625,,,,,
-0.41037482,,,,,
-0.07348642,,,,,
-1.0,,,,,
-0.38366994,,,,,
-0.39362782,,,,,
-0.3015843,,,,,
0.77503943,,,,,
-0.9691664,,,,,
1.0,,,,,
0.23082146,,,,,
0.54377025,,,,,
0.15118645,,,,,
0.18826827,,,,,
-0.21387368,,,,,
0.68208,,,,,
-0.7022647,,,,,
0.30392167,,,,,
0.14766997,,,,,
0.9219488,,,,,
-0.8669073,,,,,
-0.25923282,,,,,
-1.0,,,,,
-0.028421968,,,,,
1.0,,,,,
0.9710272,,,,,
0.91055137,,,,,
0.5547973,,,,,
0.112837255,,,,,
-0.4525158,,,,,
-0.406575,,,,,
0.18699202,,,,,
-1.0,,,,,
