L0,L1,Graph
-0.045919076,-0.28785047,3
-0.26865688,0.78681594,3
-0.79730844,0.18136519,5
0.38889098,0.13136959,7
-0.3801887,0.30482894,9
-0.8537415,0.87252915,14
-0.54485756,-0.4739049,16
0.920652,0.1586341,23
0.98054117,-0.7643174,28
1.0,0.4768417,28
-0.5402599,-0.5016879,28
0.666427,-0.7645125,22
-0.20396852,-1.0,22
0.7320398,0.10746232,22
0.54418576,1.0,31
-0.95812213,-0.31261638,31
-0.88784677,0.69142663,31
-0.38805485,-0.7155298,33
0.13523851,0.4537356,41
0.76775956,-0.7603191,41
0.67147297,-1.0,50
-0.16625172,0.6400424,69
-0.14062616,0.119042374,69
0.59737796,-0.2976509,69
-0.57968557,0.29534057,83
0.9315729,1.0,76
1.0,-0.5177046,76
-0.93511045,0.57677865,88
0.075551525,-0.8267038,88
-0.11344303,0.09041673,88
-0.65031695,-0.064503394,88
0.09227392,-0.69391847,88
-0.7430431,0.25743842,88
0.5375336,-0.1881405,88
0.40607578,0.6890056,88
-0.680906,0.81484455,88
0.5038866,1.0,88
0.52609825,-0.6605944,88
-1.0,0.44655398,88
0.7744206,-0.7152752,88
0.21300189,0.6295371,88
1.0,0.015323237,88
0.5008749,-0.4122277,88
-0.03401488,-0.35899353,88
-0.54709744,0.89879036,88
0.4685462,-1.0,88
0.29442713,0.31391263,88
-0.8218015,0.31618953,92
1.0,0.0902955,92
-0.13312499,0.5708585,97
-0.23297682,-0.10017833,
1.0,0.62529784,
-0.6981567,-0.82563144,
-0.010596156,0.33250102,
-0.72147256,-0.17378663,
0.5235971,-0.28482613,
-1.0,-0.42105457,
0.08326283,-1.0,
0.008927867,0.5926969,
1.0,-0.3683345,
-0.45557362,-0.085748434,
-0.71887815,-0.28294075,
0.806819,0.99406576,
-0.04355018,-0.8023422,
-1.0,-1.0,
0.39610124,0.031549394,
-0.7341188,0.5904122,
-0.45957127,-0.2858953,
-0.648743,,
-0.5809109,,
1.0,,
-0.38403893,,
-0.19611214,,
0.7363658,,
0.81656057,,
-0.45572183,,
-1.0,,
-0.9140167,,
-0.35255122,,
-0.37791234,,
-0.90408254,,
0.36987206,,
0.97808486,,
-0.046429485,,
1.0,,
0.29416686,,
0.78658116,,
1.0,,
-0.019194238,,
-0.8227801,,
1.0,,
-1.0,,
-0.5480032,,
-0.49875334,,
0.054335564,,
0.66725504,,
-0.43287283,,
0.67830837,,
-1.0,,
0.26230365,,
0.3764889,,
-0.34058073,,
1.0,,
-0.81776017,,
-0.99189925,,
1.0,,
0.9307375,,
0.8844948,,
-0.07985744,,
-0.9993251,,
-0.85688835,,
-0.5865474,,
0.043559395,,
0.08138403,,
0.8446126,,
0.3247978,,
-0.61226976,,
-1.0,,
-0.47894302,,
0.3178389,,
-0.73508966,,
0.65837747,,
1.0,,
-0.4247065,,
-1.0,,
-0.46817893,,
-0.27525228,,
0.38968438,,
-0.19934297,,
0.36641094,,
-0.83086157,,
0.95480996,,
-0.36653203,,
-0.20562974,,
-0.50960654,,
0.3297808,,
-0.10580337,,
-0.16236512,,
0.5742009,,
1.0,,
0.23801552,,
-0.72735983,,
0.27806938,,
0.5973571,,
1.0,,
0.15731359,,
-0.3103068,,
-0.63702226,,
-0.6952638,,
-0.3417816,,
0.21010809,,
1.0,,
-0.41726205,,
-0.46030575,,
1.0,,
0.07100418,,
-1.0,,
-0.943767,,
0.57916826,,
-0.35306612,,
0.5578308,,
-1.0,,
0.8758347,,
-0.44702673,,
-0.7244675,,
-0.47113314,,
0.021381192,,
0.8398455,,
0.4732126,,
-1.0,,
1.0,,
0.9281876,,
-0.12534371,,
0.69354594,,
1.0,,
0.4446813,,
1.0,,
-1.0,,
-0.0783177,,
1.0,,
0.5200047,,
0.009673536,,
1.0,,
0.40141532,,
-0.5941197,,
-0.67474985,,
-0.5757477,,
-0.027640328,,
-0.51610243,,
-0.12490676,,
-0.77288616,,
-1.0,,
1.0,,
-0.5340723,,
-0.4594776,,
-0.14564683,,
-0.9366661,,
0.57441795,,
0.0029259324,,
0.1222218,,
0.31645736,,
0.83512306,,
-0.586044,,
-0.2549631,,
0.49459687,,
-0.43293852,,
-1.0,,
0.061239086,,
-0.8184906,,
-0.5809189,,
0.8102063,,
0.8282074,,
-0.3600576,,
-0.4885735,,
1.0,,
0.6643877,,
-0.4008515,,
0.74406326,,
-0.2972855,,
-0.68185794,,
-1.0,,
0.8734908,,
0.1609711,,
0.88360137,,
0.29541197,,
-0.4834859,,
-0.12816992,,
0.31099266,,
-1.0,,
-0.39305544,,
0.14693433,,
0.94472337,,
-0.19299537,,
-0.5347076,,
-0.39726064,,
-0.97584546,,
-0.33717507,,
0.8871501,,
0.9360807,,
-1.0,,
-0.71491385,,
0.45582592,,
-0.49084562,,
-1.0,,
0.22491622,,
0.19554299,,
-0.45223865,,
0.14094323,,
0.28744143,,
0.61239874,,
0.3384524,,
1.0,,
-0.20870078,,
-0.06715283,,
-0.05739863,,
-0.80821574,,
-0.29763398,,
-0.72547555,,
0.8649435,,
0.8342542,,
-0.3610552,,
0.55810267,,
1.0,,
0.21859017,,
-0.14724511,,
0.32373816,,
-0.517752,,
-0.5161249,,
-1.0,,
-0.8182003,,
-0.017624728,,
0.85634685,,
0.31120202,,
0.28966814,,
0.0054249465,,
0.891704,,
1.0,,
0.9896298,,
0.85371333,,
0.28802976,,
1.0,,
-0.744755,,
0.047991842,,
1.0,,
0.6435448,,
-0.11326591,,
-0.19921659,,
0.18492992,,
-0.6186116,,
-0.0749003,,
0.20490697,,
-0.55027217,,
0.1110392,,
0.40399548,,
0.69021595,,
0.09925549,,
0.23976901,,
-0.84660566,,
1.0,,
-0.842003,,
0.76218617,,
-0.032600105,,
-0.5074754,,
0.5414304,,
0.14052409,,
0.35249195,,
-0.89820147,,
-0.2951715,,
-0.7465557,,
-0.7977619,,
0.65693974,,
-0.83640856,,
0.8507209,,
0.780646,,
-0.23610103,,
0.40892386,,
0.76416457,,
-0.16773835,,
1.0,,
-0.23463842,,
0.43806458,,
-0.9949824,,
-0.7391639,,
-1.0,,
-0.16811721,,
0.3322488,,
0.80358243,,
0.17574304,,
0.48993018,,
0.3962469,,
-1.0,,
-0.79343164,,
-0.18765119,,
-0.7592905,,
0.57979363,,
-0.20525075,,
0.4201075,,
0.8158035,,
0.43730485,,
1.0,,
0.49621132,,
-0.47639528,,
0.23170209,,
1.0,,
-0.10006352,,
0.025918916,,
-0.15560251,,
0.5351022,,
1.0,,
-0.26711577,,
-0.51436776,,
0.529394,,
0.19124418,,
-0.65821314,,
0.8434214,,
0.53101784,,
0.78394353,,
-0.5096477,,
-1.0,,
1.0,,
-0.40128744,,
-0.54761755,,
1.0,,
-0.20361671,,
1.0,,
1.0,,
1.0,,
0.06626512,,
0.27035668,,
0.17696375,,
0.5678643,,
-0.3352623,,
-0.25137243,,
0.06300025,,
-0.41890773,,
-0.48159423,,
-0.09155005,,
-0.98642135,,
0.48810467,,
-0.69766706,,
0.78345525,,
-0.87605375,,
1.0,,
-0.48236528,,
1.0,,
-0.37608525,,
0.015617728,,
0.4003793,,
-0.4501946,,
0.43549,,
0.9037008,,
0.26683822,,
0.8044941,,
0.52552885,,
0.6681747,,
-0.50456715,,
0.02917242,,
0.2613,,
-0.44060844,,
-0.56455624,,
