L0,L1,L2,L3,Graph
-0.082423426,0.6355552,-0.27221426,-1.0,3
-0.8981385,-0.34800887,-0.4239057,-0.24887335,4
0.90562236,0.23492591,0.3986227,-0.27626002,4
0.12916896,1.0,0.37534422,-0.3551039,4
0.56949675,0.26747963,0.33426702,-0.009914294,4
0.34306896,0.61727476,-0.62895346,0.40785837,4
0.15284371,-0.6706797,-0.23930874,0.5173505,4
-0.61332524,-0.3632375,0.08922291,-0.2419592,4
-0.42470872,1.0,-0.17439598,-0.76637757,4
-1.0,0.70386374,-1.0,0.42682287,5
0.9521019,-0.25485185,-0.8195223,-0.78923,5
0.7719793,-0.8319068,0.24615216,0.70287776,5
-0.42645586,-0.07333048,0.24380901,-0.80381227,5
-0.2047517,-0.6829333,-0.012722999,0.54287684,5
-0.1704448,0.04104577,-0.36048776,-0.30645347,5
-0.54970175,0.7758368,-1.0,0.520938,5
0.49884868,0.20990229,0.16263433,-0.42020002,5
-0.1628909,-0.038702443,-0.013201833,-0.6587825,5
-0.06695104,0.6456027,-0.26855975,-0.7687339,5
0.64691186,0.018244147,-0.627237,-0.35820037,5
-0.3344934,-0.9751555,-0.5226209,-0.025307879,5
0.20556551,0.099156976,-0.9524784,-0.38569093,5
0.8759409,-1.0,0.26197234,0.91284525,5
-0.22150019,-0.1016859,-0.91842395,-0.008523837,5
0.77920496,-0.43043476,-0.19693011,0.9336696,5
0.514624,-0.35660207,0.5828898,-0.9569335,5
-0.02399838,0.2085121,0.4238322,-1.0,5
-0.41644695,-0.46468654,-0.6624145,1.0,5
0.79381764,-0.50975853,0.824385,-0.3955058,5
-0.74537075,-0.83050203,0.20021033,0.3382833,5
0.10573354,-0.79446656,-0.7867929,1.0,5
0.085034415,0.9871515,0.5913223,-0.711046,5
-0.087515175,0.060391903,-0.3932439,0.8126529,5
-0.1361943,0.58696115,0.8314985,0.5850092,5
0.8994503,0.7353504,0.20762944,-0.2136915,5
0.42746565,-0.55066085,0.31682587,-0.97491384,5
0.23786473,-0.31789798,-0.4960668,0.8339617,5
-0.5246663,-0.17542906,-0.5818914,0.26020634,5
-0.03366071,0.74289584,-1.0,0.9056682,5
0.6351305,0.9235445,0.5496419,-0.4197182,5
-0.15763852,0.62993956,1.0,0.21528389,5
0.8383794,-1.0,-0.267725,0.4402035,5
-0.37800175,1.0,-1.0,1.0,6
0.3802246,-0.1361786,0.8618608,-0.5301376,6
-0.38815564,0.13627794,-0.83788323,-0.20540693,6
-0.48696876,0.7377255,0.37070343,-0.37967986,6
-0.40747344,0.8186991,-0.14050007,0.9063792,6
-0.64576674,0.3624072,-0.6826627,-0.084124304,6
-0.07074691,-0.19218376,-0.41292134,0.35821277,6
1.0,0.6546549,0.4938594,-0.34022915,6
-0.3993808,-0.33148527,0.584392,0.56758183,
-0.120152146,0.97688365,-0.15855277,-0.62096095,
-0.63580793,0.2437313,0.34344804,-0.20126861,
0.5644946,-0.75827235,0.71196544,0.4261142,
-0.1639856,-0.9099203,-0.5571185,-0.9020169,
-0.10072201,-0.63277,-0.1748178,-0.26340076,
0.21985854,-0.16241606,-0.42067647,-0.6913452,
-1.0,-0.033622935,0.6544299,0.039591253,
-1.0,0.5887959,0.16635618,0.8047513,
0.7885252,-0.34069088,-0.39679205,0.3780418,
0.6690067,-0.5671277,-0.52652144,-0.67953146,
0.6354226,-0.4643091,-0.06290284,1.0,
-0.72096956,-0.8559909,-0.7104044,-0.73551464,
-0.7531892,-0.7346159,-0.6729093,0.6698333,
