L0,L1,L2,L3,L4,Graph
0.1045064,-0.31377673,1.0,-0.19708146,0.3296712,4
0.56198007,0.32448062,-0.9571303,-1.0,1.0,6
-0.019608513,-0.1967366,-0.77126044,0.45392644,0.65662885,7
0.96404076,-0.08081207,-0.0081072,-0.61706007,-0.48219538,12
-0.9739935,0.32310712,-0.28903413,0.06769489,-0.68356013,16
-0.9766438,0.2559537,0.65179056,-0.2896174,-0.026732363,20
0.007090926,-0.9130036,-0.17377856,-0.19127265,0.72796595,20
-0.8903063,0.63156766,-0.5762323,0.46508127,0.12132831,20
-0.8480036,0.6333449,0.6620976,-0.8324168,-0.5240792,20
0.7740791,0.6497439,-0.36238346,0.49822283,-0.3919736,24
0.47620234,0.70163304,-0.7725731,-0.07591039,-1.0,24
-0.1745095,-0.09311325,-0.42461115,1.0,1.0,24
-0.18616146,0.48801944,0.789061,-0.51432097,0.23746224,37
-0.7204142,0.88390374,-0.563375,0.6946451,0.5955304,37
0.51870656,-0.32341582,0.8924164,-1.0,-0.93115544,37
0.027501374,-0.30599555,0.19333413,-0.9819347,0.40380895,40
-0.27759212,0.21099979,-0.1154332,0.85130084,-0.16368216,40
-0.2882502,0.784783,-0.99046355,0.9446702,-0.26525766,40
-0.64857656,0.6822194,0.9449825,0.3418053,0.32179162,43
0.6243727,-0.19123389,0.08375884,0.32700694,0.7713672,43
-0.9129794,0.69153494,-0.017223388,0.5300742,-0.89980924,52
0.8185092,0.674161,-0.40373746,0.002246812,0.61234105,52
-1.0,-0.79651016,-0.56100875,0.18040532,0.82051843,52
0.72647727,-0.5747044,0.7575657,0.08411737,0.193209,50
0.6219281,0.093648836,-0.47234452,0.59717983,0.36761034,50
-0.60131603,-0.7657523,0.60023767,-0.48758686,-0.44905233,53
-0.050846323,-0.7716553,-0.4137923,-0.19264427,-0.8707408,53
-0.15974231,0.7514019,0.17260629,1.7809868E-4,0.39654547,53
-0.2343346,0.6252289,1.0,-0.5699512,-1.0,53
-0.46008873,-0.2582497,0.40752387,0.53053725,-0.7841903,53
-0.3559542,-0.50560796,1.0,0.7607086,-0.51857066,53
-0.6529667,-1.0,-0.73033714,-0.6082193,-1.0,53
0.7467536,-0.3598728,0.8986927,-0.43716544,0.18066445,53
0.027310349,0.31926802,0.36407682,0.5130636,-0.82614565,53
0.5145179,-1.0,0.8630677,0.022436246,0.91429746,65
1.0,-0.55340874,-0.40754604,1.0,0.6902742,65
-0.8427119,0.13127564,-0.65658134,-0.9240022,-0.23282373,80
-0.409544,0.546675,0.07084743,0.37844825,0.7695662,80
-0.12813143,0.82630414,0.6971632,-0.44961178,-0.11569217,80
0.8926498,-1.0,0.27931875,-0.89868665,-0.74566054,80
0.5655179,0.2831426,0.5196631,-0.08191195,-1.0,80
0.95468867,1.0,0.8564316,-0.38352585,-1.0,80
0.6057439,-0.36948514,-0.948477,-0.94343483,0.50524366,80
-0.51112986,-0.2014363,0.94963115,-1.0,0.24971327,84
-0.5331864,0.231607,-0.54339284,-0.25222492,1.0,84
-0.2889144,0.84393406,-0.028834403,0.6447955,-1.0,84
-0.7767861,-0.5459239,-0.4736807,-0.77346766,-0.13058954,84
0.49461445,-0.7080487,-0.1308013,0.5232034,-0.92768866,84
-0.8641844,0.2124718,0.39484674,-0.37267616,-1.0,84
-0.33248502,-0.6598484,0.831324,-0.26250333,-0.25825,84
-0.3808838,0.6475676,-0.91335416,-0.8216506,0.12873754,92
-0.5051038,0.15219432,-0.693259,-0.39499006,0.3213133,86
1.0,1.0,0.7461074,-0.826442,-1.0,86
0.86020935,-0.48618072,-1.0,0.1841371,-0.69293594,86
-0.5249577,0.37482893,0.51437694,-0.0254921,0.5307932,86
0.3979895,0.081204996,0.41760558,-0.23300695,-0.13918081,86
0.14012823,0.37929043,-1.0,-0.37263364,1.0,86
0.34539258,0.010539457,0.54263926,0.24956924,-0.9476702,86
0.45906806,-0.72250116,-0.43896604,-0.36116117,0.2826951,94
-0.27543104,-0.8677752,-0.46076953,0.89685756,-0.61763906,94
0.32485843,0.38011965,0.46166494,-0.7547952,-1.0,94
-0.68914783,0.64187264,0.8479526,-0.58867544,-0.66439414,94
