L0,L1,Graph
0.534925,-0.18325832,3
-0.81795514,0.640448,4
0.7713999,-0.10643293,4
-0.03533365,0.64206445,4
-0.20128512,-0.26075193,6
-0.83758074,-0.30875427,6
0.39599267,-1.0,6
-0.20366883,0.25638437,6
-0.92113566,0.40653035,6
-0.0794004,0.22080421,6
-0.6127715,-1.0,6
0.2098583,0.2397292,6
0.42604843,0.20360073,6
0.11765431,-0.9528078,6
-0.61022305,-0.42236966,6
-0.023590356,0.81724685,6
-0.6517533,-1.0,6
0.91620624,-0.54060304,6
0.013866201,0.17724569,6
-1.0,0.42853892,6
0.73939806,-0.81605136,6
0.6446547,-0.6835566,6
-0.3866193,-0.4345559,6
1.0,0.5037062,6
0.46642357,0.61432916,6
0.35389212,-0.5785629,6
0.5234666,0.3009289,6
1.0,0.6678431,6
0.59040886,-0.45813227,6
-0.30768374,-0.7102883,6
0.9280565,-0.16036804,6
0.47453654,-1.0,6
-0.0597744,0.6620804,6
0.5877219,-0.73336923,6
-0.53678095,0.99292886,6
-0.8377032,-0.8111444,6
0.26171532,0.028649956,6
0.184757,-0.55455834,6
0.1134073,-0.9051086,6
0.20806503,-0.9112258,6
0.40132084,0.6950472,6
-1.0,-0.91497827,6
-0.7382717,0.7789826,6
-0.08592337,0.869863,6
0.34797406,1.0,6
0.14060172,-0.52895623,6
-0.48929986,0.81521094,6
0.6867721,-0.75246316,6
-0.87690425,0.5819532,6
-0.6342884,0.5914055,6
-0.21418954,0.9172417,
1.0,-0.79140705,
0.35746205,-0.8870071,
0.5203926,0.1959387,
-0.61332434,0.92455417,
-0.91674984,-0.8165318,
-0.5821359,1.0,
-0.33025008,-0.3660158,
-0.6711318,1.0,
0.6561433,-0.44123086,
0.18687367,-0.34003204,
0.6128536,-0.98229384,
-0.36576778,0.07582274,
0.3468688,0.41377085,
0.83808273,-0.047363162,
0.9833273,-0.81015384,
0.25849694,-0.28257322,
-0.1669962,0.7644284,
0.8953998,0.39547056,
-0.06629032,0.36063987,
-0.09206039,0.9247728,
0.48186523,1.0,
-0.87716186,-0.35526067,
-0.6260407,-0.054837227,
-0.4374502,-0.63652503,
0.6294151,-1.0,
-0.6321899,-0.5952136,
0.2798612,-0.6166439,
-0.7884884,0.2721187,
0.3047815,-0.3666125,
0.6103978,0.017548084,
-0.3297333,-0.7032982,
1.0,-0.54637045,
-1.0,-0.45423865,
0.9432548,-0.0026485175,
-0.100060284,0.18905264,
-0.30916885,-0.46975696,
0.7784808,-0.43416113,
-0.37399137,-0.8746431,
-0.7101524,-0.49197808,
0.54852784,0.6649965,
0.39250934,0.35766572,
0.03843546,0.46743405,
0.45684153,0.08118355,
0.49969247,0.9964086,
0.23843154,-0.9019121,
-0.46379444,0.14238757,
-0.47968617,-0.969841,
0.56788504,0.7093236,
-0.4547139,1.0,
0.14794287,,
-0.25767252,,
0.1295816,,
-0.38145766,,
0.5255185,,
-0.25494593,,
0.34822202,,
-0.4499611,,
0.25268173,,
-0.42933586,,
-1.0,,
-0.06660825,,
0.32060364,,
0.6018657,,
1.0,,
0.82021546,,
-0.3929118,,
0.61320233,,
0.21435937,,
-1.0,,
-0.3989874,,
-0.36223355,,
-0.2619025,,
0.790732,,
-0.11106745,,
0.22131938,,
-0.74928564,,
0.6615744,,
-0.34488553,,
0.3868088,,
0.31989813,,
0.8634062,,
-0.41856304,,
-0.2448996,,
-0.046269298,,
0.9547713,,
0.17225516,,
0.18573289,,
0.10521039,,
-0.4533323,,
0.0905416,,
0.18858838,,
1.0,,
0.51228464,,
0.1758272,,
-0.7224918,,
-0.29749978,,
-0.66999114,,
-0.8172051,,
0.97951806,,
0.5564521,,
-1.0,,
0.103233196,,
0.6655937,,
0.41351655,,
0.70963645,,
0.6266247,,
-0.4262562,,
0.12488797,,
0.055239312,,
0.6777561,,
0.12557343,,
-0.6123174,,
0.3371329,,
-0.36874783,,
0.0581794,,
-0.5556817,,
0.30745763,,
0.36647364,,
-1.0,,
-1.0,,
-0.61926806,,
-0.5535281,,
0.045343608,,
-0.74708635,,
-0.28904688,,
0.032323077,,
0.0991001,,
0.40679204,,
0.29948032,,
-0.39773816,,
-0.31163657,,
-0.9082135,,
-0.3916638,,
0.14026338,,
-0.9213186,,
0.28459752,,
0.089146584,,
0.79336596,,
0.8944746,,
0.9130359,,
-0.40632764,,
-0.569451,,
0.17875665,,
-0.7327557,,
0.47374642,,
-0.66244674,,
0.07856582,,
0.5029516,,
0.29426387,,
-0.360914,,
0.56279683,,
-0.58887947,,
0.45951402,,
-0.25509194,,
-0.14685291,,
0.46157876,,
-0.7664851,,
-0.17820822,,
0.015748546,,
-0.26572397,,
-0.62792945,,
0.47123268,,
0.23869792,,
-0.001084581,,
0.19581577,,
0.17706026,,
6.13451E-4,,
-0.2567951,,
-1.0,,
0.4581794,,
0.54656637,,
-0.5356759,,
0.3419435,,
-0.3655722,,
-0.7186474,,
-0.3439045,,
0.45616558,,
0.19345844,,
0.6533328,,
0.39000487,,
-0.73804873,,
0.00932017,,
1.0,,
0.8524909,,
0.36534888,,
0.7106171,,
0.47892055,,
-1.0,,
-0.7930044,,
-0.9000678,,
-0.82095516,,
0.9723741,,
1.0,,
0.45130047,,
-0.40313601,,
0.0048667192,,
0.9204437,,
0.10361147,,
-0.89000213,,
0.054603398,,
0.04812835,,
0.45395717,,
-0.79508984,,
-0.9850266,,
-0.6159849,,
-0.042803153,,
-0.7729937,,
0.08799136,,
-0.154992,,
-0.43177837,,
0.6963172,,
-0.31574085,,
0.14794604,,
0.26443988,,
-0.8196604,,
-0.51939905,,
-0.65960175,,
0.48395157,,
0.08248133,,
0.32644722,,
-0.6675392,,
-0.8483002,,
0.56549895,,
0.3238837,,
1.0,,
0.11227354,,
0.22237672,,
0.5591961,,
-0.15970105,,
0.60819036,,
0.18374914,,
0.1135439,,
0.17576249,,
-0.14340183,,
-0.30556515,,
0.6677267,,
0.14781952,,
-0.26409665,,
0.5531274,,
-0.29886696,,
-0.93906105,,
-0.11434466,,
0.49703085,,
1.0,,
-0.43113405,,
-0.63450915,,
0.6429675,,
-0.2311752,,
-0.9139402,,
0.19986498,,
0.24646214,,
-0.21988243,,
-0.33857957,,
-0.14584287,,
0.30571008,,
-0.154927,,
0.37608314,,
0.29011285,,
0.11468053,,
1.0,,
-0.40960085,,
-0.5252297,,
-0.9911065,,
-0.46807706,,
-0.070331275,,
-0.3814678,,
0.7014605,,
0.26712018,,
-0.1540692,,
-0.48514932,,
-0.15883908,,
0.30863917,,
0.87851596,,
-0.31061327,,
-0.23967744,,
-1.0,,
-0.8113528,,
-0.6372913,,
-0.52280474,,
-0.04398519,,
0.39269412,,
0.47532538,,
0.67040175,,
0.1849769,,
-0.43223765,,
0.017756939,,
-0.697116,,
-0.08245191,,
-0.07895382,,
1.0,,
-0.6662655,,
0.14514473,,
0.9006877,,
0.042609423,,
0.4706782,,
0.65130293,,
1.0,,
-0.4416836,,
0.009307504,,
0.4710051,,
-0.049583305,,
-0.34444642,,
-0.37507278,,
-0.5604284,,
-0.61839527,,
-0.0047975928,,
0.42408884,,
-0.7506709,,
-0.07394409,,
0.051216662,,
0.651622,,
0.6754721,,
0.3023556,,
0.33260065,,
-0.75226325,,
-0.17753398,,
0.38224515,,
0.091914445,,
0.6546567,,
-0.059996963,,
-0.54770184,,
0.79804015,,
0.44632712,,
0.3130464,,
-0.7998379,,
0.78026074,,
0.72952735,,
0.30514818,,
-1.0,,
0.9139693,,
0.17687806,,
-0.32658476,,
0.025975496,,
0.41182867,,
-0.28304258,,
0.109441265,,
-0.27873135,,
-0.9523072,,
0.09082272,,
-0.23973593,,
0.36783576,,
0.8156054,,
0.30127203,,
0.70630074,,
0.12270033,,
-1.0,,
-0.82489944,,
-0.7002736,,
-0.9656009,,
0.101308614,,
-1.0,,
-0.10695866,,
0.31732583,,
-0.49729735,,
0.9547087,,
0.969993,,
-0.94324505,,
0.067588195,,
-0.2783328,,
-0.8183433,,
0.24144197,,
0.37284434,,
-0.61999905,,
0.104094625,,
0.15694456,,
0.2544942,,
-0.8167218,,
-0.692488,,
0.26826817,,
-0.6283442,,
-1.0,,
-0.091456175,,
0.38686624,,
0.4874403,,
-0.62023365,,
-0.2479389,,
0.8194155,,
0.72590363,,
0.11220235,,
-0.739848,,
-0.13997513,,
0.42190993,,
0.035047553,,
0.7626926,,
-0.054032683,,
-0.28278768,,
0.65054405,,
-0.45419812,,
1.0,,
-0.13953683,,
0.4567153,,
-0.22885074,,
-1.0,,
-0.17070279,,
-1.0,,
-0.6803726,,
0.091343045,,
-0.16280693,,
-0.43763626,,
-0.014360607,,
0.96934116,,
0.39328474,,
-0.4503793,,
-0.23959738,,
0.023835778,,
-0.24604914,,
-0.21624947,,
0.81355375,,
0.46187618,,
0.15127455,,
-0.34387046,,
-0.5132054,,
0.26331452,,
-0.20759237,,
-0.20973127,,
-0.5291516,,
-0.6058914,,
0.50928247,,
-0.2632408,,
-1.0,,
-0.21510057,,
-0.3162538,,
0.48916066,,
-0.84811914,,
-0.44692352,,
-0.33836317,,
0.10116637,,
0.68520033,,
0.1480687,,
0.0610134,,
-1.0,,
0.26789886,,
-0.18523051,,
0.47141004,,
-0.6015826,,
-0.1090396,,
-0.5605285,,
-0.62215316,,
-0.3126017,,
-0.6192985,,
-0.90417063,,
-1.0,,
0.059119016,,
0.12802905,,
-0.03578511,,
0.95832556,,
1.0,,
0.94691443,,
-0.45532197,,
-0.7416647,,
-0.23913604,,
-0.30338985,,
-0.18923931,,
0.37386584,,
0.8062084,,
-0.96418524,,
-0.4550504,,
-0.6680113,,
0.04175377,,
0.76701856,,
-0.93926966,,
-0.20922196,,
-0.17074165,,
-0.26163954,,
-0.19690278,,
0.8460375,,
0.03289764,,
-0.7271521,,
-0.39651537,,
-0.2849475,,
-0.11804092,,
0.7647275,,
-0.71215105,,
0.1745646,,
0.72204185,,
1.0,,
0.19933069,,
0.9459416,,
0.118332505,,
0.9514338,,
-0.4387405,,
0.24857941,,
0.78034264,,
0.6166103,,
0.78749406,,
-0.20451264,,
-0.5557576,,
0.66067934,,
-1.0,,
0.3249127,,
0.601212,,
-1.0,,
0.8303642,,
-0.53081506,,
-0.5908533,,
0.93050456,,
0.3540793,,
-1.0,,
0.45186508,,
-0.4453537,,
-0.47429407,,
-1.0,,
0.28749818,,
-1.0,,
-0.20213318,,
1.0,,
0.766289,,
1.0,,
-0.048684895,,
-0.8015673,,
0.079511166,,
0.122756384,,
0.93736976,,
0.057171494,,
-0.11803442,,
0.6832138,,
0.34659895,,
-0.038173616,,
0.9732002,,
-0.8622292,,
-0.26745415,,
0.48456866,,
0.7915817,,
0.18730445,,
-0.6440126,,
-0.050307047,,
-1.0,,
0.7185772,,
-0.71114063,,
-0.81421757,,
-0.9996898,,
-0.9093859,,
0.6706367,,
0.85705686,,
-0.8984271,,
0.05424781,,
0.13850218,,
-0.92796487,,
-0.5374623,,
-0.8055761,,
0.6953926,,
0.71532875,,
-0.64253604,,
0.6006731,,
-0.20871621,,
0.08841173,,
-1.0,,
0.7221112,,
0.49432784,,
