L0,L1,L2,Graph
-0.10562524,0.2601302,-0.8572697,6
-0.8799401,0.23500848,-0.85309744,6
-0.7745406,-0.8969157,0.009872686,4
1.0,-0.89207935,0.2586245,6
0.09343642,0.39130002,-0.8664506,6
-0.34452558,0.8387908,0.16306765,6
0.8027742,0.27313536,-0.65636647,6
0.96725994,-0.5370057,-0.6486899,6
0.02872461,0.99811685,-1.0,7
0.4748955,-0.579887,0.7137643,7
0.15343657,-0.29503936,-0.16011602,9
-0.26906317,-0.73270345,1.0,11
0.03613542,0.030525506,-0.67736644,18
-0.5613198,0.3139308,-0.6850413,23
0.06058383,-0.78263855,0.6479361,23
0.056510434,-0.1189253,-0.8665289,23
-0.40703747,-0.03522238,0.7365931,27
-0.8194076,0.13991225,-0.21537031,30
-0.39125368,-0.51058584,0.8035301,37
-0.19179751,0.753085,0.80446666,29
0.60614914,0.8837387,0.94065905,29
0.7020346,-0.36098734,-0.84466976,45
-0.82512724,-0.052184224,-1.0,47
0.6845605,0.6138931,0.7473283,47
-0.806147,-0.831326,-0.757605,69
-0.07017988,-0.33095098,-0.4976697,68
0.46369693,0.7248211,-0.10025399,70
0.8360401,-0.28117526,-0.59170866,75
-1.0,-0.7699079,0.9898674,85
-0.6955574,-0.7148062,0.17120726,85
0.3809901,0.99547577,-1.0,85
1.0,1.0,-1.0,85
0.90552825,-0.5034456,0.051128216,89
-0.6132784,0.32627237,-0.664258,89
0.5756687,0.24529275,0.8968347,89
-0.13429578,-0.7949093,0.28746426,89
-0.07544035,0.6590528,0.9595945,89
0.5688799,-0.22610132,-1.0,94
-0.6226089,-0.24754417,0.5338707,94
-0.5489608,0.53544545,-1.0,94
-0.022059977,-0.1272664,0.28921407,94
1.0,-0.9376525,0.37375897,94
-0.20306963,0.722535,0.9090573,94
-0.47217906,0.2527465,-0.9892093,94
0.81969327,-0.099880785,0.4407522,94
-0.4130617,0.027875755,-1.0,94
-0.14271143,0.19655374,0.36657214,94
-1.0,0.36010143,0.65598327,94
0.58811665,-0.046586126,0.079395376,94
-0.27551806,0.78113824,-1.0,94
-1.0,-1.0,1.0,
0.15377848,0.20997769,-0.86119395,
-0.683828,-0.5200397,0.561899,
-0.18597639,-0.30368894,0.58833617,
1.0,0.7628101,-0.71801,
-0.11239892,-0.055561423,1.0,
-0.78881985,0.05467227,0.62715214,
-0.64812666,-0.43601552,-1.0,
0.36772195,-0.51766515,-0.81239516,
-0.7360856,-0.46178705,0.50644886,
0.4402932,0.6123821,-0.35521245,
-0.13067436,-0.9351968,-1.0,
0.7429919,0.57226807,-0.53181756,
0.8480726,0.9585526,0.5222429,
-0.99375,1.0,0.43992382,
-0.31258038,-0.50379074,0.58687514,
-0.3214715,0.70531595,0.5146373,
0.28007933,-1.0,-0.6026374,
0.3785084,-0.66628087,,
-0.045154065,-0.3813609,,
0.0118100345,-0.74090034,,
-0.19424544,-0.59179366,,
0.2572278,1.0,,
0.75490904,0.036925882,,
0.57738745,-0.3986232,,
-0.052806273,0.31771362,,
0.66886294,0.7661601,,
-0.44355667,0.23942542,,
0.42820922,0.1365512,,
-0.10939449,0.3200652,,
-1.0,0.27267888,,
-0.7939169,-0.40520793,,
0.629212,1.0,,
-0.23833154,-0.06620641,,
-0.2344388,-0.62371737,,
-0.4389465,-1.0,,
-0.9347954,0.3385332,,
-1.0,0.880944,,
-0.28445745,0.84812504,,
0.15520248,-0.8341187,,
-1.0,0.12524246,,
-0.24368142,0.09537451,,
0.98932207,1.0,,
0.25579533,0.21502261,,
1.0,1.0,,
0.6856623,0.22122367,,
-0.6120099,0.37268484,,
0.7983119,-0.9361881,,
0.92393285,-0.64728117,,
0.5680512,-1.0,,
1.0,1.0,,
0.5570605,-1.0,,
-0.5241384,0.6898195,,
0.44462463,-1.0,,
-0.12770084,-0.06599063,,
-0.2945752,-0.81949973,,
0.6523477,0.17047893,,
-1.0,0.70712924,,
-0.7822963,0.42198431,,
-0.49702704,-0.227691,,
-0.23923875,0.38591605,,
-0.0077721328,-0.9912802,,
0.5165782,0.14614116,,
-1.0,0.7524317,,
-0.011964865,-0.34682596,,
-0.62947595,0.8594995,,
-0.7177708,-0.6601471,,
-1.0,-0.07731304,,
0.9325728,0.59973496,,
-0.9282254,0.947309,,
-0.09410986,0.23690072,,
0.6508542,-0.39478162,,
-1.0,0.74163556,,
0.8350241,1.0,,
1.0,0.13765934,,
-0.025393516,0.4855312,,
0.28056428,-0.45181277,,
0.9598249,0.033124566,,
0.87444675,-0.2880324,,
0.49915296,-0.5943034,,
-0.095652185,-0.84682155,,
-1.0,-0.60586846,,
0.15120053,-0.34734252,,
-1.0,-1.0,,
-0.3541215,-0.7032112,,
0.5416864,-0.63217217,,
-0.54154074,0.63873875,,
0.24325833,-0.18408881,,
-0.15913525,-1.0,,
0.83219635,0.009703487,,
-0.4666118,0.30538747,,
0.04582531,-0.7157489,,
-0.65226287,-0.22031818,,
0.024685234,0.41893628,,
-0.790357,0.8149916,,
-0.17819127,0.3918077,,
0.21542335,-0.06212143,,
-1.0,-0.7062572,,
-0.2876782,-0.49702078,,
-0.23643284,0.48762313,,
-0.67367804,-0.81286764,,
0.7315079,0.11674519,,
-0.7862228,0.06902421,,
1.0,0.6476047,,
0.00840111,0.46041688,,
-0.77652633,0.47177196,,
-0.36095038,0.94132537,,
1.0,0.24189892,,
-0.8741993,-0.47415236,,
0.5416218,-0.9577035,,
0.6910226,1.0,,
-0.21361908,-0.17781645,,
-0.5317083,-0.0029637814,,
-0.72167856,-1.0,,
-0.44260877,-0.70282453,,
-0.31962243,-0.8459804,,
-0.5295589,-0.20929095,,
-0.41988313,0.874399,,
-0.752821,0.20494977,,
-0.62191176,0.77084565,,
-0.11651009,-0.42868716,,
0.20779006,-0.88502216,,
0.8503599,-0.38706085,,
0.065372035,-0.17412956,,
-0.6978581,-0.07905814,,
-0.53212345,-0.46411306,,
0.36733902,0.63979435,,
0.9975461,-0.5735376,,
0.40582192,0.17561209,,
1.0,-0.84954447,,
0.4846774,0.013695657,,
-0.34459913,1.0,,
-0.3760669,0.6359763,,
-0.60446274,0.28789833,,
0.7038201,-0.63849807,,
-0.65202516,0.6639871,,
0.558341,1.0,,
0.9317392,-0.44333702,,
-1.0,0.6608593,,
-0.27885163,-1.0,,
-0.27065432,-0.29117402,,
-0.40735757,-0.7879708,,
-0.35989225,-0.05495507,,
-0.30041778,-0.51353216,,
-0.03703338,0.44217217,,
-0.649932,-0.88952696,,
0.9911801,-0.61524487,,
-1.0,1.0,,
-0.43467614,-0.85276943,,
0.16328247,0.6520416,,
0.58982515,-1.0,,
-0.061040774,0.41186413,,
0.27758402,0.14176136,,
-0.82544816,0.11229029,,
-0.5792227,-0.21021363,,
0.07390177,0.74484575,,
0.17241713,1.0,,
0.34605244,0.55297756,,
0.9737283,-0.17153572,,
0.4317236,0.13564773,,
-0.8113495,0.5855392,,
-0.56344354,0.6322626,,
0.79012537,-0.9033882,,
0.56441396,0.94911146,,
-0.18270186,-0.28172252,,
-0.13899493,-0.3783234,,
-0.7734014,-0.97127306,,
-1.0,0.016954795,,
-0.43824816,1.0,,
-0.27882662,-0.50846857,,
0.90082085,0.36418852,,
-1.0,0.6935153,,
0.19796947,0.2870739,,
-0.85838914,0.4207006,,
-0.78233695,-0.44438526,,
0.7592585,-0.49740428,,
0.34647575,-0.83213174,,
-1.0,0.923633,,
-0.75212985,0.75763,,
-0.034782887,-0.96015656,,
1.0,0.70438206,,
0.35121426,-1.0,,
0.048323605,-0.16407613,,
-0.32044363,-0.040343255,,
-0.09121853,0.8134419,,
-0.80713105,-0.21578883,,
-0.8522796,0.4945918,,
-0.34537,-1.0,,
-0.45256212,-0.36985266,,
0.24017766,-0.29633093,,
0.27946925,0.120021135,,
-0.81938565,1.0,,
0.6869128,-0.50729764,,
0.008614903,-0.26456374,,
-0.438677,0.0673846,,
-0.8329536,0.009066194,,
-0.7664518,0.6603359,,
0.38362372,-0.5102256,,
0.015267357,-0.932818,,
-0.85263443,0.40378445,,
-0.11270432,-0.08988321,,
0.6104739,0.96684164,,
0.56744134,-0.23887211,,
0.41648325,0.40226606,,
-0.7750038,0.4771065,,
0.49772364,-0.8311788,,
-0.24492103,0.04916327,,
-0.8047065,0.4535044,,
0.8964982,-0.28224456,,
0.23462886,0.6912088,,
0.41077864,0.81945455,,
-0.35632634,0.71657354,,
-0.6725616,0.8698204,,
0.5092509,-0.50153136,,
-0.9241035,-0.39494142,,
-0.4865224,-0.22837028,,
-0.3872392,-0.9348815,,
0.21212128,-0.3785966,,
0.49298984,-0.49315315,,
0.5563859,-0.31458843,,
0.43821788,0.14460832,,
1.0,1.0,,
-0.12834051,,,
0.538613,,,
-0.20539403,,,
-0.23531416,,,
-0.15723895,,,
-0.9614571,,,
0.97418207,,,
0.6983907,,,
-1.0,,,
-0.27242756,,,
-0.49925748,,,
1.0,,,
0.3959469,,,
0.49582452,,,
0.5855798,,,
-0.64578575,,,
0.37655306,,,
1.0,,,
-0.7331799,,,
0.503351,,,
1.0,,,
0.3918308,,,
0.858195,,,
-1.0,,,
0.7108781,,,
0.9713712,,,
-0.34449595,,,
0.5693439,,,
-0.18766268,,,
-0.71384275,,,
0.6808621,,,
-9.691939E-4,,,
-0.023517704,,,
-0.04147601,,,
-0.26048383,,,
-1.0,,,
-0.23264842,,,
0.9806541,,,
0.0031356812,,,
1.0,,,
-0.3242312,,,
-1.0,,,
0.3061326,,,
0.33480456,,,
0.7049174,,,
-0.18100917,,,
-1.0,,,
-0.038774274,,,
-0.9198849,,,
0.39995956,,,
0.25900275,,,
-0.803218,,,
-0.45206288,,,
-1.0,,,
-0.12628481,,,
1.0,,,
-0.7461649,,,
0.32943186,,,
0.021284983,,,
-0.12993234,,,
0.62640643,,,
-0.90248185,,,
0.27042624,,,
0.32792354,,,
1.0,,,
-0.1519034,,,
0.4767784,,,
-0.33799598,,,
-1.0,,,
0.77892494,,,
0.8577404,,,
-0.62868786,,,
0.8931157,,,
0.06425749,,,
-0.6283655,,,
-0.2113929,,,
-1.0,,,
-0.73115516,,,
0.45490515,,,
0.3685655,,,
7.57426E-4,,,
0.27597183,,,
0.3065496,,,
0.6146029,,,
-0.17890525,,,
-0.07758311,,,
0.58483523,,,
-0.056529522,,,
0.678256,,,
0.04665731,,,
-0.28192732,,,
0.3033692,,,
-0.65046704,,,
-0.6270279,,,
1.0,,,
0.28925863,,,
0.7229537,,,
0.2150861,,,
-0.15819663,,,
