L0,L1,L2,L3,Graph
-0.20629068,0.4349024,0.25216302,-0.6872112,4
-0.8750834,0.5179576,0.5781789,-0.46408373,4
1.0,-0.4373405,0.16767313,-1.0,4
1.0,-0.9855624,-0.34866697,-0.24157551,4
0.94160223,0.09545185,-0.96143264,-0.75058424,4
-1.0,-0.732689,0.010681506,0.15611014,5
-0.014515281,0.79105794,0.63107646,-0.76958066,6
0.28335357,-0.45030507,-0.38743055,0.061682105,5
-0.8223241,-0.2311931,0.26892462,-0.10426603,6
0.99002194,-0.5768389,-0.04166472,0.9510367,6
-1.0,-0.56501514,0.84040797,0.867491,6
-0.3355819,0.68132406,-0.19459026,-0.010914162,6
0.13293256,-0.6770949,0.89451826,-0.31572133,6
0.4672969,0.52482986,-0.067544505,0.7034924,8
0.27706602,-0.37835288,-0.46543443,-5.40033E-4,8
0.43808424,-0.61883247,0.077849455,-0.29066208,7
1.0,0.33437693,-0.5466749,-0.43027547,7
1.0,-0.7587503,-0.79252124,0.5937915,7
0.70158166,0.9362558,0.13881883,0.3402756,7
0.34823707,0.7360696,0.32892454,-0.19646683,10
0.2709123,-0.4521004,-0.5188899,-1.0,18
0.07731965,0.06672022,0.3841911,-1.0,22
0.96765864,0.23128511,-0.5213929,-0.9625841,23
-0.43155795,-0.2585934,-0.88994354,0.12198579,23
-0.3666897,0.34719077,-0.92396253,0.4368224,23
-0.117700964,0.20144019,0.75576866,0.095902026,23
-1.0,0.5157205,-0.078023314,-1.0,24
0.7315656,0.27191347,-1.0,0.39152685,24
-1.0,0.5078487,-0.9529779,-0.25701728,24
-0.7262913,-0.54621065,0.15483099,-0.66472065,25
-0.18547495,-0.82905555,-0.47735327,0.9947013,26
-0.46535861,0.99813014,-0.09485291,0.114034206,26
-0.72977525,0.9323859,0.95442915,0.6761554,26
0.12723593,-0.16948913,0.3187048,0.08907108,32
0.47458136,-0.17769456,0.10740587,-0.4232855,32
0.83243144,-0.73979366,0.6038793,0.677467,45
-0.5955577,-0.032970592,-0.16103056,-0.31752843,45
-0.41820282,0.10519737,-1.0,0.124856144,45
0.84555674,-0.75632507,0.047208816,-1.0,40
-0.5805018,-0.8461529,0.09157227,0.5602116,40
-0.056910172,-0.12046488,-0.58506334,0.34764344,43
-0.59867626,-1.0,-0.016092509,0.7654211,43
-1.0,0.97132826,-0.040670294,0.4804032,54
0.010190889,-0.8439673,0.75188375,-0.12724796,54
-0.33899954,0.8866574,-0.43828923,-0.47673428,70
0.7618284,-0.9491556,-0.3414184,0.082609475,70
0.3817353,0.29385072,0.509976,-0.8947012,70
0.16641992,0.8875218,1.0,-0.59770536,70
1.0,-0.017491221,0.6991017,0.7287842,73
-0.17759599,0.5731578,-0.6899502,0.9927373,73
0.9281193,0.45227394,0.70099205,0.7207878,
-0.87797916,-0.04362786,0.043949485,-1.0,
0.15036708,0.18023323,-0.061104074,0.6016736,
0.08325571,0.64881754,-0.669233,0.5426639,
0.50748646,0.11987695,-0.6802067,-1.0,
-0.2824754,1.0,-0.7074716,-0.6078935,
-1.0,0.6651215,0.67081344,-0.8398827,
0.61380017,0.05267687,-0.3629638,-0.81798625,
-0.582675,-0.5905212,0.16309181,1.0,
-0.56785905,-0.61500525,1.0,0.66389245,
0.37548804,-0.65281075,-0.7655597,0.004992433,
0.1115673,-0.6201529,1.0,-1.0,
-0.06552702,-0.5300613,0.026849344,0.56652534,
-0.29370117,1.0,-0.83984977,0.23532827,
-0.91501296,0.675109,-0.09913118,-0.7870093,
0.27607858,0.32003593,0.21983415,-0.7857421,
-0.06583819,0.012864605,-0.14701429,-0.3878784,
