L0,L1,L2,Graph
0.16449058,-0.31946117,1.0,3
0.08034569,-0.7595629,-0.25744414,3
-0.91079986,1.0,-0.97982836,4
0.6866915,0.53249496,-0.7559574,5
-0.54228204,-0.8492179,-0.41160387,6
-0.593191,-0.0067069903,-0.9841015,7
-0.17597124,-0.94211286,-0.95720154,9
0.90282464,-0.5887792,0.851066,15
-0.68083227,0.31301156,-0.65587914,23
-0.12884708,0.6767921,-0.08602395,28
0.27870667,-0.15126887,-0.3672673,35
-0.3116054,0.11592051,0.68658686,35
0.04757175,-0.89143395,-0.18818039,38
1.0,1.0,-0.6714967,48
0.04990664,-0.041433748,0.31300715,48
0.65871006,-0.8513058,-0.865272,48
-0.81829965,-0.45504645,0.0029373467,55
-0.51684123,1.0,-0.4781861,59
-0.45489258,0.08465023,0.020075202,78
-0.29652625,-0.03470844,0.6068736,74
0.23656794,,,100
0.4542297,,,100
-0.72683644,,,100
-0.4182727,,,119
1.0,,,112
-0.8126626,,,112
0.5668504,,,112
0.5300356,,,112
-0.43091178,,,130
0.014611259,,,130
-0.050084844,,,130
-1.0,,,143
0.118641846,,,143
-0.12411576,,,143
-0.6852458,,,143
0.63170654,,,143
0.60032976,,,143
-0.14930405,,,143
-0.49091026,,,143
0.50357854,,,139
0.8006565,,,139
0.25771534,,,141
-0.3779444,,,141
1.0,,,141
-1.0,,,149
-0.9266516,,,148
-0.7351465,,,148
0.68731296,,,148
-1.0,,,148
1.0,,,148
-0.76647925,,,
0.01963602,,,
1.0,,,
0.22649096,,,
0.368702,,,
1.0,,,
0.39930606,,,
0.016843483,,,
-0.6498352,,,
0.7473387,,,
-0.34792227,,,
-1.0,,,
0.08637951,,,
0.064978555,,,
-0.56500965,,,
0.15924501,,,
0.14272824,,,
0.71052766,,,
-0.7052697,,,
0.46134838,,,
-0.9409286,,,
-0.34590906,,,
-0.93924385,,,
0.3511949,,,
-0.015006255,,,
0.18252939,,,
0.03750024,,,
-0.16786218,,,
0.4548498,,,
-0.057166815,,,
0.48199436,,,
-0.38864452,,,
0.26757747,,,
-0.5534866,,,
-1.0,,,
0.7288125,,,
0.5972544,,,
-1.0,,,
0.5652945,,,
1.0,,,
-0.26392812,,,
0.51065826,,,
-0.0140709635,,,
1.0,,,
-0.8250491,,,
-0.4892083,,,
0.24715362,,,
0.016976997,,,
-0.38162282,,,
0.21657878,,,
