L0,L1,Graph
-0.52090096,-0.8771236,3
-0.9929429,-0.029674508,4
-0.25588173,-0.30375537,4
-0.91899055,0.31747633,4
0.69584054,0.81737316,7
0.4317842,-0.440848,11
-0.9490552,0.57817805,14
0.48453692,1.0,33
0.37640315,-0.8869101,71
-0.45000026,-0.33721355,71
0.03858164,0.21504015,71
-0.6447173,0.4149102,71
1.0,-0.7624692,71
0.89364785,-0.57312435,71
0.4653445,0.3138008,71
0.82449436,0.57442963,71
-0.12159998,0.03473828,71
-0.477854,-0.5983947,71
0.14920835,-0.19020364,101
0.41978022,0.22413206,101
1.0,,94
-0.56266195,,94
0.21858476,,94
0.6287496,,94
0.43701217,,112
-0.21234395,,112
-0.3980201,,112
-0.54595685,,112
-0.78685284,,126
-0.7309092,,131
1.0,,131
-0.75599945,,150
0.8479557,,150
0.6617693,,150
0.21267518,,150
0.42841625,,150
0.6527375,,150
0.69771814,,150
0.14392345,,150
0.7504897,,150
-0.62001336,,150
0.55286705,,150
-0.09242459,,150
1.0,,150
-1.0,,150
-0.71304685,,149
-0.8571338,,149
0.52322257,,149
0.33166626,,149
0.3753268,,149
-0.7909689,,
-0.9936134,,
1.0,,
-0.46788427,,
0.8151835,,
-0.8383651,,
0.7916756,,
0.7029969,,
-0.21775806,,
-0.7684156,,
0.24981378,,
-0.08077264,,
0.013290197,,
0.6742073,,
-0.5675807,,
1.0,,
-0.48173887,,
-1.0,,
0.3030261,,
0.16309962,,
-0.5857328,,
-0.53117114,,
-0.66491157,,
0.7364036,,
0.5536891,,
-0.3344295,,
-0.19921903,,
0.011398144,,
-0.9509141,,
0.9729928,,
-0.17004046,,
0.9057149,,
0.14002666,,
-1.0,,
1.0,,
-0.6354064,,
0.67894256,,
-0.9795983,,
0.6238669,,
0.569578,,
-0.4139155,,
-0.40702984,,
0.020877093,,
-0.23395944,,
-0.27224582,,
-0.12822418,,
-0.70791876,,
0.22623882,,
-0.507358,,
0.7588883,,
