L0,L1,L2,Graph
-0.4583825,1.0,0.9819707,5
-0.55343395,-0.09345223,0.22930636,5
0.48882973,-0.531132,0.10346719,5
-0.38953522,0.7597461,-0.10672733,5
0.11831047,0.045805663,0.4176287,5
-0.82424575,-0.2737497,0.2166028,6
-0.16900757,-0.05133602,-0.7417485,8
0.5927774,-0.6967537,-0.24131456,9
-0.11926911,0.106769904,-0.25891393,10
-0.7919574,-0.56833625,-0.77484685,14
0.3577688,-0.9267814,-0.9353713,14
-0.1513371,0.5862417,-0.84196246,14
-0.57923853,-0.17500281,0.2159713,14
1.0,0.31249654,-0.7851819,14
-0.032481574,0.28113526,0.073805496,14
-0.14976203,0.58639765,0.69944036,16
-0.9959883,-0.72276294,-0.43409723,16
-0.3081777,-0.40310335,0.06779801,16
-1.0,-0.4771342,1.0,29
-0.289524,0.3289216,-0.48360896,27
-0.08208878,-0.9191036,-0.83019257,35
-0.7938493,-1.0,-0.031200811,45
-0.7305002,0.5867286,-0.844849,55
-1.0,-0.89363855,0.24691612,55
0.76073927,-0.41089693,-0.615252,70
1.0,-1.0,0.5137305,72
0.09495356,-0.028424293,0.6567594,72
0.77779335,-0.5841526,0.18928008,66
-1.0,0.56033283,-0.8508466,66
-0.010937363,0.12126051,-0.040498674,75
0.53193986,-0.67904496,0.88970846,75
-1.0,1.0,-0.61229634,75
0.43216676,0.9367429,-0.50912094,75
-0.7087676,-0.7447282,-0.306401,75
-0.65275586,-0.72683805,-1.0,75
0.73233217,-0.53529346,-0.52844065,75
-1.0,-0.7181181,,75
-0.20870844,0.043516308,,75
0.013506085,0.5638634,,75
-0.29308566,0.18340285,,75
0.27173567,1.0,,75
0.763078,-0.36736172,,75
0.525349,0.7719027,,75
0.4055007,0.3252783,,78
-0.44664758,-0.4349083,,78
0.36193365,0.08030064,,87
-0.23104864,-0.19876611,,87
1.0,-0.41762686,,87
0.97077847,-0.9574583,,87
0.17695491,-0.6804306,,87
0.5715549,0.6366917,,
-0.56720114,0.24694036,,
0.2996862,-0.99872184,,
0.52331334,0.9576246,,
-0.06057602,-0.08566356,,
-0.050030828,0.78238326,,
0.63925135,-0.84711283,,
0.057304293,0.4578153,,
0.12665893,-0.7585161,,
-0.8062335,0.22923207,,
-0.25366816,0.11502853,,
-0.32473114,-0.26689357,,
-0.4211618,-0.09415475,,
-0.45350042,1.0,,
0.8701938,-1.0,,
-0.03126601,-0.14878523,,
0.10564008,-0.49332345,,
-0.389323,0.55507106,,
-0.06809142,-0.9558437,,
0.09376411,-0.49757308,,
0.9582331,-0.9882757,,
-0.9265336,-0.16772215,,
0.6318405,,,
0.57005656,,,
-1.0,,,
-0.26743355,,,
0.17080253,,,
-1.0,,,
0.6822547,,,
-0.6655681,,,
-0.9243046,,,
0.34612826,,,
-0.81911385,,,
-0.61391276,,,
-0.80467415,,,
-0.27902663,,,
-1.0,,,
-0.05353865,,,
0.87763226,,,
0.749877,,,
-0.48011917,,,
0.45032382,,,
-0.62026864,,,
0.0815469,,,
0.40855676,,,
-0.943625,,,
-0.82066673,,,
1.0,,,
1.0,,,
1.0,,,
-0.06366071,,,
0.09211199,,,
0.14600828,,,
-0.7877767,,,
0.6181556,,,
-0.24340576,,,
0.97867686,,,
-0.444538,,,
-1.0,,,
0.29493248,,,
-0.70807874,,,
-0.7052779,,,
0.278239,,,
-1.0,,,
0.640924,,,
-0.97538793,,,
0.76136017,,,
0.982194,,,
0.5271362,,,
0.8272649,,,
1.0,,,
-0.18617216,,,
-0.14217862,,,
0.11197251,,,
0.31756216,,,
0.9478377,,,
-0.26933628,,,
0.6506828,,,
-0.74275845,,,
-0.020742059,,,
-0.415236,,,
-0.40175483,,,
-0.15940788,,,
0.018348679,,,
0.8364502,,,
-0.79852474,,,
0.036926225,,,
0.12709129,,,
-0.6467434,,,
-1.0,,,
-0.2403324,,,
-0.37288836,,,
-0.47989297,,,
-0.057632253,,,
-0.6739006,,,
0.24767026,,,
-0.31873572,,,
0.7643581,,,
0.5973568,,,
0.72781086,,,
0.3766073,,,
0.5702812,,,
-0.69977003,,,
0.6353069,,,
-0.4842806,,,
1.0,,,
1.0,,,
-0.005782619,,,
-0.7762836,,,
0.09858948,,,
-0.13346505,,,
-0.18539196,,,
0.40715766,,,
-0.96486104,,,
-0.9366066,,,
-0.39855108,,,
-0.345428,,,
0.50011706,,,
-0.8351143,,,
0.9232695,,,
-0.09362726,,,
-0.44395608,,,
0.8033624,,,
-0.43523383,,,
-0.53224915,,,
0.72584265,,,
-0.7903251,,,
-0.7951402,,,
0.089958586,,,
0.8919985,,,
-0.8707824,,,
0.13536674,,,
0.56266457,,,
-0.7070755,,,
0.014383396,,,
0.07552683,,,
-0.37544954,,,
-0.12919457,,,
-0.60842097,,,
0.2637813,,,
0.52163196,,,
1.0,,,
-0.66114867,,,
-0.7340064,,,
1.0,,,
0.8268476,,,
1.0,,,
-1.0,,,
-0.60512847,,,
-0.63313127,,,
