L0,L1,Graph
-0.5507741,-0.16716853,4
0.9990507,-0.25090897,4
0.8761306,-0.40618834,4
0.54419065,-0.58029395,6
-0.3425117,-0.31174985,6
1.0,-0.28955036,6
-0.11713301,0.7985841,11
-0.22486836,-0.8603244,17
0.87790626,-0.31666642,27
0.825544,0.5002611,28
-0.14930275,0.14719611,28
-0.46983385,-0.88478196,33
-0.6124194,-0.0073079355,32
0.099185005,-0.62180793,58
1.0,-0.13506874,58
0.4408817,0.8958107,58
0.38422507,-0.5366378,93
0.4049464,-1.0,93
-0.22928357,-0.75848645,93
0.046101596,0.71132624,93
0.0772157,-0.5815865,93
0.21436632,0.2301043,93
0.25696874,-0.22123629,93
-0.4160632,0.5015712,93
-0.50536793,-0.5082797,93
0.74145615,-0.7556519,89
0.38977215,0.12942553,97
-0.59063166,0.19218984,97
0.79194784,1.0,97
0.67125726,1.0,97
0.90065324,-0.10945931,97
0.05837056,-0.028566573,97
0.47864982,-0.96460426,97
0.3147229,-0.9004322,95
-0.73138785,0.021803081,95
-0.5125689,-0.50835407,99
0.85973006,,96
1.0,,96
-0.4942742,,96
-0.2814772,,103
-0.53173065,,103
0.44193465,,103
-1.0,,103
0.5670801,,103
0.15393963,,103
-0.052890375,,103
-0.590732,,103
-0.9012735,,103
-0.83126247,,103
0.17211059,,103
-0.6750373,,
0.22186524,,
0.8038458,,
-0.9126622,,
-0.2369895,,
0.42540088,,
0.64966047,,
-0.4663909,,
0.32413372,,
0.788745,,
-0.7033164,,
1.0,,
0.39962468,,
0.58955246,,
-0.8828482,,
-0.90684056,,
-0.90739363,,
-0.20900759,,
-1.0,,
-0.052357122,,
-1.0,,
-0.080377474,,
-0.42248356,,
-0.73919255,,
-0.9061992,,
0.37667608,,
0.34389666,,
-1.0,,
-0.07153282,,
-0.5764936,,
-0.3923711,,
0.7230541,,
0.59154874,,
-0.8792733,,
0.855591,,
-0.09424864,,
-0.11622384,,
0.06866439,,
0.60338813,,
-0.05303218,,
0.7764355,,
-0.2587444,,
0.43940723,,
-0.14944428,,
0.8934178,,
0.31808096,,
0.8428456,,
0.2728084,,
0.6354117,,
-0.16383836,,
0.040001467,,
-0.72135544,,
-1.0,,
0.5960068,,
0.12763834,,
-0.7591189,,
-0.7697204,,
0.77477854,,
-0.29261655,,
0.015017025,,
-0.58552647,,
0.87538207,,
0.3247092,,
-0.998999,,
0.48081595,,
-0.84571797,,
-0.9436444,,
-0.18313804,,
-0.03718716,,
0.45231336,,
0.090299115,,
0.59233,,
-0.26571196,,
-0.0721658,,
0.7465302,,
0.848459,,
-0.9153805,,
-0.122009724,,
-0.8314569,,
0.5491666,,
0.23020707,,
-1.0,,
-0.44698697,,
-0.7180239,,
-0.36216733,,
-0.027051046,,
-0.22946937,,
0.008454293,,
0.2057204,,
0.025890797,,
0.18445511,,
0.7319739,,
0.98361796,,
0.056043725,,
-0.44263652,,
0.23335399,,
0.60079813,,
-0.4190038,,
-0.033164494,,
0.9254597,,
-1.0,,
0.06709628,,
-1.0,,
0.80823135,,
0.8778421,,
-0.07141079,,
1.0,,
-0.47733146,,
-0.6249139,,
0.34833032,,
-0.2422556,,
0.6001899,,
-0.6560827,,
-1.0,,
0.9297646,,
-0.63500386,,
0.03660952,,
0.6751295,,
0.34873834,,
1.0,,
-0.30969125,,
0.013904132,,
-0.7907814,,
0.25424406,,
-0.6125824,,
-0.7545557,,
-0.77085054,,
1.0,,
-0.3438658,,
1.0,,
-0.0037419796,,
0.849016,,
-0.9410094,,
0.39508453,,
-0.24814591,,
-0.95167285,,
-0.11678316,,
0.46905127,,
-0.18264844,,
-0.29689634,,
-0.7214037,,
0.69395363,,
0.9691973,,
0.098837435,,
-0.21429881,,
-0.2478345,,
-0.32330278,,
-1.0,,
0.13156617,,
0.17178345,,
