L0,L1,Graph
-0.60317135,1.0,4
0.18665779,0.26858917,6
-0.2945584,-0.84347755,4
0.480119,0.05889684,4
-0.3327472,-0.78614426,5
-0.011060357,-0.21310604,8
0.96247995,-0.6018955,8
-0.09656242,0.4408334,12
0.31961644,-0.11393091,20
-0.6179533,-0.025986925,20
0.26636276,0.111284144,22
-0.5768284,-0.59684443,22
-0.35121816,-0.83605194,24
0.30425286,-1.0,24
0.4770379,1.0,24
-0.3577869,-1.0,28
-0.47078934,1.0,28
-0.17655541,-0.8052209,28
0.024157405,0.18155484,28
0.6921046,-0.61901957,28
1.0,,28
0.45368314,,29
-0.41658407,,29
-0.8135897,,37
0.45436946,,37
-0.60104895,,37
0.038080335,,37
-0.39764005,,38
-1.0,,38
-0.43160385,,38
-0.35561216,,38
0.2909013,,44
0.19113497,,44
-0.117129795,,46
-0.40411073,,46
-0.2856223,,46
-0.7814367,,46
1.0,,46
0.57716143,,47
-0.80871814,,47
-0.63871396,,47
-0.024534643,,47
0.24330562,,47
-0.09002973,,47
0.6182136,,47
0.90994596,,47
1.0,,47
-0.6622809,,47
0.7980168,,47
0.06304843,,47
0.77754194,,
-0.04154715,,
0.95832145,,
0.6103761,,
0.35276484,,
0.45822906,,
-0.35410482,,
0.5314114,,
-0.9411373,,
0.2185024,,
0.71548605,,
0.48365864,,
-0.81333613,,
0.9092443,,
0.18018293,,
0.62996835,,
0.41480634,,
-0.08277159,,
0.50780743,,
0.28382427,,
-0.36280966,,
0.06939574,,
0.84038067,,
-0.54715645,,
0.1345396,,
0.30882648,,
0.4369365,,
-0.9240696,,
-0.7372489,,
-0.996465,,
-0.52871263,,
-0.54643476,,
-0.8296825,,
-0.9002751,,
0.107269935,,
1.0,,
-0.43692598,,
-1.0,,
0.16456708,,
-0.13156003,,
-0.8884001,,
-0.97561705,,
0.360456,,
-0.82294697,,
0.15199642,,
0.8033556,,
0.062281087,,
0.62305313,,
-0.74906874,,
0.767066,,
