L0,L1,L2,L3,Graph
-0.17790067,0.25293106,1.0,-0.4340868,4
-0.15076566,-0.7005155,-0.9037491,1.0,4
-0.82707536,0.031971574,0.3968254,-0.73564464,5
-0.6336224,0.5975691,0.40012163,-0.8191934,5
1.0,0.07159582,0.87856483,-0.5631349,6
-0.7717185,-0.031257898,0.09355436,0.6993863,6
-0.79976976,-0.5814102,-0.25131392,1.0,8
0.47580582,-0.8251446,-0.70186055,-0.0905254,8
0.81953335,0.20236462,0.50175655,0.74897933,10
-0.17796415,-0.66579413,-0.31130603,-1.0,10
-0.31213495,-0.083149076,0.6645062,-0.47996765,10
-0.16976874,-0.654516,1.0,0.5961133,12
-0.48063886,-0.06718299,-0.71178293,-0.29080668,14
0.18869513,-0.5746078,0.50175714,-0.59348124,14
-0.9444914,-0.81251377,-1.0,-0.14080825,14
-0.4640326,0.76598,0.29662013,-0.36291552,14
-0.010371834,0.4119867,-0.17684504,0.005395055,17
-0.060594477,-0.5579364,-1.0,-1.0,17
0.3816603,0.43290472,0.20539278,-0.23731998,17
0.38899592,0.23466839,-1.0,0.1403113,22
0.4738606,-0.48321772,-1.0,-0.7384492,25
1.0,0.0805413,-0.39693666,-0.2938686,25
0.876707,-0.9176256,-0.1544246,-0.49438816,25
-0.54632604,-0.7150823,0.30057502,0.508547,30
-0.4589563,0.5142487,-0.6023009,0.37417734,30
-0.79234266,-0.74677646,0.38101608,0.7861188,31
0.6461483,-1.0,-0.22761998,-1.0,38
-0.95502377,-0.64759755,0.6872996,0.4122836,51
0.11724205,-0.37095052,-0.47065827,-0.21281998,51
-0.40620345,-0.38615102,-0.29146194,0.4586446,51
0.35774642,0.44650018,-0.970773,0.66642565,51
0.93727964,0.28565428,0.016338527,-0.14629307,68
-0.7500428,-0.33716905,-0.5274772,-0.55985284,68
-1.0,0.29470634,-0.7011814,-0.27043152,71
-0.4996261,-0.47674853,-0.66999614,-0.6222101,75
-0.99277717,-1.0,-0.1515707,-0.23611178,75
-0.80230546,0.67871666,0.5719714,-0.101925015,75
-0.9916228,0.08149895,0.049644,0.7822174,75
-0.56676483,-0.11591546,-0.6705926,0.17696556,82
0.094855085,-0.66398704,-0.8142936,-0.31062013,82
0.14249629,-0.81421465,-0.7169266,0.8203068,84
0.8062467,-0.66893274,-0.9213334,-0.030398313,84
-0.6267307,-0.85164446,1.0,-1.0,84
0.23820528,-0.88263243,1.0,0.07117932,84
1.0,0.55139637,-1.0,0.58755845,84
1.0,0.039867908,-0.4342898,-0.90636224,84
0.66061765,-1.0,-0.3101449,0.9529927,84
0.14761996,0.034246445,0.96919334,0.0060122013,84
-0.97135043,-0.6190393,-0.19990832,0.32434997,87
0.9688067,-0.6088412,-0.41483447,-0.5053648,87
0.8080745,0.75100774,-0.100277625,0.8412663,
0.017043635,0.8498298,-0.08940518,-0.5491284,
0.8444495,-0.38775405,-0.20903113,1.0,
-0.9185824,-0.57744175,0.40001938,-0.15323368,
0.8643241,-0.25047863,-0.6282519,0.84880036,
-0.97804266,0.17787857,0.01288851,-0.18198754,
0.12628339,0.026957996,0.58368355,0.54292315,
0.6853844,-0.56002223,-0.8454367,-0.87504876,
-0.35692695,-0.6516028,-0.81181127,-0.5272132,
0.3479389,0.501966,-1.0,-0.48380265,
-0.75311494,-0.09242276,0.026564434,0.9642239,
-0.2807669,0.13938743,0.4353294,0.36119428,
-0.7929371,-0.1440405,-0.016281396,0.07317525,
0.8135767,0.9066622,-0.36903042,-0.38337192,
0.80969095,0.44447672,0.8414234,0.18922731,
-0.6799922,1.0,-0.970882,0.76181906,
-0.4880275,0.5189232,0.9478015,-0.28198123,
-0.9339841,0.08994394,-0.29711115,0.008745983,
-0.10596272,-0.49242848,0.61117023,,
1.0,0.9837245,-0.3399499,,
-0.13447532,1.0,-0.13120887,,
-0.5285948,-0.47788835,0.66774815,,
0.73880064,0.24186735,0.87471503,,
0.39723176,0.22894356,0.279988,,
-0.9390854,-0.4971909,-0.20432463,,
0.44989663,-0.26173002,-0.67462593,,
-0.4670455,-0.60058075,-0.60472906,,
-0.91088283,0.19733469,-1.0,,
0.66763824,-0.19789602,0.76459503,,
0.10589544,0.70422953,0.023807317,,
0.34372064,0.6506079,0.9490388,,
-0.68366724,0.8995733,-0.64698297,,
-1.0,0.0131448805,-0.5056788,,
0.5060845,0.6707767,-0.4750255,,
0.20319486,-0.92345846,0.803865,,
-0.7131992,0.69350475,0.83313173,,
0.069696575,0.28131902,0.08316645,,
-0.045780733,-1.0,0.32485422,,
0.5164343,0.46550822,-0.33493906,,
-0.11453791,-0.9271763,-0.93612355,,
-1.0,-0.5471595,-0.5117563,,
0.14789009,-0.60336596,-0.40558398,,
0.4687514,-0.36843354,0.3051408,,
0.6253996,-0.89026326,-0.75840557,,
0.09088774,-0.015462518,0.09978585,,
0.10256847,-0.083108746,-0.96772456,,
0.4308003,1.0,-0.35638073,,
0.16708808,0.6394595,-0.44631,,
-0.9821737,0.28266653,0.8235193,,
-0.32767093,0.12845568,-0.9691503,,
1.0,0.9639165,0.97344744,,
0.85293007,0.08465546,-0.6193688,,
0.968441,0.98430073,-0.8392172,,
-0.25637168,-0.96695256,-0.54946506,,
-0.761425,1.0,0.2733709,,
0.9554552,-0.93165684,-0.25517932,,
0.40301746,0.6028197,0.056027167,,
-0.7087174,-0.33961868,0.47013485,,
0.65679395,-0.8778931,-0.6840762,,
-0.21169801,-0.65322965,0.14626878,,
-0.4864342,-0.40046996,-0.6744709,,
0.53767705,0.37666455,1.0,,
-0.9703326,-0.76668835,-0.5888945,,
-0.23489825,-0.38145748,-0.5140683,,
0.45189455,0.5951162,1.0,,
-0.27113897,0.07455668,-0.698495,,
0.22227772,0.21867982,1.0,,
0.120313704,0.7376619,-0.8284298,,
-0.72100985,1.0,-0.8734018,,
0.62250435,-0.1729576,1.0,,
0.44931749,-0.15960214,-0.24352245,,
0.7241881,0.11068007,-0.35773695,,
-0.48672187,-0.24433751,-0.7088133,,
-0.28681034,-0.06123112,0.105225936,,
0.7463387,0.41092014,-0.3260872,,
-0.43985978,0.42953992,0.84115624,,
0.6271459,-0.284374,-0.9678989,,
-1.0,-0.4252141,-0.6226678,,
-0.6795134,-0.54896945,-0.8451938,,
-0.0051880777,-1.0,-1.0,,
-0.40218297,-0.9708072,-0.43395713,,
0.30355603,-0.3611622,0.92582035,,
-0.36768913,0.14613993,0.29792225,,
-0.44872904,-0.1689397,-0.8188008,,
0.59689355,-1.0,-0.23193024,,
0.17485142,0.20510948,-0.84545946,,
-0.113964,-0.6681071,0.3466625,,
0.61746025,0.2312631,-0.08884962,,
0.2797733,-0.65067184,-0.6493213,,
-0.9782231,-0.88817966,-0.3692751,,
0.3525816,0.5736457,-0.7708599,,
0.68919337,-0.16324827,0.14774987,,
0.602256,0.13402084,0.7235898,,
-0.42783868,-0.29978547,-0.51725614,,
-0.6641435,0.14479658,0.021552645,,
0.035308376,-0.79196274,0.39139265,,
-0.4411444,-0.6078667,-1.0,,
-0.67837274,-0.37094682,0.01902914,,
-1.0,0.5852082,-0.8076426,,
-0.40824687,-0.024137825,0.50924206,,
0.14377446,1.0,0.7888084,,
0.5351441,0.70440114,0.0020386353,,
-0.7509936,-0.9651977,-0.5458232,,
-1.0,0.0331612,0.10745773,,
0.3712389,1.0,0.15759274,,
-0.4902797,-0.7282039,0.8981399,,
-1.0,-4.1149557E-5,0.47208813,,
-0.19585237,-0.90716,0.6632166,,
0.9862176,0.59259415,-0.0029617995,,
0.63736844,-0.7370845,-0.09029415,,
-0.566916,0.3449617,-0.42254284,,
-0.6626585,-0.9080908,-0.15571973,,
-0.18468755,-0.2767151,-1.0,,
0.052509606,-0.37147725,-0.9963819,,
1.0,-0.7659863,-0.8192857,,
0.8037917,0.5566155,0.8697074,,
-0.18000744,0.23038611,-0.616876,,
-0.93755037,-0.2739798,-0.683759,,
-0.57213384,0.38793015,0.95404285,,
-0.1479635,0.45306805,0.29707807,,
0.6953381,0.4675508,0.07385616,,
0.8742604,-0.12415835,-0.5960836,,
-0.11535294,0.36045167,0.33052143,,
0.026948482,-1.0,0.8736553,,
0.8775111,-1.0,0.5064558,,
-0.5478834,1.0,-0.16872522,,
0.6873963,0.7416434,0.39571732,,
-0.29929382,0.5606447,0.05431948,,
-0.2480669,0.79449886,-1.0,,
0.12815253,0.8989965,1.0,,
0.42755452,-0.74923956,-0.81298554,,
0.74650884,-0.17842597,-0.23025477,,
-0.6453998,-0.7890424,-0.10810536,,
0.677346,0.80160236,-0.23198795,,
-0.7847598,-0.33585614,-1.0,,
-0.6129336,0.44444823,-1.0,,
0.27460858,0.09704539,0.10369809,,
0.3241696,0.98526204,-0.567725,,
-0.47541794,1.0,-0.9672675,,
0.3110704,-0.9390684,-0.18994416,,
0.99286425,-0.05278495,-0.4879341,,
-0.66346085,0.8772773,0.33140585,,
0.4934906,0.020371154,-0.022103772,,
0.37483293,-0.24917729,-0.05208683,,
-1.0,0.009613523,0.04179894,,
-0.90443265,0.6421123,-0.34835237,,
-0.33117273,-1.0,0.48340964,,
0.8216951,-0.43854946,0.995219,,
