generation,score1,score2,score3,score4,score5,score6,score7,score8,score9,score10,score11,score12,score13,score14,score15,score16,score17,score18,score19,score20
0,261073,563871,339459,153841,214213,195155,160620,167650,609073,180847,375590,129962,233351,191479,193379,547539,291270,147075,637707,159213
1,3,3,3,3,4,3,3,3,6,4,3,3,3,4,4,3,4,3,3,3
2,4,3,3,3,4,3,3,6,6,3,3,3,3,3,3,3,5,3,5,5
3,4,4,4,4,4,3,4,4,5,3,6,4,4,4,3,4,7,4,6,5
4,5,4,4,5,5,3,4,4,5,4,7,4,4,6,5,7,8,5,8,6
5,5,5,6,5,5,5,4,5,7,4,8,5,6,6,6,11,8,5,9,6
6,5,7,5,6,5,5,5,5,9,4,9,5,7,6,7,11,8,6,10,6
7,5,7,6,6,6,6,5,5,11,6,9,6,7,6,7,12,10,6,10,8
8,7,7,6,6,6,7,5,5,16,6,10,6,7,6,7,12,10,6,12,8
9,7,8,6,6,6,9,7,5,19,6,11,6,7,7,7,12,10,6,15,8
10,7,10,7,6,6,9,7,5,19,7,17,7,7,8,7,15,10,6,15,8
11,9,10,8,6,6,9,7,5,19,7,17,7,7,8,7,15,10,6,21,8
12,9,12,8,6,6,9,7,5,19,7,19,7,7,8,7,15,10,6,21,10
13,9,12,8,6,6,9,7,6,26,7,20,7,7,8,7,15,10,6,21,10
14,9,12,8,6,6,10,7,6,26,7,20,7,7,7,7,16,10,6,27,10
15,9,11,10,6,6,10,7,6,26,7,20,7,7,7,7,18,10,6,27,10
16,15,14,12,6,6,10,7,6,26,7,20,7,7,7,7,18,10,6,27,10
17,15,15,22,6,6,10,7,6,24,7,20,7,7,7,7,18,10,6,27,10
18,15,20,24,6,6,10,7,6,29,7,25,7,7,7,7,18,10,6,27,10
19,15,22,24,6,6,14,7,6,29,7,25,6,9,7,7,18,10,7,27,10
20,15,22,24,6,6,13,7,6,30,7,25,6,8,7,7,18,10,7,27,10
21,15,22,24,6,6,13,7,7,35,7,24,6,10,7,7,18,10,7,27,10
22,15,22,26,6,6,13,7,7,35,7,24,6,10,7,7,18,9,7,28,10
23,15,22,26,6,6,14,7,7,35,7,24,6,10,7,7,30,9,7,28,10
24,15,22,26,6,7,15,7,7,47,7,22,7,12,7,7,30,18,6,28,10
25,15,26,26,6,7,15,7,7,47,7,29,7,11,7,7,40,18,6,28,10
26,15,26,26,6,7,15,6,7,51,7,31,7,11,7,7,49,18,7,28,10
27,15,26,26,6,8,15,6,7,53,7,31,7,11,7,7,49,18,7,30,10
28,15,25,26,6,8,15,6,7,53,7,31,7,12,7,7,49,17,7,30,10
29,15,33,26,6,11,15,6,7,53,7,31,7,12,7,7,49,21,7,30,10
30,15,33,26,6,11,15,6,7,56,8,31,8,12,7,7,49,21,7,30,10
31,15,33,27,6,13,15,6,7,56,8,31,8,12,7,7,54,21,7,30,10
32,15,33,27,6,15,15,6,7,56,8,31,8,14,7,7,63,19,7,34,10
33,15,33,27,6,15,15,6,7,56,8,34,8,14,7,7,63,19,7,34,10
34,15,33,27,6,15,15,6,7,56,8,34,8,14,7,7,65,19,7,34,10
35,15,34,27,6,15,15,6,7,70,8,34,8,15,7,7,65,19,7,43,11
36,15,63,27,6,15,19,6,7,70,8,34,8,15,7,7,65,19,7,43,12
37,15,63,27,6,15,19,6,7,70,8,35,8,20,7,7,65,26,7,64,13
38,15,63,27,6,15,19,6,7,70,8,35,8,20,7,7,65,26,7,64,15
39,16,63,27,6,16,19,6,7,70,8,35,8,20,7,7,70,23,7,64,14
40,16,58,27,6,18,19,6,7,75,8,35,8,21,7,7,70,23,7,76,14
41,16,58,27,6,18,23,6,7,75,8,35,8,21,7,7,71,23,7,76,14
42,16,58,27,6,18,23,6,7,75,8,35,8,21,7,7,74,23,7,75,14
43,16,58,27,6,18,22,6,7,75,8,35,8,21,7,7,74,23,7,75,14
44,16,58,27,6,18,33,6,7,75,8,35,8,21,7,7,74,23,7,75,15
45,16,58,27,6,18,33,6,7,75,8,35,8,21,7,7,74,23,7,75,15
46,16,58,27,6,18,33,8,7,75,8,35,8,24,7,7,75,23,7,75,15
47,16,58,27,6,18,47,8,7,75,8,35,8,24,8,8,75,23,7,75,15
48,16,58,27,6,18,42,8,7,75,8,38,8,24,8,8,74,23,7,75,15
49,21,68,27,6,18,48,8,7,77,8,38,8,26,8,8,75,30,7,75,15
50,21,68,27,6,19,56,8,7,77,8,38,8,26,8,8,75,33,7,75,15
