generation,score1,score2,score3,score4,score5,score6,score7,score8,score9,score10,score11,score12,score13,score14,score15,score16,score17,score18,score19,score20,score21,score22,score23,score24,score25,score26,score27,score28,score29,score30,score31,score32,score33,score34,score35,score36,score37,score38,score39,score40,score41,score42,score43,score44,score45,score46,score47,score48,score49,score50,score51,score52,score53,score54,score55,score56,score57,score58,score59,score60
0,708053,359115,452747,356383,707339,237279,776878,796522,665613,869588,187176,738213,470012,191292,566331,234254,683310,862161,607358,613391,353048,274536,415105,476196,608999,748475,727298,774634,490624,215659,411576,487660,755081,866664,561230,468805,371817,503308,961408,880132,330351,558758,700640,625827,720244,622773,949654,206817,368422,638173,711431,415358,632712,881964,260545,336938,571429,461821,248086,572377
1,4,3,3,4,4,3,3,5,3,3,3,3,4,3,3,3,3,4,4,4,3,4,4,3,3,3,4,4,3,4,3,3,6,3,5,3,4,5,3,3,3,4,4,3,4,4,3,4,3,3,6,3,3,5,4,3,3,4,6,3
2,4,3,3,4,4,3,3,4,4,3,4,4,4,3,3,4,4,6,4,4,4,4,4,3,3,3,4,4,4,5,4,3,6,10,5,4,4,5,3,5,3,4,4,3,4,4,4,4,4,4,7,4,7,5,4,4,4,4,4,4
3,7,4,5,4,4,3,3,5,4,4,4,4,4,4,3,4,4,6,4,4,4,4,4,3,6,4,5,4,7,5,5,4,6,10,5,5,4,4,4,5,3,4,4,4,4,4,4,7,4,5,7,6,7,5,4,4,4,4,4,5
4,7,4,5,4,4,4,4,5,4,4,4,4,6,4,4,4,7,6,4,4,4,4,4,4,6,4,5,7,7,5,5,5,5,10,5,5,4,5,4,5,4,4,4,4,5,4,4,7,4,5,7,6,7,5,4,4,4,7,4,5
5,5,4,5,4,5,4,6,7,4,4,4,6,6,4,4,4,8,8,4,6,4,4,4,4,6,4,5,7,7,5,7,5,5,10,5,5,4,5,4,5,4,6,5,4,5,6,4,7,5,5,7,6,7,5,4,4,4,7,4,6
6,5,4,5,6,6,4,6,6,4,5,4,5,6,6,4,5,18,15,4,6,5,5,4,4,5,5,6,7,7,5,7,5,5,10,5,5,4,5,4,8,4,6,9,4,8,6,6,7,5,5,7,6,7,6,4,4,4,7,4,11
7,5,4,6,6,8,4,8,8,4,5,4,7,6,6,5,5,18,20,4,6,5,5,8,4,5,5,13,7,7,5,7,5,9,10,7,7,4,5,7,7,4,6,9,6,13,6,6,7,5,5,9,6,5,6,5,4,4,7,4,11
8,6,5,11,6,8,4,6,11,4,5,6,7,6,6,5,5,20,20,4,7,5,5,8,4,5,5,13,7,7,5,9,5,9,10,7,7,4,5,9,12,4,6,9,6,13,6,11,7,5,5,9,6,5,7,6,4,5,7,4,11
9,7,5,11,6,7,4,9,19,4,6,5,8,6,6,6,5,20,20,4,7,5,5,7,8,5,5,12,7,8,5,9,6,9,10,9,6,4,5,9,12,4,6,11,6,17,6,16,7,6,9,22,8,5,7,6,6,5,7,4,11
10,7,5,11,6,13,4,12,19,5,6,5,10,6,6,6,5,20,20,6,7,5,5,7,8,5,5,15,7,10,5,16,6,10,17,9,6,4,5,9,13,4,6,15,7,23,5,20,7,6,9,22,10,5,10,6,8,5,6,5,11
11,7,5,11,6,13,4,12,19,5,14,5,15,6,6,6,5,20,21,5,7,5,5,7,8,6,6,16,7,10,5,16,6,10,23,11,6,5,5,9,13,7,6,21,14,23,5,20,7,7,7,22,16,5,12,6,8,5,6,5,12
12,7,5,12,6,13,4,16,25,5,15,5,13,6,6,6,5,20,21,9,7,5,5,7,8,6,7,16,7,12,5,16,6,15,23,13,6,5,5,10,14,7,7,21,14,23,7,20,5,7,7,23,16,5,13,6,8,5,6,6,12
13,7,5,12,6,13,4,21,25,5,18,5,15,6,6,6,6,20,21,7,7,5,5,7,7,7,9,16,7,12,5,16,6,16,23,13,6,5,8,13,18,7,8,21,20,23,7,20,5,7,7,23,16,8,15,6,8,5,11,6,13
14,7,5,12,6,13,4,21,25,7,22,5,23,6,6,6,6,20,21,7,7,5,5,7,9,7,9,16,7,12,5,18,6,19,23,14,6,7,8,11,25,8,8,24,20,23,7,20,5,7,7,23,16,8,18,6,8,10,11,6,12
15,7,5,15,6,15,4,29,25,7,29,5,23,6,6,6,6,24,21,7,9,8,5,7,19,7,8,16,7,12,5,18,6,19,22,14,6,7,8,24,25,8,8,24,20,22,7,20,5,7,7,23,16,11,23,6,8,10,11,6,14
16,10,7,15,6,15,5,29,25,7,41,5,23,7,6,8,6,24,21,7,9,8,5,7,19,15,16,16,7,12,5,18,6,19,32,25,6,7,8,31,25,8,10,22,20,22,7,34,5,7,7,24,16,11,34,6,8,11,11,6,14
17,17,7,15,6,18,5,29,25,10,41,5,23,7,6,12,6,35,21,7,9,8,5,9,19,16,17,28,7,16,5,18,6,17,37,25,6,7,8,30,25,8,10,22,20,22,7,34,5,7,7,22,17,11,51,6,10,13,11,6,16
18,28,7,15,6,18,5,37,25,13,41,6,23,7,6,16,7,35,21,7,9,8,5,9,19,21,19,24,7,16,5,18,6,20,37,25,10,8,8,50,25,8,11,22,20,22,7,34,5,7,7,22,17,11,51,6,10,13,11,7,21
19,28,8,15,8,25,5,37,30,13,49,6,23,7,6,18,7,35,21,7,9,8,5,9,19,21,20,24,11,16,5,18,6,20,37,25,14,9,8,45,25,8,11,22,20,22,7,39,6,7,15,22,17,11,51,6,10,13,11,7,21
20,28,8,15,9,25,7,37,27,13,49,6,23,7,6,18,7,35,21,7,14,8,5,9,19,21,25,23,23,15,6,18,7,21,37,25,19,11,8,45,25,8,11,22,21,22,6,52,6,7,39,31,17,15,51,6,10,13,12,7,21
21,28,14,16,9,25,7,57,27,20,49,6,27,7,6,21,7,35,30,9,20,8,5,9,19,21,25,36,32,17,6,18,7,23,37,33,15,11,8,45,25,8,17,41,26,22,6,49,6,7,39,30,21,18,51,6,10,13,14,7,29
22,28,19,16,10,25,5,57,27,20,49,6,27,7,6,36,7,35,32,15,31,8,6,9,19,27,25,36,32,20,6,18,7,37,37,33,19,11,8,55,25,8,20,41,26,22,6,78,6,7,39,30,21,17,51,6,10,13,14,7,32
23,28,20,16,11,25,5,57,39,18,49,6,28,7,6,36,7,35,35,16,31,10,10,9,19,38,30,36,32,20,6,18,8,37,37,35,19,11,8,55,29,7,23,41,30,22,8,78,6,7,39,39,21,17,51,6,10,13,14,7,32
24,29,20,17,11,25,5,57,44,30,53,6,28,7,6,36,7,35,73,16,35,10,14,9,22,38,30,36,32,34,8,18,8,37,46,46,19,11,8,55,44,7,28,41,30,22,7,78,6,7,39,39,22,23,51,6,12,16,21,7,32
25,33,20,19,11,28,5,57,54,30,53,6,28,7,6,36,7,35,73,16,35,10,14,9,22,38,30,36,33,32,8,18,10,37,46,46,27,11,8,58,47,7,32,41,30,22,9,78,6,7,39,39,22,23,51,6,12,17,18,7,32
26,33,20,21,11,28,5,57,54,30,53,6,39,11,6,36,7,35,73,21,35,10,14,9,22,35,39,36,39,32,8,22,13,37,45,41,27,10,12,58,47,7,32,41,30,24,11,78,6,7,39,39,22,32,51,6,11,17,22,7,32
27,40,21,21,13,28,6,57,54,30,53,6,41,11,6,36,7,44,73,18,35,10,14,9,22,35,39,36,39,32,8,22,17,45,53,41,29,10,31,58,49,11,32,41,30,24,11,78,6,7,39,39,21,45,68,6,12,17,22,7,32
28,40,21,22,13,47,6,57,53,30,53,6,51,12,6,36,7,54,73,32,35,11,14,9,36,35,57,36,39,32,8,22,24,45,53,41,29,12,33,67,49,11,32,41,30,24,10,78,6,7,42,39,21,45,68,6,12,17,22,7,32
29,45,21,22,13,47,6,75,53,33,53,6,48,12,6,36,7,54,73,32,35,15,14,9,36,44,57,36,40,32,8,22,24,45,52,41,28,15,33,67,63,12,33,41,30,32,37,78,6,8,55,39,21,45,68,6,12,17,23,7,32
30,45,21,22,13,47,6,75,53,33,53,6,48,19,6,36,7,54,74,32,35,15,14,9,36,44,64,47,40,32,8,24,22,49,52,41,28,16,33,67,63,12,45,58,30,36,37,66,6,8,55,39,29,52,70,6,13,27,30,7,32
31,45,21,22,13,47,6,75,53,33,65,6,48,19,6,36,7,55,74,32,40,18,14,11,36,37,64,42,48,32,8,24,30,49,57,41,25,29,33,67,72,12,45,61,30,52,37,66,6,8,55,41,29,52,80,10,15,36,30,7,32
32,45,21,22,15,47,7,75,53,43,73,6,48,22,6,36,7,55,74,32,43,18,14,11,36,37,63,42,48,42,8,24,23,49,57,41,25,29,37,55,76,12,45,72,33,52,37,66,6,12,55,58,31,52,80,10,16,36,35,7,32
33,45,21,22,15,47,7,75,53,63,73,7,48,24,6,35,7,55,74,32,46,21,14,11,36,37,75,42,48,33,8,24,23,53,57,41,25,29,38,55,72,15,42,72,33,52,37,66,6,12,61,58,31,52,80,10,21,36,35,7,32
34,45,21,22,15,47,7,75,53,63,73,7,48,24,6,39,7,55,77,32,50,21,14,25,36,37,75,42,48,33,8,24,23,61,57,41,25,29,38,70,83,20,42,72,65,52,70,66,6,23,61,58,31,52,80,10,21,36,35,7,32
35,45,21,22,15,47,9,75,67,64,73,7,48,28,14,53,7,55,77,32,50,21,15,26,36,37,70,42,48,52,8,24,37,61,57,41,33,29,38,82,83,20,42,72,71,58,70,66,6,23,61,59,31,73,80,10,21,73,35,7,34
36,54,21,25,15,47,9,75,67,73,73,7,48,33,14,54,7,55,77,49,50,21,15,40,36,37,70,42,48,52,8,24,37,69,57,41,33,29,38,82,83,19,42,72,71,58,70,66,6,23,61,59,36,73,80,9,21,73,47,7,44
37,55,21,25,16,49,11,75,71,73,73,7,66,33,14,54,7,55,77,49,47,21,15,40,36,54,70,42,48,52,8,24,37,74,57,41,33,23,38,82,83,19,42,72,71,58,70,70,6,23,61,59,36,73,80,14,21,73,47,7,44
38,55,20,25,25,58,14,75,71,73,73,7,57,33,14,54,7,55,76,49,47,21,15,36,36,54,70,42,48,52,8,28,37,75,57,41,33,24,38,85,83,19,42,72,71,64,70,76,6,23,61,72,36,73,80,14,21,73,47,7,49
39,55,28,25,25,58,19,75,71,73,73,7,71,33,14,54,7,55,76,49,63,21,20,36,36,54,70,42,74,52,8,28,37,75,57,41,33,41,38,85,83,23,42,72,71,64,70,78,6,23,61,72,36,73,80,19,21,73,43,7,49
40,62,35,25,25,58,19,75,71,73,73,7,71,37,14,54,7,55,76,49,74,20,20,36,36,54,70,66,74,52,8,28,37,75,57,41,35,46,38,85,78,23,42,72,71,78,70,86,6,23,61,72,36,73,80,15,21,73,43,7,62
41,62,34,25,25,58,30,76,71,73,73,7,71,37,14,54,7,55,76,68,82,35,20,36,36,54,70,77,77,52,8,28,37,75,60,41,35,46,38,85,78,23,42,72,71,73,70,85,7,23,61,72,36,73,80,15,21,82,43,7,74
42,62,34,25,25,58,30,76,71,73,82,7,112,37,14,54,7,71,76,80,82,35,20,36,56,54,75,76,77,52,8,28,37,75,79,41,35,46,55,85,85,23,42,72,71,75,70,85,7,29,61,75,54,73,80,15,21,82,43,7,75
43,62,34,25,25,58,30,76,71,73,82,7,112,37,14,54,7,68,76,80,82,35,18,36,56,54,75,76,77,52,8,28,37,75,79,41,35,46,55,85,85,23,65,72,71,75,70,85,7,29,61,75,54,73,80,18,21,82,43,7,75
44,62,40,26,34,69,30,76,66,73,82,7,112,37,14,54,7,68,76,80,82,35,18,36,53,54,75,76,77,52,8,28,54,75,79,75,35,49,55,85,85,23,65,66,71,75,68,85,7,30,61,74,54,69,80,20,25,82,43,7,75
45,62,38,28,32,75,30,76,66,73,82,7,112,37,14,54,7,68,76,80,82,38,23,36,61,66,75,76,77,52,8,28,54,92,79,75,37,49,77,85,85,23,60,66,71,75,70,85,7,30,61,79,54,69,80,24,25,82,49,7,75
46,62,38,28,49,75,30,76,75,81,82,7,112,37,14,54,7,68,76,80,82,38,28,36,63,75,75,76,77,52,8,28,54,92,79,75,43,49,77,94,82,24,63,66,71,75,81,85,7,30,61,79,62,69,80,25,42,82,49,7,75
47,62,43,28,49,75,38,76,75,81,86,7,112,46,14,74,7,68,95,80,82,43,28,45,63,72,75,79,77,48,8,28,63,92,83,75,86,49,77,94,93,25,63,66,71,75,81,85,7,53,61,80,62,69,80,25,42,82,53,7,75
48,62,43,28,49,75,38,70,75,81,86,7,112,64,14,77,7,68,95,80,82,43,34,45,63,73,84,79,78,49,6,28,79,92,83,75,86,50,77,94,93,26,63,66,71,75,94,91,7,53,61,84,71,69,88,25,42,82,66,7,75
49,62,48,28,49,75,38,70,75,81,86,7,112,58,14,77,7,78,95,80,82,43,34,45,76,78,84,79,78,49,6,28,79,92,83,75,86,50,77,104,93,26,63,66,71,75,94,91,7,53,61,84,71,69,88,25,42,82,66,11,68
50,62,48,28,49,75,38,91,75,81,86,7,112,73,14,80,7,78,95,70,82,53,34,53,75,81,84,79,78,49,6,28,79,92,87,80,86,50,77,110,93,27,73,66,71,75,83,91,7,53,77,84,71,69,89,25,42,82,66,12,73
