generation,score1,score2,score3,score4,score5,score6,score7,score8,score9,score10,score11,score12,score13,score14,score15,score16,score17,score18,score19,score20
0,216865,949554,239469,524131,1248591,216804,542178,644997,542906,422086,653057,325834,224529,985791,942829,333648,891016,1339836,202817,799577
1,3,3,3,3,7,4,4,3,4,3,5,5,4,3,4,3,5,5,4,3
2,5,3,4,4,7,4,5,4,4,3,5,5,4,4,4,6,5,4,4,4
3,5,4,4,4,7,4,5,4,4,4,4,5,5,9,5,4,4,6,4,5
4,5,4,4,6,9,4,5,4,4,4,4,5,5,13,5,4,4,5,4,7
5,6,4,4,8,14,4,7,5,4,4,4,5,5,12,5,4,7,12,4,10
6,6,4,4,8,14,6,8,5,4,4,6,5,5,23,5,5,9,12,4,17
7,6,6,5,8,18,5,9,5,4,5,12,5,5,23,6,5,9,11,5,20
8,6,7,5,8,27,5,9,5,5,5,14,5,5,27,6,5,13,11,5,28
9,6,7,5,12,34,5,9,5,5,6,18,6,5,27,8,6,14,16,5,28
10,7,7,6,12,34,5,9,5,7,6,18,6,5,27,12,7,19,16,5,28
11,7,7,6,17,39,5,9,6,7,7,22,6,5,31,15,7,28,16,6,31
12,7,8,6,17,39,5,9,6,7,7,31,6,5,32,21,7,28,27,6,31
13,11,9,6,19,41,8,9,9,7,7,31,6,5,32,26,7,23,27,6,31
14,11,10,6,21,73,8,9,12,7,7,31,6,5,37,22,7,23,27,6,34
15,11,13,6,21,73,8,9,12,7,7,31,6,5,41,40,7,30,34,6,34
16,11,14,8,22,73,8,9,12,7,7,31,6,5,45,40,7,40,37,6,34
17,11,21,8,25,73,8,9,12,9,7,31,6,5,47,49,7,50,37,6,42
18,11,21,8,25,73,8,10,12,12,10,31,6,5,47,49,7,46,48,6,42
19,11,21,8,25,73,8,10,12,15,11,31,6,5,56,49,7,46,53,6,48
20,11,27,8,25,73,8,10,12,16,11,31,6,5,56,49,7,46,72,6,48
21,11,30,8,25,73,8,10,12,45,11,31,6,5,63,47,7,46,84,7,43
22,11,27,8,25,73,8,10,12,45,14,31,6,5,63,48,7,60,84,7,43
23,11,27,8,25,73,8,10,13,45,18,31,7,6,63,48,9,60,84,7,65
24,11,36,8,25,73,8,14,30,45,22,41,7,6,63,58,9,74,84,7,65
25,11,36,8,27,83,8,14,30,45,22,41,7,6,75,63,9,74,89,7,66
26,11,36,8,28,83,8,17,30,45,22,41,7,6,75,63,9,76,89,7,66
27,11,36,8,28,83,8,17,30,52,22,41,7,6,75,63,13,80,100,7,66
28,11,40,8,28,83,8,17,30,52,29,41,7,6,75,63,13,80,100,7,66
29,11,37,8,28,83,8,17,32,52,29,41,7,6,75,63,13,78,100,7,66
30,11,51,8,28,83,8,17,34,52,29,39,7,6,75,59,21,78,100,7,66
31,11,51,8,37,83,8,21,34,52,29,37,7,6,75,59,21,80,100,7,66
32,11,54,8,37,83,8,30,34,51,29,37,7,6,75,69,21,80,100,7,66
33,11,65,8,37,83,8,30,34,51,38,41,7,6,76,75,21,79,100,7,66
34,11,70,8,37,83,8,35,34,51,38,51,8,6,76,77,21,79,100,7,62
35,11,70,8,36,83,8,35,42,51,38,51,8,6,76,77,23,79,100,7,62
36,11,70,8,47,83,8,35,46,51,38,55,8,6,86,77,23,88,100,7,62
37,11,70,8,47,87,8,38,53,51,38,55,10,6,79,78,23,103,100,7,62
38,11,58,8,47,87,8,43,66,51,38,55,10,6,79,78,24,86,100,7,72
39,11,62,8,47,87,8,43,66,51,38,55,14,6,79,78,25,86,100,7,72
40,11,76,8,47,87,8,62,66,51,38,61,20,6,84,78,25,86,100,7,72
41,11,76,8,47,91,8,62,66,61,39,61,27,6,85,78,25,86,100,7,72
42,11,76,8,47,91,8,56,71,72,39,64,27,6,85,78,25,87,100,7,72
43,11,79,8,47,91,8,59,75,72,39,64,35,6,85,78,25,87,100,7,72
44,11,79,8,47,91,8,59,75,72,46,65,35,6,92,78,25,87,100,7,76
45,11,79,8,50,91,8,61,76,72,46,65,41,6,92,78,34,87,100,7,76
46,11,89,8,50,91,8,61,76,72,48,74,46,6,92,78,34,87,100,8,76
47,11,89,8,50,91,8,61,76,72,48,74,46,6,92,78,37,87,100,8,76
48,11,89,8,50,91,8,67,76,72,48,74,46,6,92,78,51,87,100,9,75
49,11,89,8,50,91,8,67,75,72,48,74,46,6,92,78,51,91,100,9,75
50,11,89,9,57,91,8,67,75,72,57,74,56,6,92,78,58,91,100,15,75
