generation,score1,score2,score3,score4,score5,score6,score7,score8,score9,score10,score11,score12,score13,score14,score15,score16,score17,score18,score19,score20
0,381095,416142,473889,836125,546559,877576,232210,997717,258147,445445,1318070,196638,320137,1144387,526543,698897,717777,373858,879273,365952
1,3,4,3,4,3,3,3,6,3,4,3,3,3,3,5,4,3,3,3,3
2,3,4,7,4,4,3,3,5,3,4,4,3,4,3,5,4,3,3,3,3
3,6,4,10,5,4,3,4,5,3,4,4,4,4,4,5,4,5,5,4,3
4,6,4,13,6,4,4,5,5,3,4,4,4,4,4,6,7,5,5,4,4
5,6,4,13,6,6,4,5,8,4,4,8,4,4,4,6,7,5,5,5,5
6,8,8,13,8,6,5,5,8,4,4,14,4,4,5,8,7,6,5,5,5
7,8,8,13,8,6,5,6,8,4,4,22,4,5,5,8,7,11,7,5,5
8,8,13,13,7,10,5,6,8,5,5,28,5,7,7,11,7,11,7,9,5
9,8,17,13,9,10,6,6,8,6,5,37,5,7,7,14,7,15,7,9,5
10,8,17,13,9,10,6,6,11,6,5,41,5,7,7,16,7,15,7,9,7
11,8,17,16,9,10,6,7,18,7,8,41,5,7,7,16,7,15,7,9,7
12,8,17,18,9,11,6,7,38,7,8,41,5,7,7,20,7,15,7,13,8
13,8,17,18,11,11,6,8,38,7,16,46,5,9,7,20,7,15,7,15,8
14,6,17,18,12,15,8,8,38,7,16,53,5,9,10,22,7,15,8,16,8
15,6,21,18,14,15,8,8,42,7,22,53,5,9,22,22,7,19,9,16,13
16,6,21,21,17,13,8,8,42,7,22,67,5,12,24,22,10,19,14,16,13
17,6,21,25,20,13,11,8,42,7,23,74,5,13,35,22,10,19,14,16,13
18,6,17,25,19,13,14,8,42,7,23,74,5,13,35,22,11,19,14,16,13
19,10,17,25,24,15,24,8,42,7,23,74,5,16,44,22,17,24,16,20,13
20,12,17,25,24,15,24,8,40,7,30,76,5,15,44,21,20,30,18,23,13
21,15,17,23,26,15,28,8,51,7,30,76,5,15,44,21,20,30,18,24,18
22,15,21,23,26,27,32,8,64,9,30,76,5,15,57,25,20,30,18,28,18
23,15,21,23,32,32,32,8,63,9,30,76,5,15,52,25,20,30,18,28,18
24,16,26,23,33,32,41,8,63,10,30,76,5,15,52,25,20,30,18,29,20
25,16,26,23,36,32,41,8,63,10,30,76,5,15,67,25,20,34,18,29,20
26,17,26,25,35,32,41,8,63,10,30,75,5,15,67,25,20,34,18,29,20
27,17,26,25,38,32,41,8,63,10,30,75,5,15,67,25,24,34,18,37,20
28,17,26,25,38,32,41,8,63,11,30,75,5,15,67,25,24,34,18,37,20
29,17,26,25,38,32,41,8,63,11,32,75,5,15,67,25,26,34,18,57,20
30,18,26,25,38,32,41,8,63,11,33,75,5,15,74,23,24,34,18,57,20
31,20,26,25,43,32,41,8,63,11,33,75,5,17,74,23,24,34,19,57,20
32,20,26,28,51,37,41,8,63,11,33,75,5,17,74,23,30,38,19,57,23
33,20,26,28,51,37,41,8,63,11,33,75,5,17,74,23,30,44,19,57,23
34,21,30,28,49,37,41,8,77,11,33,75,5,17,74,29,37,44,19,57,23
35,21,31,28,52,37,79,8,77,12,33,82,5,17,74,29,43,44,21,57,22
36,21,30,28,63,37,79,8,73,12,33,82,5,17,74,29,43,44,21,57,33
37,24,30,28,63,37,79,8,73,12,33,82,5,17,74,29,55,44,21,70,33
38,24,30,28,77,37,83,8,73,12,37,82,5,17,70,29,55,44,21,70,33
39,24,30,28,77,45,83,8,73,12,37,82,5,17,70,36,59,53,21,81,33
40,24,30,28,77,45,87,8,85,12,37,82,5,17,73,55,59,53,21,91,33
41,24,30,28,77,45,87,8,85,15,37,82,5,17,77,55,59,53,20,91,33
42,29,30,30,77,45,87,8,85,15,37,82,5,17,77,55,70,53,20,91,33
43,29,30,30,77,55,87,8,85,15,37,92,5,26,77,54,71,53,20,91,33
44,42,30,30,77,80,87,8,85,15,38,92,5,26,77,64,71,53,20,91,33
45,53,30,30,77,80,87,9,85,15,38,92,5,26,77,64,76,51,25,91,33
46,53,30,30,77,80,87,9,82,18,60,92,5,22,77,64,76,51,25,91,33
47,56,30,30,77,80,87,9,82,18,60,92,5,22,77,64,76,59,25,91,33
48,56,30,30,77,80,87,9,82,18,60,92,5,31,77,64,76,77,25,91,33
49,80,33,30,77,80,87,9,82,18,60,92,5,31,77,64,76,77,25,91,35
50,80,33,30,81,80,87,9,82,18,60,92,6,31,77,59,75,75,25,91,35
