generation,score1,score2,score3,score4,score5,score6,score7,score8,score9,score10,score11,score12,score13,score14,score15,score16,score17,score18,score19,score20,score21,score22,score23,score24,score25,score26,score27,score28,score29,score30,score31,score32,score33,score34,score35,score36,score37,score38,score39,score40,score41,score42,score43,score44,score45,score46,score47,score48,score49,score50,score51,score52,score53,score54,score55,score56,score57,score58,score59,score60
0,2724520,3481900,2987117,1842127,1451608,1293523,972510,2289299,1034477,2492537,1384522,1766480,2039919,2463312,579386,2516597,1513620,652714,1887580,634305,2213180,1460927,1715220,1730683,2447309,811168,1741783,708960,808207,1191866,1715472,480108,1005214,1015803,1963680,1486355,2041908,698497,2787212,3880233,1455333,1355999,1041656,1099168,1606416,1615293,2399054,1313230,2480554,596556,1290437,2309626,1944350,2598334,789185,2042738,2772209,1067928,916568,1138342
1,4,4,6,4,4,6,4,4,5,3,4,4,6,4,3,3,4,6,5,6,3,4,4,4,5,3,4,3,4,4,4,4,4,3,3,4,4,5,4,6,4,3,4,4,6,4,5,4,4,3,4,5,4,4,4,3,3,4,4,3
2,4,4,9,6,4,5,6,5,4,4,4,7,6,4,4,5,4,5,5,6,4,4,4,4,5,4,4,4,4,4,4,4,6,4,4,4,5,5,4,4,4,6,4,4,6,4,5,5,5,3,5,9,4,5,7,8,4,4,4,3
3,4,6,12,5,5,5,6,5,4,4,5,7,7,4,4,5,4,7,5,5,5,4,8,7,6,4,4,4,4,5,4,4,6,4,4,5,6,5,4,7,4,5,4,4,6,4,5,5,5,3,5,34,4,5,5,13,11,5,4,5
4,5,9,14,5,5,5,6,5,4,4,7,7,7,4,4,5,5,8,5,6,5,4,8,7,10,4,5,4,4,5,4,4,7,4,4,5,8,6,4,7,4,5,4,5,7,4,5,5,5,4,5,34,5,5,5,13,12,6,4,5
5,5,14,14,8,11,6,5,5,5,4,9,7,9,4,5,6,5,8,6,5,10,4,16,8,12,5,5,4,5,5,4,4,9,6,4,5,10,6,4,10,7,7,5,5,9,4,5,6,7,4,5,34,5,6,6,13,17,6,6,5
6,6,16,16,9,11,7,5,5,5,6,9,7,9,7,5,6,8,8,8,6,10,5,16,8,12,6,6,4,5,6,4,4,10,6,4,6,12,7,7,12,8,11,6,5,9,5,13,6,8,4,7,34,6,8,6,16,17,7,6,7
7,6,21,20,12,11,7,5,5,5,6,9,11,8,8,5,6,8,8,8,8,13,8,19,9,15,6,7,6,6,6,5,4,20,6,4,13,16,8,25,18,10,11,5,7,9,5,18,7,13,5,6,32,8,12,6,17,20,8,6,10
8,9,23,35,23,11,10,5,8,5,9,9,14,8,10,5,10,8,10,8,9,25,9,20,10,15,6,7,6,6,8,6,5,20,7,4,13,16,9,37,20,11,11,6,8,8,5,18,7,23,5,9,32,12,27,6,22,24,9,6,11
9,9,26,35,33,11,10,5,8,5,12,9,15,8,16,5,11,13,15,8,11,22,13,20,14,17,8,7,6,6,8,6,5,21,8,8,13,16,9,37,20,11,11,6,8,10,6,22,7,23,5,9,32,20,33,7,21,24,11,6,13
10,10,35,35,33,11,10,5,8,8,13,9,15,9,16,7,22,18,15,8,15,23,19,26,22,39,8,7,6,7,8,6,5,19,13,12,13,19,9,40,28,11,19,6,9,15,6,36,11,23,5,9,32,26,34,7,21,30,11,6,13
11,16,35,35,34,12,10,5,13,8,16,9,20,9,16,7,38,18,15,11,18,28,19,25,22,39,8,9,6,7,8,8,5,27,13,19,14,22,9,37,31,13,19,6,9,15,10,36,16,23,5,10,32,26,37,7,21,39,20,6,20
12,27,46,35,34,12,11,5,20,8,23,9,20,9,16,7,33,18,15,18,18,28,19,31,22,39,8,12,6,7,8,8,5,27,13,19,14,22,9,59,39,20,19,6,9,18,15,36,16,27,5,11,41,26,43,8,27,37,18,6,20
13,35,46,35,34,12,12,5,24,8,24,11,31,16,25,7,47,19,15,35,18,37,19,31,22,39,8,12,6,7,7,8,5,30,12,28,17,23,9,58,39,20,19,6,10,19,16,36,16,24,5,15,45,26,43,8,27,49,18,7,20
14,35,72,35,34,12,12,5,23,8,24,12,31,24,24,7,47,30,15,43,18,37,18,31,22,39,8,20,6,7,7,8,5,35,12,28,15,33,9,59,39,20,19,9,12,20,19,36,19,29,5,17,45,26,43,8,27,81,18,8,20
15,45,81,35,38,12,14,5,23,8,27,16,31,24,39,7,47,30,16,43,18,37,22,36,22,44,8,24,6,7,7,8,5,35,13,37,15,33,9,61,43,20,19,9,15,21,24,36,19,34,5,20,37,26,43,8,27,81,18,8,20
16,45,107,48,38,18,15,5,28,11,27,16,43,27,39,7,75,33,16,43,18,37,24,36,22,68,8,24,6,7,7,8,5,35,16,37,16,36,9,71,55,20,17,9,17,26,24,37,19,44,5,20,43,32,46,8,27,81,18,8,20
17,50,107,75,38,18,20,9,32,12,27,15,46,31,39,7,73,33,16,43,18,39,28,44,20,68,8,31,9,7,7,8,5,35,16,48,23,36,9,91,50,20,17,9,21,26,24,53,19,44,5,20,44,31,48,8,27,82,18,10,20
18,50,107,75,38,19,20,9,48,20,27,17,46,36,39,7,73,33,16,55,18,42,26,46,20,68,9,28,9,7,7,8,5,35,20,62,23,45,13,91,92,20,20,9,21,52,36,53,19,52,5,28,47,34,54,8,34,84,18,12,23
19,50,107,85,38,19,20,9,48,20,46,17,46,36,41,7,84,45,21,55,18,42,34,51,20,68,9,32,9,7,7,7,5,32,20,62,23,56,14,91,94,20,20,10,23,52,36,51,26,60,5,28,51,34,71,8,34,84,18,14,27
20,53,107,85,42,19,26,9,48,20,46,17,46,36,41,7,87,45,21,51,18,46,34,51,20,68,10,40,9,7,7,7,5,36,20,62,23,63,15,91,97,21,22,15,23,52,36,51,27,60,5,28,47,34,71,13,40,84,18,17,27
21,65,118,84,42,19,26,9,48,20,51,23,46,36,51,7,87,45,23,61,14,59,43,51,22,64,10,39,9,7,11,7,5,36,20,62,27,63,19,91,97,21,27,15,24,52,36,55,27,60,5,28,47,43,79,12,40,86,18,17,27
22,74,118,86,42,19,23,9,48,20,51,23,46,41,62,7,87,45,23,73,14,59,43,51,23,64,10,44,9,7,15,7,5,36,26,62,27,78,19,91,97,23,31,17,22,52,36,55,27,60,5,28,47,55,79,12,53,87,28,19,27
23,74,118,84,42,31,34,9,48,20,51,23,49,42,62,7,87,45,24,70,18,54,47,51,31,64,12,44,9,8,16,8,5,40,26,62,27,78,19,91,109,33,34,20,25,52,36,58,27,57,5,29,47,55,79,13,53,87,28,20,27
24,74,118,84,40,42,38,9,62,20,51,24,49,58,56,7,87,45,24,75,18,58,47,51,31,64,12,50,9,11,16,12,7,40,30,62,24,78,19,91,109,34,35,20,41,52,36,75,33,57,5,41,50,55,79,14,53,87,28,21,34
25,74,115,84,49,42,42,9,62,27,51,27,66,58,69,7,87,45,24,75,18,75,47,51,43,75,12,43,9,11,16,25,7,40,30,62,39,78,19,91,109,34,40,20,41,52,36,75,30,75,5,41,63,54,80,14,53,87,28,21,35
26,74,116,92,49,42,42,9,62,27,51,34,66,58,84,7,87,48,24,75,18,75,55,51,43,75,12,56,9,11,23,23,7,40,30,62,42,78,19,91,109,34,42,19,41,52,36,74,30,82,5,41,63,56,80,14,53,87,33,22,35
