generation,score1,score2,score3,score4,score5,score6,score7,score8,score9,score10,score11,score12,score13,score14,score15,score16,score17,score18,score19,score20
0,370489,314300,1085395,330547,1067704,522161,731321,423061,984664,367967,405097,846137,308749,327053,961656,454210,1667391,374974,1016299,380937
1,4,5,4,3,4,5,3,3,5,8,3,3,3,3,5,4,4,3,3,3
2,4,4,4,5,4,4,4,4,5,8,3,4,4,4,4,4,5,4,4,5
3,4,4,4,4,4,4,4,4,8,8,5,5,4,4,6,4,5,5,4,4
4,6,4,4,4,8,5,4,4,9,8,4,4,4,4,6,4,7,5,4,4
5,6,4,4,6,8,5,4,4,9,8,4,4,4,4,6,5,8,5,5,5
6,6,4,5,6,12,7,15,5,14,8,4,4,4,4,7,5,9,6,6,5
7,6,4,6,6,14,7,24,5,14,8,4,4,4,5,9,5,14,6,6,5
8,6,4,10,7,13,7,24,6,14,8,4,5,4,5,14,5,19,6,6,5
9,6,6,10,7,24,6,24,6,14,8,4,6,4,5,20,5,19,6,8,5
10,6,6,9,7,24,6,24,6,17,8,5,6,5,5,20,5,19,6,8,5
11,6,6,9,7,24,6,24,6,19,6,5,6,5,5,20,6,19,6,8,5
12,6,5,12,9,29,6,24,6,19,6,5,6,5,5,20,6,20,6,8,6
13,6,5,21,9,29,6,24,6,19,6,5,6,5,5,20,6,18,6,8,6
14,6,5,21,9,29,6,24,6,19,6,5,6,5,5,26,6,29,6,13,6
15,6,5,21,9,32,6,24,6,19,7,5,7,6,5,26,6,29,6,21,8
16,6,5,21,12,49,6,24,6,19,7,5,7,6,5,26,6,32,6,21,8
17,6,5,21,12,49,6,24,6,19,7,5,7,6,5,26,6,30,6,21,8
18,6,5,21,12,49,6,24,6,19,7,5,7,6,5,26,6,35,7,22,8
19,6,5,21,20,50,6,24,6,19,7,5,7,7,5,26,6,35,7,24,8
20,6,10,21,20,50,7,24,6,33,7,5,7,7,5,29,6,37,7,24,8
21,6,10,21,20,50,7,24,6,33,8,5,10,7,5,29,8,38,7,36,8
22,6,10,22,20,60,7,24,6,32,8,5,11,7,6,29,8,38,7,38,8
23,6,10,26,20,60,7,24,8,32,8,6,16,7,6,29,8,54,7,39,8
24,8,10,26,20,60,7,23,8,32,8,6,18,7,6,29,8,60,7,39,8
25,8,10,26,20,60,7,32,8,32,8,6,20,7,6,29,7,60,7,39,8
26,8,10,26,20,60,10,32,8,32,8,6,21,7,6,33,7,67,7,39,8
27,8,10,26,20,60,10,32,10,32,8,6,21,7,6,33,8,67,7,39,8
28,8,10,26,20,59,10,26,10,36,8,6,21,7,6,51,8,75,7,39,8
29,8,10,26,20,59,10,31,10,36,8,6,21,7,6,51,8,75,7,44,8
30,8,10,26,20,59,10,31,10,36,8,6,21,7,6,51,11,75,7,49,8
31,8,10,29,20,59,10,31,10,36,8,6,22,7,6,51,11,77,7,49,8
32,8,10,30,20,59,10,31,10,36,8,6,28,7,6,50,10,77,7,49,8
33,8,10,33,20,63,10,31,15,36,8,6,28,7,6,58,11,83,7,49,8
34,8,10,35,20,63,14,36,15,47,8,6,28,7,6,58,13,85,7,51,8
35,8,10,35,20,63,14,39,15,47,8,6,28,7,6,58,16,85,7,54,8
36,8,10,35,20,63,14,39,15,47,8,6,28,7,6,58,16,89,7,54,8
37,8,10,44,20,63,20,39,15,44,8,6,28,7,6,58,16,89,7,57,8
38,8,12,44,20,68,25,49,16,53,8,6,33,8,6,58,16,90,7,67,8
39,8,12,44,20,74,24,49,16,50,8,6,33,8,6,58,16,90,7,67,8
40,8,12,75,20,74,24,49,16,50,9,6,33,8,6,58,16,90,8,67,8
41,8,12,75,20,74,24,49,20,50,9,6,33,8,6,58,23,91,8,67,8
42,8,12,75,20,75,24,49,20,53,9,6,46,8,6,58,26,91,8,67,8
43,8,12,75,20,75,42,49,20,56,9,6,46,8,6,74,26,93,8,73,8
44,8,12,69,20,75,42,49,20,56,9,6,50,8,6,74,28,93,8,73,8
45,8,12,73,20,75,42,49,20,56,9,6,52,8,6,74,28,93,8,73,8
46,8,12,73,20,85,42,49,22,67,9,6,61,8,6,74,30,98,8,73,8
47,8,12,73,20,93,42,49,22,67,9,6,74,8,6,74,30,98,8,73,8
48,8,12,73,20,93,42,49,22,67,9,6,74,8,6,73,30,98,8,74,8
49,10,12,71,20,93,42,49,22,67,10,6,74,8,6,73,30,98,8,74,8
50,12,12,71,20,93,42,56,24,76,16,6,74,8,6,75,30,98,8,74,9
