generation,score1,score2,score3,score4,score5,score6,score7,score8,score9,score10,score11,score12,score13,score14,score15,score16,score17,score18,score19,score20
0,845260,1169653,1017826,955750,1100995,749707,981474,1150991,723574,1675808,856623,924045,358540,2157975,448599,1204595,1496641,1575949,889643,1204512
1,3,3,3,3,3,3,4,3,4,4,3,3,3,3,3,3,3,3,3,3
2,4,3,4,3,3,3,4,3,4,3,3,3,3,3,3,3,5,3,3,4
3,4,3,4,3,3,3,4,4,4,3,3,3,4,3,4,3,5,3,3,6
4,4,3,4,4,3,3,4,4,5,3,3,4,4,4,6,3,5,3,3,6
5,5,3,4,4,3,4,4,4,5,3,3,4,4,4,4,4,5,4,4,6
6,5,3,4,4,3,4,4,4,5,3,3,4,4,4,4,4,5,4,4,8
7,5,4,4,4,3,4,4,4,6,5,3,7,4,4,4,4,4,4,6,8
8,5,4,4,4,3,4,4,4,6,4,4,7,4,4,5,4,4,4,6,8
9,5,4,4,4,4,4,4,5,6,4,4,10,4,4,5,5,4,4,6,7
10,5,4,4,4,4,4,4,5,6,4,4,19,4,4,5,5,5,4,6,7
11,5,4,4,5,4,4,5,5,6,5,4,19,4,4,5,5,6,9,6,7
12,6,6,7,5,5,4,5,5,6,9,4,19,4,4,5,5,6,11,6,7
13,6,6,7,5,5,4,5,5,6,9,4,19,5,4,5,5,6,11,7,13
14,6,5,7,5,5,4,5,5,7,9,6,19,6,4,5,5,6,15,7,14
15,6,5,7,5,5,5,5,5,7,9,6,19,6,4,5,5,6,15,7,15
16,6,9,7,5,5,5,5,8,7,9,6,19,6,5,5,5,6,17,7,19
17,6,9,7,5,6,5,5,8,7,16,6,19,6,5,5,6,6,17,7,27
18,6,9,7,5,6,7,5,8,7,21,10,19,6,6,5,6,6,17,7,27
19,6,9,7,6,6,7,5,8,7,21,12,19,6,12,5,6,6,17,7,27
20,6,9,7,8,7,7,5,8,7,21,12,19,6,22,5,6,6,17,7,30
21,6,9,7,8,7,7,5,8,7,22,12,19,6,22,5,6,8,17,9,30
22,6,9,7,8,7,7,5,8,7,32,14,19,6,25,5,6,8,17,9,30
23,6,9,7,8,7,7,5,8,7,32,23,26,6,30,5,6,8,22,9,30
24,6,9,7,8,9,7,5,8,7,41,31,26,6,34,5,6,10,22,9,30
25,6,9,7,8,9,7,5,8,7,41,31,26,6,40,5,6,10,22,9,34
26,6,8,7,8,9,7,5,8,7,41,31,26,6,60,5,6,11,25,9,50
27,6,12,9,8,9,7,5,8,8,41,31,26,6,67,5,6,18,25,12,50
28,6,12,9,8,9,7,5,8,8,41,31,26,6,67,5,6,18,25,12,49
29,6,12,9,8,12,7,5,8,8,41,31,26,6,67,5,6,18,25,12,49
30,6,12,9,10,12,7,5,8,8,41,31,26,6,71,5,8,18,25,12,49
31,6,12,9,10,13,7,7,8,8,41,31,26,6,71,5,14,21,25,12,69
32,8,12,9,10,13,7,7,8,8,41,31,26,6,71,5,38,21,25,12,69
33,8,12,12,10,16,7,7,8,8,50,31,26,6,72,5,38,22,26,12,69
34,8,12,27,13,17,7,8,8,8,50,31,26,6,72,5,38,54,27,12,69
35,8,12,27,13,17,7,12,8,8,50,31,26,6,72,5,38,54,26,12,69
36,8,12,27,13,26,7,16,8,8,50,31,26,6,72,5,38,54,35,12,69
37,8,12,27,13,26,7,16,8,8,50,31,26,6,72,5,38,54,35,12,69
38,8,12,27,13,26,7,19,8,8,63,42,26,6,72,5,38,54,35,12,69
39,13,12,31,15,26,7,19,8,8,63,42,26,6,72,6,38,54,40,12,69
40,17,12,40,17,26,7,19,8,8,63,42,26,6,72,6,38,54,40,12,69
41,17,15,40,17,26,7,19,8,8,63,42,26,6,72,6,38,54,40,12,69
42,17,15,40,17,26,6,22,8,9,63,42,26,6,72,6,49,74,47,16,69
43,17,15,40,17,36,6,22,8,9,63,42,26,6,72,6,49,74,47,20,69
44,17,20,40,27,36,6,22,8,11,81,35,30,6,72,6,49,74,56,21,69
45,24,21,40,27,36,6,22,16,11,81,35,30,6,72,6,49,74,56,21,69
46,28,25,40,41,36,6,22,17,11,81,35,30,6,72,6,49,75,56,25,69
47,28,25,40,41,36,7,32,15,15,81,50,30,6,72,6,55,75,56,22,69
48,28,25,40,41,49,7,32,22,15,81,50,30,6,72,6,55,75,56,22,69
49,28,29,40,41,49,7,32,22,18,81,50,30,6,72,6,55,75,56,29,69
50,28,34,40,41,49,7,32,19,18,81,50,35,6,72,6,55,75,56,29,69
51,28,34,40,41,49,9,32,27,18,81,50,35,6,72,7,55,75,56,29,72
52,28,34,40,41,49,9,32,33,18,81,50,35,6,72,7,55,75,56,29,75
53,28,45,40,41,49,9,32,38,18,81,50,35,6,72,7,55,75,56,29,75
54,28,45,40,41,49,9,33,38,18,81,50,35,6,72,7,55,75,56,29,75
55,28,45,40,41,49,9,33,38,28,81,71,35,6,72,7,55,75,64,29,75
56,28,45,40,48,49,9,33,38,28,81,71,35,6,72,7,55,75,67,29,75
57,28,45,40,48,50,9,33,38,28,81,71,35,6,72,7,55,75,67,29,75
58,28,45,40,48,50,9,33,38,28,81,71,35,6,72,7,55,74,67,29,75
59,28,45,40,48,52,9,33,38,28,94,71,35,6,72,7,55,75,67,29,75
60,28,45,40,48,52,9,33,60,30,94,71,37,6,72,7,58,75,67,29,75
61,28,43,40,45,52,9,33,60,30,94,71,37,6,72,7,58,75,75,29,75
62,28,43,40,45,52,9,33,60,30,94,71,37,6,72,7,58,76,75,29,75
63,28,43,40,45,52,9,38,60,30,94,71,44,6,72,7,58,76,75,29,75
64,28,43,40,45,52,9,38,60,40,94,71,44,6,72,7,58,76,75,29,75
65,28,43,40,45,55,9,38,66,40,94,71,44,6,72,7,58,76,75,29,75
66,28,43,40,45,55,8,47,66,40,94,71,44,6,72,7,58,79,75,32,75
67,28,50,40,45,55,8,47,65,40,94,71,44,6,72,7,58,79,75,32,75
68,28,50,44,45,55,9,47,65,40,94,71,44,6,72,7,58,89,75,38,75
69,28,50,44,45,55,27,47,65,40,94,71,44,6,72,7,58,89,75,38,75
70,28,50,49,45,55,44,47,71,40,93,71,56,6,76,8,58,89,75,38,75
71,28,50,61,45,55,44,47,71,41,93,71,56,6,76,8,73,89,75,38,75
72,28,50,61,45,55,44,47,71,41,93,71,56,6,76,8,73,98,75,38,75
73,28,50,61,45,55,44,59,71,41,93,71,56,7,76,8,73,98,83,38,75
74,28,50,61,50,55,44,56,71,41,93,71,56,7,76,8,66,98,83,38,75
75,37,50,61,68,72,44,56,71,41,93,71,56,7,76,8,66,98,83,38,75
76,37,50,61,71,72,44,65,71,41,93,71,56,7,86,8,66,98,83,40,75
77,37,54,65,71,69,44,65,71,41,93,71,56,7,86,8,66,98,83,40,75
78,37,54,65,71,69,44,65,71,41,93,71,56,7,86,8,66,98,83,36,75
79,37,54,69,71,81,59,65,71,41,93,71,56,7,86,8,66,98,83,47,75
80,37,54,69,71,81,59,65,75,41,93,71,56,7,86,8,66,98,92,47,75
81,41,54,69,75,81,59,68,75,41,93,71,56,7,86,8,66,98,92,47,75
82,61,60,69,75,81,59,68,75,52,93,71,56,7,86,8,66,98,92,47,75
83,61,60,69,75,81,75,68,75,52,93,71,56,7,86,8,66,98,90,47,75
84,61,60,69,75,81,75,68,75,52,93,71,56,7,86,8,66,98,90,71,75
85,61,60,69,75,81,77,73,75,52,93,71,56,7,86,10,78,98,90,71,75
86,61,60,75,75,81,88,73,75,52,93,71,56,7,86,10,78,98,90,71,75
87,60,60,75,75,81,88,73,75,52,93,71,56,7,106,13,78,98,90,71,75
88,60,60,75,75,81,88,73,83,52,93,71,56,7,106,13,78,98,90,75,75
