generation,score1,score2,score3,score4,score5,score6,score7,score8,score9,score10,score11,score12,score13,score14,score15,score16,score17,score18,score19,score20
0,351206,931754,735351,362978,411190,1418217,1230141,1115713,836544,1636125,1379341,1016870,465925,1159658,2051367,2015031,778386,843575,756017,1287499
1,3,4,3,4,3,4,4,3,3,4,4,5,3,5,3,3,4,4,4,3
2,4,4,4,4,4,4,4,4,4,4,4,4,5,6,4,4,4,4,4,5
3,4,4,4,4,4,11,4,4,4,5,4,5,5,6,4,4,4,7,6,6
4,4,7,5,4,4,18,4,4,4,7,4,5,4,10,4,4,5,7,6,14
5,4,7,6,4,5,16,6,4,4,7,4,5,6,14,5,6,8,10,6,16
6,4,7,6,4,6,22,6,6,4,8,7,9,9,19,6,10,8,10,6,25
7,4,6,6,5,6,27,8,6,6,8,8,14,9,27,6,14,6,13,7,25
8,4,8,6,5,6,27,8,6,6,11,14,15,10,27,11,14,8,14,9,34
9,4,13,6,5,6,27,7,5,6,12,14,15,10,27,11,21,8,15,9,39
10,6,13,6,5,6,23,7,5,6,12,14,18,10,27,12,26,8,15,9,39
11,6,23,8,5,6,23,9,7,7,12,14,23,10,24,17,26,7,15,14,39
12,6,23,8,5,6,23,9,7,7,12,15,29,10,28,22,31,10,16,14,39
13,6,23,8,5,6,32,12,11,7,15,15,29,10,28,32,32,10,16,15,39
14,6,23,8,5,6,43,16,11,7,24,18,29,10,28,29,54,12,16,15,47
15,6,23,8,5,6,42,17,11,7,25,18,29,10,28,29,65,12,18,17,47
16,6,23,8,5,6,42,32,11,9,32,21,33,13,28,30,65,17,18,35,58
17,6,23,8,5,6,42,48,11,10,32,23,33,13,39,30,70,17,29,35,58
18,6,23,8,5,6,42,48,13,14,32,27,36,16,39,48,70,18,29,35,58
19,6,23,8,5,6,42,48,16,19,32,27,38,16,39,85,70,28,29,35,58
20,6,25,8,5,6,42,48,19,22,42,27,41,16,39,85,71,28,29,35,58
21,6,28,8,5,6,42,48,45,23,48,30,41,16,39,85,75,28,30,35,58
22,6,36,8,5,6,48,48,53,23,56,32,41,16,39,85,75,28,29,35,58
23,6,38,8,6,6,48,48,53,23,56,40,41,16,39,86,79,29,34,35,51
24,6,38,7,6,6,48,48,53,23,56,50,41,23,39,86,79,25,41,35,51
25,6,44,11,6,8,53,66,60,23,56,50,42,23,39,86,79,26,41,35,70
26,6,44,16,6,8,53,66,60,34,56,50,42,23,39,84,78,33,41,35,69
27,6,55,17,6,8,53,66,60,34,48,50,42,23,39,83,78,33,41,41,69
28,6,50,17,6,8,53,66,60,34,51,57,42,21,39,83,78,39,41,41,69
29,6,50,25,6,8,49,66,59,34,61,68,42,21,43,89,78,39,41,41,69
30,6,71,45,6,8,42,69,75,34,61,71,46,21,71,89,78,32,41,41,69
31,6,71,45,6,8,60,69,75,46,61,74,46,21,71,88,87,32,48,57,69
32,6,61,48,6,8,60,74,75,46,68,76,55,21,71,92,88,37,54,57,71
33,6,61,49,6,8,72,74,75,46,68,76,60,27,71,92,88,42,55,57,71
34,6,61,63,6,8,72,74,75,46,68,75,60,27,71,92,88,45,69,57,71
35,6,61,63,6,8,75,74,75,46,68,75,60,27,71,92,88,45,69,55,71
36,6,61,63,6,8,75,74,75,46,75,75,60,27,71,92,84,47,69,55,75
37,6,61,63,6,8,75,74,75,53,75,75,60,27,71,92,84,56,77,55,75
38,6,73,63,6,8,80,74,75,53,80,75,60,28,71,92,84,56,78,55,75
39,6,73,63,6,8,80,74,75,53,83,75,60,28,71,91,84,57,82,60,75
40,6,73,63,6,8,80,78,75,53,83,79,60,28,73,91,84,57,82,60,72
41,6,75,63,6,8,80,73,78,53,85,79,60,28,73,95,86,57,82,60,72
42,6,75,63,6,8,81,73,78,53,96,79,71,28,73,95,86,57,82,60,79
43,6,75,63,6,18,88,73,78,69,100,79,71,28,72,95,96,57,82,76,79
44,6,75,63,6,23,88,73,78,69,100,79,72,28,90,95,96,62,86,76,79
45,6,75,70,6,23,86,73,78,73,100,79,72,36,90,95,96,80,83,76,79
46,6,75,70,6,23,86,76,77,75,113,79,72,36,90,98,96,80,83,76,75
47,6,75,70,6,21,86,76,77,75,113,79,70,42,90,98,96,81,88,76,75
48,6,77,70,6,24,86,76,87,75,113,79,74,42,90,98,106,81,88,76,75
49,6,77,70,6,30,91,76,87,75,113,79,75,42,90,98,106,81,88,76,75
50,6,73,75,6,38,94,76,87,71,113,77,75,50,86,107,106,81,90,76,98
