generation,score1,score2,score3,score4,score5,score6,score7,score8,score9,score10,score11,score12,score13,score14,score15,score16,score17,score18,score19,score20
0,1281426,2045173,795278,589658,225108,513617,1661598,1188565,1283342,1497960,612001,732064,1376684,993265,1248404,784230,1878607,751167,1573170,1766748
1,3,3,4,4,4,6,4,6,4,5,4,3,4,3,4,4,6,3,3,3
2,6,4,5,6,4,6,4,6,4,6,4,5,4,4,5,4,4,8,5,4
3,11,4,5,7,4,7,7,6,4,6,5,6,5,4,7,4,5,8,5,6
4,16,8,12,7,4,8,13,6,7,7,5,6,5,5,7,4,6,8,5,13
5,23,12,12,7,5,11,15,5,10,6,5,6,5,10,8,5,7,8,5,32
6,23,19,12,7,5,11,15,5,17,6,5,10,13,13,11,6,7,11,6,32
7,23,26,15,6,7,15,15,5,29,6,5,11,16,18,11,6,11,15,6,32
8,23,26,15,6,7,19,17,6,25,7,6,14,27,18,17,6,16,15,8,52
9,44,26,16,7,5,19,17,10,32,7,6,14,27,18,17,7,17,22,18,52
10,44,26,18,7,5,18,25,14,32,10,6,14,27,21,16,13,30,21,27,52
11,50,26,18,7,5,18,25,17,39,24,6,14,26,21,22,16,30,21,32,52
12,50,26,18,7,5,18,29,16,61,51,11,14,32,21,33,23,28,25,40,62
13,50,35,19,8,5,17,35,18,61,51,14,17,32,21,38,20,32,25,45,60
14,57,35,20,16,5,23,42,19,70,69,16,22,34,23,41,29,33,25,60,60
15,57,41,20,14,5,23,57,21,75,78,18,23,45,23,41,27,42,25,60,73
16,57,41,20,17,5,24,57,25,75,78,21,24,45,23,41,30,42,25,65,73
17,52,47,24,18,5,24,58,28,75,78,21,24,44,28,41,30,63,25,73,72
18,52,47,24,19,5,30,76,28,86,78,22,24,44,28,41,30,63,35,73,72
19,52,47,24,27,5,30,76,28,86,78,22,24,44,35,47,30,63,35,89,76
20,52,54,29,27,5,23,75,28,86,78,22,24,53,35,61,31,63,35,89,76
21,63,55,37,27,5,36,75,44,86,78,22,24,53,31,71,34,63,35,89,76
22,63,55,36,27,5,36,75,50,86,78,22,24,53,39,75,34,65,35,89,76
23,63,55,36,27,5,36,75,58,86,78,24,37,53,41,75,42,75,35,89,76
24,62,73,37,27,5,36,76,58,86,92,29,40,53,50,79,42,74,35,89,76
25,67,73,41,29,6,36,76,58,86,92,29,40,76,50,79,45,74,51,89,76
26,67,73,41,31,6,36,76,61,86,92,31,40,76,50,80,47,76,51,89,77
27,67,73,41,32,6,40,76,61,86,92,50,42,86,50,80,47,76,51,89,84
28,75,73,64,34,6,40,76,61,86,92,50,42,104,50,85,47,76,51,89,84
29,76,73,64,34,6,40,83,73,86,92,50,42,104,50,85,47,76,51,89,84
30,76,81,64,34,6,40,83,73,86,92,50,42,104,60,85,51,86,41,89,84
31,76,81,73,38,6,40,83,73,84,92,50,42,104,58,86,51,93,41,94,95
32,76,71,73,34,6,50,83,73,84,92,50,49,93,71,86,51,93,41,94,101
33,76,71,73,34,6,50,83,73,84,92,44,49,93,66,86,54,93,41,94,101
34,76,82,88,34,6,50,91,74,85,92,44,49,93,66,86,53,94,41,94,106
35,76,84,88,34,6,54,91,74,85,92,44,49,93,66,86,53,94,41,94,106
36,76,92,88,34,6,57,91,74,85,92,44,53,108,66,86,53,94,52,94,106
37,76,92,91,34,6,57,88,74,85,92,52,67,113,66,86,53,94,52,94,106
38,76,92,91,34,6,56,95,75,87,107,46,71,113,95,86,53,96,52,94,106
39,76,92,91,34,6,56,95,77,87,113,58,71,113,95,95,53,96,51,94,106
40,76,92,91,34,6,56,95,77,86,113,58,71,147,95,95,53,96,56,94,106
41,87,98,91,38,6,67,95,77,86,120,58,75,147,95,95,75,96,60,99,106
42,87,109,91,38,6,67,95,74,86,120,63,75,147,95,95,75,96,67,98,106
43,87,109,91,38,6,67,95,85,86,120,77,75,147,95,95,76,96,61,98,106
44,87,113,91,38,6,62,95,74,86,120,77,75,147,95,95,76,95,77,98,106
45,83,140,93,38,6,62,95,74,86,112,77,76,147,101,95,73,95,77,98,102
46,83,140,93,38,6,62,94,74,92,112,77,76,147,101,95,76,95,77,98,147
47,83,140,93,38,6,62,94,74,92,112,77,90,147,101,95,76,95,77,98,147
48,83,140,93,44,6,65,94,74,97,112,77,90,147,101,95,86,95,87,98,147
49,83,140,93,44,6,79,94,84,97,112,83,90,147,101,95,86,95,75,98,147
50,87,140,88,44,6,79,94,84,97,112,83,90,147,101,95,86,98,99,98,147
