generation,score1,score2,score3,score4,score5,score6,score7,score8,score9,score10,score11,score12,score13,score14,score15,score16,score17,score18,score19,score20
0,453951,270623,730210,496925,506712,265791,742167,1136301,650538,554827,258740,513365,1055248,268890,1017730,1339114,1893484,652705,538657,1010183
1,4,4,4,4,4,4,4,4,4,3,3,4,3,3,4,4,5,4,4,3
2,4,4,4,4,5,4,4,5,6,4,3,4,3,4,4,4,7,4,4,5
3,5,5,5,4,5,4,4,5,6,4,4,4,4,4,4,4,8,4,4,8
4,6,5,5,4,5,4,4,5,6,5,4,4,4,4,4,6,12,4,4,7
5,7,5,9,5,5,4,4,8,6,5,4,4,11,4,4,7,20,5,4,11
6,7,5,11,5,6,5,4,9,6,6,7,6,15,5,4,8,20,5,4,11
7,7,5,12,5,6,5,4,9,7,6,7,6,15,5,6,14,26,7,6,13
8,9,5,14,12,6,7,6,14,7,6,5,6,15,5,5,33,36,10,6,24
9,9,5,19,11,8,5,7,13,8,7,5,6,15,5,5,33,36,10,7,24
10,9,5,18,11,7,5,9,20,8,7,5,6,16,5,6,33,36,10,9,24
11,10,5,23,11,9,5,18,22,11,7,5,6,16,5,8,40,36,10,8,24
12,11,5,23,11,11,6,19,22,23,7,5,6,20,5,10,40,33,11,15,24
13,11,5,23,11,11,6,19,30,23,7,5,6,20,5,11,40,45,11,15,24
14,11,5,23,11,11,6,19,30,23,7,5,6,20,5,15,33,47,12,17,27
15,15,5,23,11,15,8,38,30,23,7,5,8,20,5,15,45,51,18,20,27
16,13,5,24,12,15,8,38,30,23,7,5,8,20,5,22,43,59,23,24,27
17,13,5,24,18,15,8,38,30,23,7,5,8,24,5,22,43,63,24,24,27
18,16,5,24,18,15,8,38,32,23,7,5,8,35,5,25,45,68,31,28,27
19,16,5,24,18,15,8,43,33,23,7,5,8,35,5,25,62,75,31,28,27
20,16,5,24,28,15,10,43,33,23,7,5,13,35,5,26,73,82,31,28,27
21,16,5,25,28,18,10,43,33,23,13,5,12,35,5,26,70,82,31,28,27
22,25,5,31,28,18,10,43,33,23,14,5,16,37,5,26,77,82,31,28,27
23,25,5,31,28,18,11,43,33,23,17,5,17,45,5,31,73,82,31,29,27
24,25,5,39,28,20,13,43,35,24,18,5,17,55,5,56,71,82,31,32,27
25,25,5,39,28,24,13,43,39,28,21,5,21,55,5,72,74,79,31,32,30
26,24,5,38,31,24,16,43,36,28,23,5,24,60,5,72,77,85,31,32,35
27,28,5,46,31,33,16,43,43,28,23,5,24,64,5,72,77,85,31,35,39
28,29,5,46,31,33,14,54,77,35,24,5,23,64,5,72,75,85,31,35,52
29,29,5,48,31,33,16,54,77,35,29,5,30,64,5,72,75,85,38,37,52
30,29,5,48,31,33,19,54,77,41,33,5,26,64,5,72,74,87,38,37,52
31,29,5,50,31,33,19,54,77,41,33,5,30,65,5,72,74,87,44,36,52
32,29,5,50,36,33,17,54,77,42,32,5,30,65,5,72,74,87,44,36,64
33,29,5,60,36,33,24,54,77,42,32,5,32,75,5,72,75,87,44,36,70
34,29,6,60,37,33,35,54,77,42,40,5,32,83,5,75,75,87,44,36,77
35,39,6,73,37,36,35,55,83,42,40,5,32,82,5,75,75,87,44,36,77
36,37,6,73,37,36,35,55,88,42,39,5,47,82,5,75,75,87,44,36,77
37,37,6,73,37,36,35,55,88,42,39,5,47,84,5,75,75,115,44,36,76
38,55,6,73,37,36,35,58,94,49,39,5,50,84,5,75,75,115,44,36,87
39,55,6,73,37,36,35,58,94,49,39,5,50,84,5,75,75,115,44,36,83
40,55,6,73,37,36,35,60,94,49,39,5,50,89,7,75,83,115,46,39,81
41,55,6,73,37,36,35,60,90,49,39,5,50,89,7,75,83,115,46,39,82
42,55,6,75,47,36,35,60,108,58,39,5,50,89,7,83,83,115,58,39,75
43,55,6,75,47,41,35,60,108,58,39,5,50,92,8,83,83,115,58,39,84
44,55,6,74,47,44,35,60,106,58,47,5,50,94,8,83,87,115,58,39,84
45,55,6,74,47,45,35,60,114,58,47,5,50,94,8,83,87,115,58,39,84
46,55,6,74,47,51,35,60,114,58,47,5,50,94,8,87,87,115,72,39,84
47,55,6,74,47,51,35,60,114,58,47,5,58,93,8,87,87,115,72,47,89
48,55,6,74,47,51,35,68,114,58,47,5,58,93,8,87,87,115,72,50,89
49,55,6,74,47,51,35,68,114,58,47,5,59,93,8,89,90,115,72,50,103
50,55,6,74,64,58,35,67,113,58,47,5,74,93,8,89,90,115,72,50,103
