generation,score1,score2,score3,score4,score5,score6,score7,score8,score9,score10,score11,score12,score13,score14,score15,score16,score17,score18,score19,score20,score21,score22,score23,score24,score25,score26,score27,score28,score29,score30,score31,score32,score33,score34,score35,score36,score37,score38,score39,score40,score41,score42,score43,score44,score45,score46,score47,score48,score49,score50,score51,score52,score53,score54,score55,score56,score57,score58,score59,score60
0,332284,695774,935798,151604,853677,775762,457154,827073,1117543,796290,163008,731821,664140,737855,463589,136243,1393204,895275,700191,441530,153838,286808,615487,1056536,225637,712862,145481,732630,891419,440492,739830,819398,851404,343855,310581,263077,206059,776454,370144,447346,393534,318991,196760,433261,144657,497905,1046854,352217,512399,822572,865945,1044931,829569,384521,371836,761048,311907,1086276,263707,643072
1,4,3,8,3,3,4,3,3,5,3,4,4,5,5,3,4,5,3,3,4,4,4,4,3,3,3,3,3,4,3,3,3,4,4,5,3,3,3,3,5,3,4,3,3,3,3,3,4,3,3,4,3,5,4,3,3,3,4,5,4
2,4,4,7,4,4,4,4,4,4,3,4,4,4,5,4,4,6,4,4,6,5,5,4,3,3,4,5,5,4,4,4,4,6,4,5,4,4,5,4,5,4,4,4,4,4,4,4,5,4,4,4,3,6,4,4,6,4,4,5,4
3,4,6,9,4,4,4,5,4,4,5,4,4,4,4,4,4,6,4,4,7,5,5,4,4,5,6,4,4,4,4,4,6,6,4,7,5,4,4,5,4,5,4,4,5,4,4,4,5,5,5,6,3,5,4,4,6,4,4,4,4
4,4,6,12,5,4,6,6,5,5,6,8,5,4,4,5,5,6,5,6,13,7,6,4,7,5,6,4,11,4,5,4,12,6,7,9,5,4,4,5,4,5,5,4,5,4,4,4,6,5,5,6,4,5,5,4,6,6,4,6,4
5,6,17,12,6,7,6,11,5,7,7,8,5,6,4,5,5,6,5,5,16,7,6,4,9,5,20,4,11,4,6,4,12,8,7,8,7,4,5,5,5,7,5,5,5,4,5,4,6,13,6,6,5,6,5,4,6,5,5,6,8
6,6,19,13,6,7,6,15,6,9,12,8,5,6,5,7,6,5,5,5,21,7,6,5,17,5,24,6,10,5,8,5,12,11,7,14,6,5,5,5,5,10,5,5,8,4,5,5,5,21,7,7,5,6,6,4,6,5,5,6,8
7,6,27,23,6,12,8,15,6,25,17,8,6,6,5,7,6,10,5,8,21,7,6,5,17,5,37,5,11,7,8,5,18,38,8,12,7,5,5,5,5,9,6,5,8,5,5,5,5,25,7,7,6,5,6,5,6,7,8,7,8
8,6,27,23,6,12,10,15,11,30,32,8,8,9,5,7,6,18,9,12,21,7,6,5,18,6,37,5,11,7,13,6,18,38,8,16,13,5,8,5,6,12,6,5,8,5,5,5,5,24,7,8,7,5,9,5,6,7,8,9,8
9,6,27,28,6,12,11,15,11,45,38,8,10,9,5,7,6,25,16,17,21,7,6,6,28,6,40,5,11,11,14,6,18,38,10,15,13,5,10,5,6,19,6,5,8,7,7,5,8,25,10,11,11,12,9,5,6,6,8,9,8
10,6,27,28,6,16,14,14,11,59,36,8,24,14,7,9,6,25,25,19,21,7,6,6,28,6,38,5,14,18,15,9,19,38,10,15,13,5,12,6,6,20,6,5,8,7,8,9,8,25,27,13,13,22,13,7,6,6,8,12,7
11,6,27,31,6,18,21,14,18,59,50,8,24,18,7,9,6,25,28,22,23,7,6,9,28,6,52,6,26,21,18,14,21,38,12,15,13,5,16,6,9,20,6,5,8,7,8,13,8,25,27,30,21,22,13,7,6,6,8,12,9
12,6,27,31,6,22,26,17,18,63,50,8,24,18,7,9,6,32,38,30,22,7,7,9,28,6,52,6,26,26,18,17,23,38,15,18,13,5,14,6,9,21,6,5,8,7,8,21,8,25,27,30,27,22,16,7,6,6,8,12,11
13,8,38,35,6,22,38,24,25,63,50,8,23,32,6,21,6,32,39,30,23,7,9,14,28,6,67,6,26,29,18,17,28,47,17,18,13,6,14,11,9,22,6,5,11,7,11,22,8,36,35,30,37,22,16,7,6,6,9,12,21
14,8,38,43,7,33,36,24,28,63,50,8,24,36,10,21,6,38,43,30,24,7,9,18,28,6,67,6,31,42,18,17,24,47,15,18,13,7,21,15,9,22,7,5,15,7,13,28,8,36,40,30,37,22,15,7,6,6,20,12,21
15,9,38,43,7,38,36,26,34,72,50,8,29,37,16,24,6,38,43,30,24,6,15,15,41,6,67,6,31,44,18,18,44,47,15,18,13,7,21,23,10,22,7,6,17,7,13,32,8,39,65,35,47,24,15,7,7,6,20,16,21
16,9,38,43,7,50,36,26,34,72,52,8,35,39,26,23,6,50,43,30,24,6,15,20,41,6,67,6,41,51,16,18,45,53,18,17,13,7,24,23,13,23,7,6,22,7,13,34,8,39,75,42,58,24,24,7,8,6,22,16,21
17,11,38,45,7,54,36,26,40,72,52,8,36,39,28,25,6,72,53,34,24,6,15,21,52,6,67,6,52,71,21,18,51,53,19,17,13,7,26,29,19,23,9,6,22,7,21,34,8,39,75,40,58,24,27,7,10,7,26,16,21
18,11,38,70,7,54,36,26,42,69,57,8,39,39,30,25,6,89,65,34,24,6,15,28,56,6,67,6,52,75,24,22,51,53,19,21,13,7,26,29,19,23,9,6,22,7,23,39,8,39,75,42,61,27,27,7,14,9,31,16,21
19,11,40,76,7,54,36,38,42,69,57,8,44,39,33,30,6,89,65,34,24,6,17,29,56,6,67,7,52,75,21,25,51,70,19,21,15,8,26,29,19,27,10,6,22,7,20,55,8,39,75,47,62,27,27,7,14,9,36,16,21
20,11,40,76,7,54,36,38,42,69,57,8,50,39,48,36,6,89,67,37,26,6,17,29,56,6,67,7,52,75,21,26,51,78,22,21,17,8,26,40,22,27,12,6,37,7,22,61,8,39,75,47,62,36,22,8,35,12,34,17,27
21,11,40,76,7,74,49,38,41,76,58,8,50,39,48,36,6,127,87,49,26,6,17,35,60,6,76,7,58,75,21,26,63,78,22,21,17,9,43,40,22,27,12,6,37,7,22,61,10,39,75,77,62,42,22,10,38,12,41,17,27
22,11,40,76,7,74,48,38,44,76,74,8,50,39,52,39,7,127,87,56,27,6,16,40,75,6,76,7,58,75,21,26,65,78,22,21,17,12,43,40,22,23,12,6,37,7,30,73,10,39,75,77,76,53,25,10,49,13,41,17,27
23,11,42,69,7,74,68,38,54,76,74,8,50,40,59,39,7,127,87,69,27,6,19,48,85,6,76,7,63,75,21,29,66,78,23,26,17,13,43,40,24,24,12,7,37,7,36,73,10,39,75,78,76,61,25,10,48,16,43,17,34
24,12,39,83,7,82,68,38,54,87,74,13,62,50,59,39,7,135,87,69,27,6,19,54,85,6,75,7,63,81,28,39,66,78,23,29,31,14,43,40,24,31,12,7,37,7,35,73,11,43,75,78,76,63,25,16,53,16,49,17,34
25,12,63,83,7,82,68,38,54,87,74,14,62,48,75,39,7,135,97,69,27,6,19,54,85,6,75,7,69,81,33,40,66,78,23,29,31,14,44,40,24,30,12,7,37,7,37,73,11,49,75,73,76,65,25,20,53,19,55,17,52
26,12,56,83,7,82,68,38,55,92,74,17,62,48,75,39,7,135,97,69,27,6,19,54,85,7,74,7,69,81,33,51,66,78,23,29,31,14,46,40,35,42,17,7,37,7,37,73,13,49,75,73,76,65,25,23,64,19,77,17,52
27,12,56,83,7,82,72,38,55,95,68,17,74,52,75,39,7,142,97,69,30,6,18,54,85,7,74,7,77,81,33,51,66,78,23,26,31,17,46,50,35,42,17,7,37,7,45,73,25,49,75,73,76,69,25,33,69,19,77,16,52
28,12,56,83,7,82,76,38,55,95,78,17,74,57,82,39,7,142,97,69,30,6,19,54,85,7,75,7,77,81,33,56,66,78,23,26,31,17,54,50,35,42,17,7,37,7,45,80,24,49,75,77,75,69,27,33,69,25,77,16,52
29,23,56,83,7,82,76,38,58,95,78,17,74,57,82,53,7,138,97,69,30,6,19,54,83,7,89,7,77,81,36,62,66,78,23,33,31,17,54,50,35,42,22,7,45,7,41,95,32,55,75,77,75,75,27,33,69,25,77,16,52
30,23,56,84,7,82,76,38,69,95,78,26,74,54,82,53,7,138,97,69,31,6,18,71,83,7,89,7,77,81,36,62,66,78,23,33,31,18,55,50,35,42,22,7,45,7,41,95,24,55,75,77,75,82,27,33,71,25,77,23,52
31,23,61,84,7,82,75,38,69,95,78,26,74,54,82,53,7,138,97,69,31,6,18,71,83,8,89,7,77,81,37,63,66,78,26,35,31,18,102,51,35,42,25,7,45,7,41,95,47,55,75,80,75,82,33,33,71,25,77,23,52
32,31,65,84,7,82,75,38,74,95,78,26,74,54,82,53,7,138,97,69,31,6,21,71,83,10,89,7,77,81,37,63,67,78,28,35,31,18,102,51,42,36,25,7,45,7,55,95,47,55,75,80,75,82,33,33,71,25,77,23,52
33,31,71,84,7,82,74,39,73,93,76,26,74,61,82,53,7,138,97,77,31,6,27,71,83,12,74,7,77,81,37,63,67,78,28,35,31,18,102,51,42,36,27,7,45,7,57,95,40,55,75,80,75,82,33,26,71,25,77,23,52
34,27,71,84,7,82,74,39,73,93,76,26,74,97,82,53,7,141,97,77,31,6,27,75,85,12,75,7,77,81,41,63,67,78,28,35,31,20,102,51,42,36,27,7,45,7,57,96,38,55,75,80,75,76,33,31,71,25,77,26,52
35,42,75,84,7,82,75,39,87,93,76,26,74,97,86,53,7,141,97,77,36,6,35,82,85,16,75,7,72,84,41,72,67,78,36,35,31,22,102,51,51,42,27,7,57,7,54,96,56,55,75,75,75,76,33,33,70,25,77,26,67
36,39,78,84,7,82,75,39,87,93,76,26,74,97,86,53,8,141,97,73,36,6,35,82,89,18,75,7,72,84,60,72,72,85,31,35,31,22,102,44,58,46,36,8,57,7,54,96,56,55,84,75,75,75,35,47,70,25,77,26,67
37,41,78,84,7,82,75,39,87,101,84,26,74,97,86,59,8,141,97,73,36,6,35,82,93,18,75,7,72,90,61,72,68,85,43,35,31,24,102,44,58,46,41,13,57,7,66,96,56,63,84,75,75,75,35,47,70,25,75,30,60
38,46,87,84,7,84,75,39,103,101,84,26,74,97,82,59,8,141,97,73,36,6,35,75,93,25,75,7,77,90,61,75,70,85,43,35,31,24,102,50,58,58,37,12,57,8,66,96,56,63,84,85,75,75,35,47,70,25,75,30,60
39,46,87,89,7,84,75,39,103,101,84,26,74,97,91,59,8,141,97,73,36,6,43,82,90,23,75,7,69,90,61,75,70,85,49,35,36,24,102,51,71,72,42,18,57,8,67,96,67,63,84,85,76,75,38,47,69,25,89,30,60
40,46,87,89,7,84,75,42,103,101,91,26,74,97,91,59,8,141,97,73,36,6,43,82,90,38,74,7,72,90,73,75,71,85,49,35,36,34,102,53,71,72,43,18,57,8,61,96,68,63,84,85,83,75,37,47,91,25,89,30,62
41,46,87,88,7,84,82,45,103,101,91,23,74,97,91,59,8,141,97,74,36,7,43,82,90,38,75,7,72,90,73,75,84,85,49,41,36,34,102,53,71,72,43,22,57,8,68,96,68,63,84,87,83,75,37,47,91,25,89,30,70
42,46,85,88,7,91,82,58,103,101,91,26,74,97,91,67,8,141,97,75,36,7,43,85,90,38,83,7,72,90,75,75,84,85,55,42,36,34,102,55,71,72,52,27,57,8,68,96,68,63,85,87,83,88,43,51,91,25,89,30,70
43,52,85,88,7,91,82,74,103,101,91,26,78,97,91,67,8,141,97,75,45,7,43,81,90,43,83,7,93,90,79,73,84,85,55,42,36,34,102,55,71,72,75,27,57,8,68,96,68,63,85,87,83,88,43,51,91,25,87,26,70
44,52,85,88,7,91,82,74,103,101,91,26,77,97,91,67,8,141,97,75,45,7,43,81,90,43,83,7,93,92,79,73,84,89,63,42,36,34,102,55,71,72,76,27,57,8,73,96,81,63,90,87,83,88,42,51,91,25,87,25,70
45,70,85,88,7,91,82,76,103,101,91,25,82,97,91,67,8,141,97,86,45,7,44,81,90,43,83,7,93,92,79,78,89,89,63,41,38,34,123,74,75,72,75,32,57,8,73,96,82,63,90,90,83,88,42,51,91,25,87,25,75
46,70,85,90,7,91,82,76,113,101,91,25,82,97,91,67,8,141,97,86,50,7,44,81,90,43,83,7,93,92,79,74,89,89,63,41,38,34,123,74,77,72,75,32,57,8,73,96,82,63,90,103,83,88,42,51,91,25,87,30,75
47,72,85,96,7,91,97,76,113,101,91,32,82,97,91,67,8,141,97,86,51,7,44,90,90,43,83,7,92,94,79,74,89,89,63,40,46,34,123,74,76,72,75,45,58,8,73,96,82,63,90,103,83,83,49,54,94,25,87,30,75
48,72,87,97,7,93,97,76,112,101,91,32,82,91,91,67,8,141,97,86,51,7,44,90,92,43,83,7,92,94,79,81,89,89,63,40,46,34,123,74,76,72,75,45,58,8,73,99,91,63,90,103,83,83,49,53,94,25,87,30,75
49,72,86,97,7,93,97,76,111,101,91,32,89,91,91,66,8,141,97,86,51,7,44,87,92,43,83,7,101,97,79,81,89,89,63,50,44,34,123,74,76,75,75,45,58,8,78,99,91,63,90,103,83,83,55,53,94,25,87,30,75
50,72,86,97,8,93,97,75,114,101,91,34,89,94,91,66,8,141,100,86,69,7,50,87,92,43,87,7,101,97,79,82,89,89,63,46,49,34,123,74,76,75,75,54,65,8,78,99,91,63,90,103,83,93,55,53,94,28,94,30,75
