generation,score1,score2,score3,score4,score5,score6,score7,score8,score9,score10,score11,score12,score13,score14,score15,score16,score17,score18,score19,score20
0,151055,730847,312006,779953,145387,193754,297204,362132,815408,162903,229569,273020,564081,168558,992273,120262,222328,739828,154308,160551
1,3,3,5,4,4,3,3,3,5,3,3,3,4,3,3,3,3,3,3,4
2,4,6,6,4,5,3,3,4,3,5,3,4,4,3,3,3,5,3,3,5
3,4,6,8,4,3,4,4,4,3,5,4,4,4,3,9,3,4,3,3,5
4,4,7,8,4,4,5,4,5,5,4,4,4,4,4,22,5,4,5,5,6
5,6,7,8,4,4,5,5,6,5,5,6,5,6,4,26,5,4,5,5,5
6,6,7,8,5,4,7,5,7,6,6,6,6,6,7,30,5,5,6,7,6
7,6,8,9,7,4,7,5,7,6,6,7,6,6,7,30,5,5,7,7,6
8,6,10,10,7,5,8,6,7,8,6,8,6,8,7,37,5,6,9,7,6
9,6,15,12,10,5,8,6,7,8,6,11,6,12,7,30,5,6,13,7,6
10,6,15,12,10,5,8,6,7,9,6,13,6,12,7,30,5,6,12,7,6
11,6,15,12,14,5,8,6,7,9,6,13,8,13,7,30,5,6,17,7,6
12,6,24,12,14,5,8,6,7,10,6,13,8,13,7,32,6,6,19,7,7
13,6,24,12,14,5,8,6,7,13,6,13,8,13,7,32,6,6,25,7,7
14,6,24,12,24,5,8,6,7,16,6,13,8,13,7,41,6,6,25,7,7
15,7,24,12,24,5,8,6,7,16,6,13,8,13,7,42,6,6,25,7,7
16,7,22,13,24,5,8,6,10,17,6,13,8,13,7,47,6,6,27,7,7
17,7,22,13,31,5,8,6,10,17,6,13,8,14,7,47,6,6,38,7,7
18,7,22,13,45,5,8,6,10,24,6,13,8,16,7,52,6,6,38,7,7
19,7,22,13,52,5,8,6,10,28,6,19,8,21,7,52,7,6,55,7,7
20,7,25,13,52,5,8,6,10,39,6,19,8,21,7,52,7,8,55,7,7
21,7,27,13,52,5,12,6,10,39,6,19,7,23,7,57,7,8,65,7,7
22,7,27,13,54,5,12,6,10,39,6,19,7,23,7,57,7,8,65,8,7
23,7,28,13,54,5,12,6,10,44,6,19,7,23,7,57,7,8,65,8,7
24,7,28,13,54,5,12,6,10,44,6,19,7,24,7,57,7,8,75,8,7
25,7,33,13,54,5,14,6,10,44,6,19,9,24,7,57,7,8,75,8,7
26,7,33,13,54,5,14,6,10,44,6,19,9,31,7,65,7,8,75,8,7
27,7,33,13,54,5,14,6,10,48,6,19,18,31,7,65,7,8,75,8,7
28,7,33,14,54,5,14,6,10,48,6,19,18,31,7,65,7,8,75,8,7
29,7,33,14,54,5,15,6,15,56,6,19,18,31,7,66,7,8,75,8,7
30,7,38,14,54,5,15,6,22,56,6,19,19,31,7,66,7,8,72,8,7
31,7,48,14,54,5,15,8,22,56,6,19,19,31,7,66,7,8,72,8,7
32,7,48,16,54,5,15,13,22,56,6,19,19,31,7,66,7,8,76,8,7
33,7,48,16,54,5,15,19,22,56,6,19,20,31,7,66,7,8,77,8,7
34,7,48,16,60,5,15,19,22,66,6,19,20,31,7,70,7,8,77,8,7
35,7,58,16,58,5,15,22,22,66,6,19,26,36,7,70,7,8,75,8,7
36,7,58,16,58,5,15,22,22,73,6,19,26,44,7,69,7,8,75,8,9
37,7,58,16,58,5,15,22,24,73,6,19,26,44,7,69,7,8,75,8,11
38,7,58,19,65,5,15,22,27,76,6,19,27,44,7,69,7,8,75,8,13
39,7,58,19,72,5,15,25,32,75,6,19,27,44,7,75,7,8,75,8,13
40,7,70,19,72,5,15,25,32,77,6,19,27,47,8,75,7,8,75,8,13
41,7,70,19,72,5,15,29,31,76,6,19,27,47,13,75,7,10,75,8,13
42,7,70,25,71,5,16,29,31,75,6,22,27,47,13,75,7,15,84,8,13
43,7,74,28,71,5,16,29,42,75,6,22,27,47,13,75,7,32,84,8,13
44,7,74,28,71,5,19,29,42,75,6,22,29,47,17,75,7,32,84,8,13
45,7,69,28,71,5,19,29,42,75,6,18,29,47,17,75,7,50,97,8,13
46,7,95,28,71,5,22,29,42,75,6,24,30,56,17,75,7,50,97,8,13
47,7,95,28,72,5,22,29,42,75,6,21,30,56,17,75,7,50,97,8,13
48,7,95,28,72,5,22,29,44,75,6,21,30,56,17,75,7,50,97,8,15
49,7,98,28,72,5,22,29,44,75,6,21,36,56,18,75,7,50,97,8,15
50,7,98,32,72,5,22,38,44,75,6,21,42,56,22,75,7,58,97,8,15
