generation,score1,score2,score3,score4,score5,score6,score7,score8,score9,score10,score11,score12,score13,score14,score15,score16,score17,score18,score19,score20
0,233478,219888,175676,141876,244368,454412,162855,84863,305423,192882,201707,160663,168453,275424,181517,154962,261384,157225,376989,151350
1,4,4,3,3,4,3,3,3,4,3,3,3,4,4,4,4,3,3,3,3
2,4,4,3,3,3,3,3,3,4,4,3,3,4,3,4,4,3,3,4,3
3,3,6,4,3,3,3,3,3,4,5,3,3,4,3,4,4,4,5,4,3
4,3,7,4,3,3,4,3,3,4,6,3,4,4,3,5,4,5,4,4,3
5,4,7,4,3,3,6,3,3,5,6,3,4,5,3,5,4,6,5,4,3
6,5,7,5,3,4,5,3,3,6,6,4,4,8,4,5,4,6,6,4,5
7,5,7,5,3,5,5,4,3,10,6,4,4,8,5,7,5,6,7,5,4
8,6,7,6,3,7,5,4,4,9,6,4,4,8,5,7,5,6,7,5,5
9,6,7,6,4,7,7,4,4,9,6,4,5,8,5,7,6,6,7,9,5
10,6,7,7,4,7,8,4,4,9,6,5,5,8,6,7,6,6,7,12,5
11,8,7,7,4,7,7,4,4,9,6,6,5,7,6,7,6,6,7,13,5
12,8,7,7,6,7,7,5,4,9,6,6,5,7,6,7,6,6,7,19,5
13,7,7,7,6,7,7,5,4,9,6,6,5,7,6,7,6,6,7,19,5
14,8,7,7,6,7,7,5,4,12,6,6,5,7,6,7,6,6,7,19,5
15,8,7,7,6,7,7,5,4,15,7,6,5,7,6,7,6,6,8,18,5
16,8,7,7,6,7,7,5,5,17,7,6,5,7,6,7,6,6,8,18,5
17,10,8,7,6,7,7,5,5,17,7,6,5,7,6,7,6,6,8,18,5
18,10,8,9,6,7,7,5,5,17,7,6,5,7,6,7,6,6,8,22,5
19,10,8,9,6,8,7,5,5,17,8,6,5,7,6,7,6,6,8,22,5
20,10,8,9,6,8,7,5,6,17,8,8,5,7,6,7,6,6,8,28,5
21,11,8,9,5,8,7,5,6,17,8,8,5,7,6,7,6,6,8,28,6
22,11,8,9,5,8,8,5,6,17,8,8,5,7,6,7,6,6,8,28,6
23,11,8,9,5,8,8,5,6,21,8,8,5,7,6,7,6,6,8,28,6
24,11,8,9,5,9,8,5,6,21,8,8,5,7,6,7,6,6,8,28,6
25,11,8,9,5,10,8,5,6,20,8,8,5,7,6,7,6,9,8,28,6
26,15,7,9,5,10,9,5,6,20,8,8,5,7,6,7,6,12,8,28,6
27,15,7,9,5,10,14,5,6,20,8,8,5,9,6,7,6,12,8,28,6
28,15,7,9,5,10,24,5,6,22,8,9,5,9,6,7,6,12,8,28,6
29,14,7,9,5,10,30,5,6,22,8,9,5,9,7,7,6,14,8,28,6
30,14,7,9,5,10,30,5,6,22,8,10,5,9,7,8,6,14,8,28,7
31,14,7,9,5,11,29,5,6,22,8,12,5,9,7,8,7,14,8,28,7
32,14,7,10,5,11,32,5,6,26,8,14,5,9,7,8,7,14,8,28,7
33,14,7,10,5,14,32,5,6,26,8,14,7,9,7,8,7,14,8,28,6
34,14,8,10,5,15,51,5,6,26,8,22,7,9,7,8,7,16,8,28,6
35,17,8,11,5,15,51,5,6,26,8,20,6,9,8,8,7,16,8,28,6
36,17,8,11,5,17,51,5,6,26,8,20,7,9,8,8,7,16,8,28,6
37,17,8,11,5,17,51,5,6,26,8,20,7,9,17,8,7,19,8,28,6
38,17,8,11,5,17,51,5,6,26,8,20,7,9,18,8,7,19,8,28,6
39,18,8,11,5,20,51,5,6,26,8,20,7,9,18,8,7,20,8,28,6
40,20,8,11,5,20,51,5,6,26,8,20,7,9,18,8,7,20,8,28,6
41,20,8,11,5,20,75,5,6,26,8,20,7,9,22,8,7,25,8,28,6
42,26,8,11,5,20,75,5,6,28,8,23,7,9,32,8,7,25,8,28,6
43,26,8,11,5,20,75,5,6,28,8,23,7,9,32,8,7,24,8,28,6
44,26,8,11,5,20,75,5,6,32,8,23,7,9,38,8,7,24,8,28,6
45,26,8,11,5,20,75,5,6,32,8,28,7,9,38,8,7,24,8,32,7
46,26,8,11,5,20,75,5,6,32,8,28,7,9,38,8,7,24,8,32,7
47,31,8,11,5,20,75,5,6,32,8,28,7,9,38,8,7,24,8,42,7
48,31,8,13,5,20,75,5,6,41,8,28,7,9,40,8,8,24,8,42,7
49,31,8,13,5,20,75,5,6,41,8,28,7,9,43,8,8,24,8,42,8
50,31,8,13,5,20,75,5,6,41,8,28,7,9,43,8,8,24,8,42,8
